P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,70,209,656,241,50,72,23
2,0,78,236,512,252,66,99,78
3,0,82,226,536,285,98,62,31
4,0,72,221,551,256,95,77,49
5,0,130,290,470,202,71,123,34
