P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,80,267,743,325,65,47,3
2,0,81,314,634,299,85,108,8
3,0,77,288,679,304,99,79,4
4,0,45,297,639,351,124,61,12
5,0,135,392,554,239,124,79,6
