P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,736,384,216,85,37,5,67
2,0,640,316,194,123,56,28,172
3,0,625,332,224,117,66,18,148
4,0,622,387,182,100,41,22,175
5,0,594,439,215,80,40,14,147
