configuration,customer_set,model_seeds,global_risk_mean,global_risk_std,cvar90_mean,cvar90_std,max_vehicle_risk_mean,max_vehicle_risk_std,edge_gini_mean,edge_gini_std,top10_share_mean,top10_share_std
st_v1,A,3,3.114123056496334,0.13894336574979613,0.07780042178132607,0.004969379299827349,1.0512396145664962,0.07576448969521161,0.7492262153902937,0.007850615714152742,0.7479711853780229,0.010596633425602872
st_v1,B,3,4.03628956591663,0.3969547190527542,0.09383423327458781,0.00741791599005395,1.3361077271262785,0.04413171479768127,0.7760526229092358,0.014306090252768817,0.7795849632938062,0.019221308419125158
st_v1_best,A,3,3.2362010929283715,0.02139529478993225,0.08220169742011607,0.005259612227645552,0.9724747336484661,0.06437090459797798,0.7533381520915564,0.001146651097433174,0.7539065016361993,0.0021051666020796005
st_v1_best,B,3,4.215175474141143,0.2310647982031216,0.09744125494126889,0.006225914681287014,1.3281299562372029,0.1181081298111465,0.7872711521801631,0.009940061705255684,0.7920984093871569,0.011838395103698803
st_v2,A,3,3.173642263848834,0.07695339485910732,0.07877846224991321,0.007679937785877012,1.0417013219384288,0.07912408454439974,0.7518021699064643,0.004487085246476528,0.7516272714601641,0.005412030501668803
st_v2,B,3,4.236547467725076,0.17520221473659983,0.09874070091342985,0.004138460063608156,1.472066304366192,0.03706759181745685,0.7870357601651754,0.0043406858771236735,0.7934806608222355,0.004550407305888446
st_v2_std,A,3,3.737378636247997,0.5114852483253547,0.10045138418741877,0.017128008441393963,1.1692589238005278,0.07120949570311404,0.777793358551615,0.02519328495754223,0.7829815962045047,0.030713215939300913
st_v2_std,B,3,4.823077694621592,0.5131463563089499,0.1242817830813998,0.012733858740117615,1.6150661676801268,0.08353250495718113,0.8098541842311984,0.01741325919379947,0.8199447467726045,0.019566270557113814
