P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,46,161,773,245,27,57,12
2,0,58,243,584,250,44,131,11
3,0,60,205,636,267,77,71,4
4,0,63,199,597,301,48,81,32
5,0,116,235,601,227,27,102,12
