P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,48,193,896,312,15,63,3
2,0,62,310,732,261,46,111,7
3,0,49,259,755,325,48,93,1
4,0,45,229,705,345,84,110,11
5,0,127,302,647,284,39,118,12
