model,model_seed,customer_set,budget,selected_beta,cost_increase,common_global_risk_mean,common_global_cvar90_mean,common_global_cvar95_mean,common_max_edge_risk_mean,common_high_risk_edge_hits_mean,common_max_vehicle_risk_mean,common_max_vehicle_cvar90_mean,common_edge_burden_gini_used_mean,common_top10_burden_share_mean,load_global_risk_mean,load_cvar90_mean,load_cvar95_mean,load_max_vehicle_risk_mean,load_edge_burden_gini_used_mean,load_top10_burden_share_mean
GAT,1,B,0.35,2.0,0.2863219897506978,4.2932434118363,0.10606170147182041,0.21278518108919733,0.5388224426144781,39.8,1.5423678108538288,0.18055796954263162,0.7985146314308341,0.7991311873329824,2.2703822888823217,0.06133237099257512,0.1076243693207893,0.863805694458971,0.8445513794843696,0.82098621472163
GAT,1,B,0.4,2.0,0.2863219897506978,4.2932434118363,0.10606170147182041,0.21278518108919733,0.5388224426144781,39.8,1.5423678108538288,0.18055796954263162,0.7985146314308341,0.7991311873329824,2.2703822888823217,0.06133237099257512,0.1076243693207893,0.863805694458971,0.8445513794843696,0.82098621472163
GAT,2,A,0.1,0.25,0.06341155744689733,6.096015519654711,0.1633639235802941,0.3519389859938424,0.847790623818313,42.8,1.8234139381777008,0.3232840480000439,0.8416809894781678,0.866663521314251,3.292940069030787,0.10923313071905805,0.20628775520728712,1.14272498442533,0.8731471367955302,0.8759476314024595
GAT,2,A,0.15,0.5,0.1096101816349154,4.8089585528968675,0.13462241544797393,0.2646820969132574,0.8422528180124284,40.0,1.4705729560050032,0.23721976331657985,0.8181704721287112,0.8347720317204208,2.4944226045890643,0.07810209941614374,0.13805767209849473,0.9689603086368411,0.853362651718859,0.8445674787922417
GAT,2,A,0.2,1.0,0.18052704916138387,3.5629931480850963,0.0917047130684023,0.1758225655856614,0.3751185133395289,39.0,1.0921610408499918,0.13645933473829558,0.7688311830995455,0.7727460169432125,1.7761044931334606,0.050710157221398114,0.08647670077846273,0.6079661546672825,0.8142306961767835,0.7828717926561632
GAT,2,A,0.25,1.0,0.18052704916138387,3.5629931480850963,0.0917047130684023,0.1758225655856614,0.3751185133395289,39.0,1.0921610408499918,0.13645933473829558,0.7688311830995455,0.7727460169432125,1.7761044931334606,0.050710157221398114,0.08647670077846273,0.6079661546672825,0.8142306961767835,0.7828717926561632
GAT,2,A,0.3,2.0,0.2928017761647694,2.939285695096521,0.06609689409681066,0.13862185611490202,0.3785263521431104,37.0,0.9834677084805248,0.12049661594042296,0.7341551890515853,0.7261372370770373,1.510699695179703,0.04005152173478269,0.07198989842521368,0.5604926754411584,0.7916043291492761,0.7454680015872572
GAT,2,A,0.35,2.0,0.2928017761647694,2.939285695096521,0.06609689409681066,0.13862185611490202,0.3785263521431104,37.0,0.9834677084805248,0.12049661594042296,0.7341551890515853,0.7261372370770373,1.510699695179703,0.04005152173478269,0.07198989842521368,0.5604926754411584,0.7916043291492761,0.7454680015872572
GAT,2,A,0.4,2.0,0.2928017761647694,2.939285695096521,0.06609689409681066,0.13862185611490202,0.3785263521431104,37.0,0.9834677084805248,0.12049661594042296,0.7341551890515853,0.7261372370770373,1.510699695179703,0.04005152173478269,0.07198989842521368,0.5604926754411584,0.7916043291492761,0.7454680015872572
GAT,2,B,0.1,0.25,0.06545043904115123,7.540163035564456,0.22903954891333705,0.37938858726537233,0.8497501577930704,46.6,2.4490366522519538,0.3495935427730983,0.8459694319880751,0.8780389472889125,3.5171627275374453,0.10621584873785177,0.1886518068204179,1.139039428629951,0.8654021801968902,0.8687730882908529
GAT,2,B,0.15,0.5,0.12475341919721088,6.614788029056379,0.16710252829644204,0.33094764992808406,0.7099389688851716,46.5,2.093208196468076,0.3156106669546278,0.8345317954012657,0.859330635100012,3.2080111272942218,0.09622006529209107,0.17225935801775158,1.0902334307822663,0.8616051106819012,0.8567852046579452
GAT,2,B,0.2,0.5,0.12475341919721088,6.614788029056379,0.16710252829644204,0.33094764992808406,0.7099389688851716,46.5,2.093208196468076,0.3156106669546278,0.8345317954012657,0.859330635100012,3.2080111272942218,0.09622006529209107,0.17225935801775158,1.0902334307822663,0.8616051106819012,0.8567852046579452
GAT,2,B,0.25,1.0,0.21494987576741373,5.235753767664104,0.12626123496245406,0.2591589146771792,0.5388224426144781,42.1,1.7009738351775774,0.25409643081511113,0.8198752958424608,0.8321867143865219,2.535834726557971,0.07269179212937624,0.13174496860765522,0.8958653120826133,0.8493481662243804,0.8312750502148347
GAT,2,B,0.3,1.0,0.21494987576741373,5.235753767664104,0.12626123496245406,0.2591589146771792,0.5388224426144781,42.1,1.7009738351775774,0.25409643081511113,0.8198752958424608,0.8321867143865219,2.535834726557971,0.07269179212937624,0.13174496860765522,0.8958653120826133,0.8493481662243804,0.8312750502148347
GAT,2,B,0.35,1.0,0.21494987576741373,5.235753767664104,0.12626123496245406,0.2591589146771792,0.5388224426144781,42.1,1.7009738351775774,0.25409643081511113,0.8198752958424608,0.8321867143865219,2.535834726557971,0.07269179212937624,0.13174496860765522,0.8958653120826133,0.8493481662243804,0.8312750502148347
GAT,2,B,0.4,2.0,0.3577735510555524,4.325213715779721,0.09929601208247808,0.20127463058432665,0.3705852576334322,43.1,1.2646804314962579,0.15716120772652398,0.7962681022024398,0.7976039782533486,1.9956696310027326,0.05131177430932846,0.09369420245686164,0.6276027363410306,0.8085668145940325,0.7749251675822036
GAT,3,A,0.1,0.25,0.05813735245574431,6.404281120899614,0.17611177599100605,0.3683588503550162,0.8483103247870629,41.6,1.971499861347721,0.34287368675076535,0.8428024195666992,0.872312891712076,3.755905275180234,0.12873228524921945,0.2378019138449099,1.3549491710272825,0.8852751002476212,0.895305276630942
GAT,3,A,0.15,0.5,0.10393342112005535,4.741616411231154,0.13371976226874938,0.26410658642957363,0.8422528180124284,39.7,1.4026218315045442,0.2703561276716022,0.8198267872264111,0.8354971906875329,2.6160838326005864,0.08203832194922574,0.1486139170883033,0.9052403768218952,0.861116146444654,0.8534159536255446
GAT,3,A,0.2,1.0,0.17490064410031522,3.566780880630452,0.0927017222632757,0.1642694321386769,0.47059007755625776,36.1,1.0575675633202748,0.1501634022298532,0.7714899871688624,0.7739792362376339,1.825400557631627,0.05315009806661576,0.08943575037911525,0.6392802176604877,0.824880761524603,0.796737854303606
GAT,3,A,0.25,1.0,0.17490064410031522,3.566780880630452,0.0927017222632757,0.1642694321386769,0.47059007755625776,36.1,1.0575675633202748,0.1501634022298532,0.7714899871688624,0.7739792362376339,1.825400557631627,0.05315009806661576,0.08943575037911525,0.6392802176604877,0.824880761524603,0.796737854303606
GAT,3,A,0.3,2.0,0.27076866014026024,2.7048283519133736,0.05310805158291093,0.11135666992262053,0.38023027154490124,37.1,0.8314305828841837,0.0919869796358593,0.7158711666037976,0.7015843389881328,1.4431797885962157,0.03751494569074155,0.06771594463094595,0.4921662687422407,0.7854035275615558,0.7331658243122916
GAT,3,A,0.35,2.0,0.27076866014026024,2.7048283519133736,0.05310805158291093,0.11135666992262053,0.38023027154490124,37.1,0.8314305828841837,0.0919869796358593,0.7158711666037976,0.7015843389881328,1.4431797885962157,0.03751494569074155,0.06771594463094595,0.4921662687422407,0.7854035275615558,0.7331658243122916
GAT,3,A,0.4,2.0,0.27076866014026024,2.7048283519133736,0.05310805158291093,0.11135666992262053,0.38023027154490124,37.1,0.8314305828841837,0.0919869796358593,0.7158711666037976,0.7015843389881328,1.4431797885962157,0.03751494569074155,0.06771594463094595,0.4921662687422407,0.7854035275615558,0.7331658243122916
GAT,3,B,0.1,0.25,0.06305627559300434,7.341321318263793,0.18468856742405088,0.3728190530493504,0.8497501577930704,45.1,2.408700634719831,0.3540101644734511,0.8425764245463914,0.874662640359517,3.505908170246447,0.10486150973834638,0.18783359718661952,1.1969500780973779,0.8628225794451639,0.8678058383542536
GAT,3,B,0.15,0.5,0.12220025344413213,6.201710034945836,0.15136261650296978,0.31448949706191553,0.6321007571680558,43.1,1.9554446752958892,0.29385086399564037,0.8303918404659006,0.8552145452205654,3.0846872583682114,0.09305716517919368,0.16468110782579637,1.0918786473777002,0.8570192994346604,0.8528180863594791
GAT,3,B,0.2,0.5,0.12220025344413213,6.201710034945836,0.15136261650296978,0.31448949706191553,0.6321007571680558,43.1,1.9554446752958892,0.29385086399564037,0.8303918404659006,0.8552145452205654,3.0846872583682114,0.09305716517919368,0.16468110782579637,1.0918786473777002,0.8570192994346604,0.8528180863594791
GAT,3,B,0.25,1.0,0.21114393984129554,4.718709791906652,0.1109332388297231,0.23461346955042592,0.5388224426144781,42.4,1.311044627644145,0.16319173983763452,0.8070798802642989,0.8137539026279151,2.345966091398666,0.0650643872470433,0.11867292753670362,0.7669859127674548,0.8391502471215044,0.8187116499402656
GAT,3,B,0.3,1.0,0.21114393984129554,4.718709791906652,0.1109332388297231,0.23461346955042592,0.5388224426144781,42.4,1.311044627644145,0.16319173983763452,0.8070798802642989,0.8137539026279151,2.345966091398666,0.0650643872470433,0.11867292753670362,0.7669859127674548,0.8391502471215044,0.8187116499402656
GAT,3,B,0.35,2.0,0.33622683181938834,3.2903050182483327,0.07291877866221717,0.13366962570830868,0.37451812590837397,39.6,1.1210606301787407,0.12813662898915354,0.7468903931908721,0.7346433914540158,1.5395596669134182,0.036041108463024385,0.05814252468925901,0.586519818549923,0.7779744293681556,0.7268885853882712
GAT,3,B,0.4,2.0,0.33622683181938834,3.2903050182483327,0.07291877866221717,0.13366962570830868,0.37451812590837397,39.6,1.1210606301787407,0.12813662898915354,0.7468903931908721,0.7346433914540158,1.5395596669134182,0.036041108463024385,0.05814252468925901,0.586519818549923,0.7779744293681556,0.7268885853882712
GAT,4,A,0.1,0.25,0.05924145919500698,6.709353148444052,0.1839160826937718,0.3863632095233123,0.8497501577930704,42.0,1.9758893327904157,0.33563782514604246,0.8478370255057991,0.8773604083949109,3.4736850718060106,0.11637458429509102,0.2229881950331915,1.2127991397309958,0.8833190018329174,0.8894329116418314
GAT,4,A,0.15,0.5,0.11936655262052996,5.125141806673975,0.13679976059764212,0.28526356916019313,0.8467512218808135,42.6,1.568434473529448,0.29027296781776085,0.8220771586231692,0.8407885143766615,2.4732926035514864,0.07632922790225946,0.13707088195349273,0.8297043411119004,0.8487397916055566,0.8373549574423025
GAT,4,A,0.2,1.0,0.19128708360504895,3.2665113630691494,0.07967714176192744,0.15584546490048717,0.3768224327413197,36.7,1.0499733867200003,0.12886494884807717,0.75310985112476,0.7548768343600092,1.7090074682835716,0.048023068489260884,0.07887446144376412,0.5949793140463099,0.8032733115399839,0.7694183475789778
GAT,4,A,0.25,1.0,0.19128708360504895,3.2665113630691494,0.07967714176192744,0.15584546490048717,0.3768224327413197,36.7,1.0499733867200003,0.12886494884807717,0.75310985112476,0.7548768343600092,1.7090074682835716,0.048023068489260884,0.07887446144376412,0.5949793140463099,0.8032733115399839,0.7694183475789778
GAT,4,A,0.3,1.0,0.19128708360504895,3.2665113630691494,0.07967714176192744,0.15584546490048717,0.3768224327413197,36.7,1.0499733867200003,0.12886494884807717,0.75310985112476,0.7548768343600092,1.7090074682835716,0.048023068489260884,0.07887446144376412,0.5949793140463099,0.8032733115399839,0.7694183475789778
GAT,4,A,0.35,2.0,0.3097618133037944,2.753024847840158,0.056234913103577366,0.12031375091182557,0.3444944111313505,37.7,0.9010866804992432,0.09700152243846065,0.7203047608654007,0.7081524035962555,1.4203247695494863,0.03685760493288263,0.06626012466830795,0.5098178219723953,0.779814406901226,0.7309732920645791
GAT,4,A,0.4,2.0,0.3097618133037944,2.753024847840158,0.056234913103577366,0.12031375091182557,0.3444944111313505,37.7,0.9010866804992432,0.09700152243846065,0.7203047608654007,0.7081524035962555,1.4203247695494863,0.03685760493288263,0.06626012466830795,0.5098178219723953,0.779814406901226,0.7309732920645791
GAT,4,B,0.1,0.25,0.05496621541364491,7.337625767386764,0.1781125583619958,0.37205596852063894,0.8497501577930704,45.2,2.521251982629915,0.39880860942602303,0.8432426109987968,0.8759102009976815,3.6777249432206878,0.11308763478588384,0.19471159864305734,1.2414452342688866,0.8664741736360225,0.8763209254234952
GAT,4,B,0.15,0.5,0.11473931059760203,6.457612825698114,0.15482455443237433,0.32912941616723934,0.8497501577930704,44.6,2.0316372507473686,0.3355261151286597,0.8376024462496799,0.8618270296923954,3.3690687816323193,0.10144076932640131,0.18470431735023934,1.1214950423896863,0.866101065900611,0.8649599030005349
GAT,4,B,0.2,1.0,0.19999796376174647,5.332430633504749,0.1293641360679091,0.2680832147108306,0.8497501577930704,42.9,1.5249111859247209,0.22560798820507838,0.818436807345423,0.8342039785642843,2.7460759646301205,0.07887830327417557,0.1473000914338075,0.8709284721231452,0.857190227195092,0.8461670436551039
GAT,4,B,0.25,1.0,0.19999796376174647,5.332430633504749,0.1293641360679091,0.2680832147108306,0.8497501577930704,42.9,1.5249111859247209,0.22560798820507838,0.818436807345423,0.8342039785642843,2.7460759646301205,0.07887830327417557,0.1473000914338075,0.8709284721231452,0.857190227195092,0.8461670436551039
GAT,4,B,0.3,1.0,0.19999796376174647,5.332430633504749,0.1293641360679091,0.2680832147108306,0.8497501577930704,42.9,1.5249111859247209,0.22560798820507838,0.818436807345423,0.8342039785642843,2.7460759646301205,0.07887830327417557,0.1473000914338075,0.8709284721231452,0.857190227195092,0.8461670436551039
GAT,4,B,0.35,2.0,0.34542677856927106,4.814581990744863,0.11979849612572277,0.2464981832416687,0.8497501577930704,41.2,1.6554097330255484,0.22729344519156106,0.81094808182313,0.8183145108827858,2.5136293092686675,0.07108250379092484,0.12512780629867704,0.9140971391789485,0.854277518404681,0.8379447844133413
GAT,4,B,0.4,2.0,0.34542677856927106,4.814581990744863,0.11979849612572277,0.2464981832416687,0.8497501577930704,41.2,1.6554097330255484,0.22729344519156106,0.81094808182313,0.8183145108827858,2.5136293092686675,0.07108250379092484,0.12512780629867704,0.9140971391789485,0.854277518404681,0.8379447844133413
GAT,5,A,0.1,0.25,0.06210259057030628,5.6800380349257695,0.14867263912766673,0.3264201738285163,0.8443316218874275,43.1,1.6819140906279226,0.3055758987160328,0.8329439827647132,0.8567916089491542,2.9255322985741636,0.09650747227013155,0.18104544331327777,1.0777612906831902,0.8707348233090547,0.8678149712005394
GAT,5,A,0.15,0.5,0.10893647844860287,4.899062788487781,0.12836653195556386,0.27881976572877304,0.8422528180124284,42.6,1.4346252221331959,0.2959291327895395,0.818288830568153,0.8347075577683507,2.4382641129529112,0.07742904335172471,0.13760900822041694,0.8608799105065774,0.8547645493877101,0.8443051884491088
GAT,5,A,0.2,1.0,0.18626909982255557,3.29062564592097,0.08815136858466302,0.15881671629045857,0.42541017455057945,36.8,1.1682605393231902,0.1402675276384657,0.7595915042882982,0.758343015791244,1.768904956259584,0.05207696885046711,0.08037471597480167,0.6940085532470459,0.8244305214532404,0.7957307428014608
GAT,5,A,0.25,1.0,0.18626909982255557,3.29062564592097,0.08815136858466302,0.15881671629045857,0.42541017455057945,36.8,1.1682605393231902,0.1402675276384657,0.7595915042882982,0.758343015791244,1.768904956259584,0.05207696885046711,0.08037471597480167,0.6940085532470459,0.8244305214532404,0.7957307428014608
GAT,5,A,0.3,1.0,0.18626909982255557,3.29062564592097,0.08815136858466302,0.15881671629045857,0.42541017455057945,36.8,1.1682605393231902,0.1402675276384657,0.7595915042882982,0.758343015791244,1.768904956259584,0.05207696885046711,0.08037471597480167,0.6940085532470459,0.8244305214532404,0.7957307428014608
GAT,5,A,0.35,2.0,0.30692316044520257,2.8966532609061564,0.06190920554633843,0.1286566966335194,0.3444944111313505,38.9,1.0474696305762663,0.11856946877853727,0.7335275444148177,0.7241078964309118,1.411347276263479,0.036821621965864505,0.06190796349888282,0.5633651359456042,0.7823464174461758,0.732522295819587
GAT,5,A,0.4,2.0,0.30692316044520257,2.8966532609061564,0.06190920554633843,0.1286566966335194,0.3444944111313505,38.9,1.0474696305762663,0.11856946877853727,0.7335275444148177,0.7241078964309118,1.411347276263479,0.036821621965864505,0.06190796349888282,0.5633651359456042,0.7823464174461758,0.732522295819587
GAT,5,B,0.1,0.25,0.06534499297540969,7.2183033254291,0.1936188192889527,0.3664830000062114,0.8497501577930704,46.9,2.119864452256021,0.33436061418886465,0.842171032962168,0.8711894749093515,3.718191846782047,0.11390600396053632,0.202029514861934,1.1595870306474285,0.8747012373863459,0.8804812776858123
GAT,5,B,0.15,0.5,0.12815664971888044,6.324002602152101,0.14994438777043428,0.3118196385969674,0.6010079856501965,45.1,1.9331650854946556,0.319321855993013,0.8298726565782782,0.8540546248604459,3.1689567110854076,0.09273428943744037,0.16562990354938595,1.021848364755543,0.8603092256302853,0.8558506280143222
GAT,5,B,0.2,0.5,0.12815664971888044,6.324002602152101,0.14994438777043428,0.3118196385969674,0.6010079856501965,45.1,1.9331650854946556,0.319321855993013,0.8298726565782782,0.8540546248604459,3.1689567110854076,0.09273428943744037,0.16562990354938595,1.021848364755543,0.8603092256302853,0.8558506280143222
GAT,5,B,0.25,1.0,0.2196400475009035,5.149392431781085,0.11965982516577818,0.24925800103142876,0.5388224426144781,44.1,1.6788268942895788,0.26796862465687893,0.8124650032285106,0.8242816828376249,2.57703509084511,0.07271309632094197,0.13050295624889724,0.8274822294771862,0.8461348219850173,0.8277211469866959
GAT,5,B,0.3,1.0,0.2196400475009035,5.149392431781085,0.11965982516577818,0.24925800103142876,0.5388224426144781,44.1,1.6788268942895788,0.26796862465687893,0.8124650032285106,0.8242816828376249,2.57703509084511,0.07271309632094197,0.13050295624889724,0.8274822294771862,0.8461348219850173,0.8277211469866959
GAT,5,B,0.35,1.0,0.2196400475009035,5.149392431781085,0.11965982516577818,0.24925800103142876,0.5388224426144781,44.1,1.6788268942895788,0.26796862465687893,0.8124650032285106,0.8242816828376249,2.57703509084511,0.07271309632094197,0.13050295624889724,0.8274822294771862,0.8461348219850173,0.8277211469866959
GAT,5,B,0.4,2.0,0.3531595709700998,3.855424189384036,0.08990437728925,0.177826945398691,0.3989512668616036,42.0,1.2282160344260624,0.13839437731434914,0.7757302563676258,0.77040304905524,1.965335381233793,0.05049974066400177,0.08752039297693821,0.6837614681699251,0.8177016710328507,0.785117638497858
GAT,6,A,0.1,0.25,0.06943550541265092,5.6575252716219975,0.15456480166663691,0.31965031987361037,0.8453113888748062,41.9,1.774112784495579,0.31419681390403886,0.8302388778713841,0.8559241982011161,3.216717679849431,0.10791981924755693,0.19831135054611207,1.2220044094942406,0.8815617875466548,0.8841096952896175
GAT,6,A,0.15,0.5,0.12127477992620435,4.422988382522538,0.12333837104211623,0.22872642837781348,0.8422528180124284,37.9,1.5210791294312145,0.24904414744876663,0.8058497968414168,0.819191155626932,2.4153088966062346,0.07456351739488219,0.12757109944778483,0.968364875883478,0.8519178371871845,0.8392790442405482
GAT,6,A,0.2,1.0,0.19141044404645588,3.0932998675062655,0.06854867053085022,0.1368642412804969,0.3751185133395289,35.8,0.9136566933948036,0.10299696929169573,0.7433054438314837,0.7400596783388445,1.4853636264848746,0.04010189696715073,0.06909170118994627,0.5537655781745613,0.7853314513686327,0.7402623872219226
GAT,6,A,0.25,1.0,0.19141044404645588,3.0932998675062655,0.06854867053085022,0.1368642412804969,0.3751185133395289,35.8,0.9136566933948036,0.10299696929169573,0.7433054438314837,0.7400596783388445,1.4853636264848746,0.04010189696715073,0.06909170118994627,0.5537655781745613,0.7853314513686327,0.7402623872219226
