model,customer_set,budget,model_seed_runs,cost_increase_mean,cost_increase_std,common_global_risk_mean_mean,common_global_risk_mean_std,common_global_cvar90_mean_mean,common_global_cvar90_mean_std,common_global_cvar95_mean_mean,common_global_cvar95_mean_std,common_max_edge_risk_mean_mean,common_max_edge_risk_mean_std,common_high_risk_edge_hits_mean_mean,common_high_risk_edge_hits_mean_std,common_max_vehicle_risk_mean_mean,common_max_vehicle_risk_mean_std,common_max_vehicle_cvar90_mean_mean,common_max_vehicle_cvar90_mean_std,common_edge_burden_gini_used_mean_mean,common_edge_burden_gini_used_mean_std,common_top10_burden_share_mean_mean,common_top10_burden_share_mean_std,load_global_risk_mean_mean,load_global_risk_mean_std,load_cvar90_mean_mean,load_cvar90_mean_std,load_cvar95_mean_mean,load_cvar95_mean_std,load_max_vehicle_risk_mean_mean,load_max_vehicle_risk_mean_std,load_edge_burden_gini_used_mean_mean,load_edge_burden_gini_used_mean_std,load_top10_burden_share_mean_mean,load_top10_burden_share_mean_std
GAT,A,0.1,10,0.06612494623151986,0.010851231374668488,5.9098977559066785,0.41919229569507527,0.15945924445005727,0.014021745251860366,0.34066191785455824,0.02614312418806792,0.8338400357921001,0.04123282967863408,42.309999999999995,0.7578478299324563,1.8322050951855668,0.11121168729124906,0.31476677942235065,0.025594255179741437,0.8362856557484959,0.007314115574972948,0.861617865470009,0.009467356720752869,3.2736804621132243,0.2834457940017538,0.10899684609950203,0.011671874834684508,0.20549777220793652,0.021730035434308133,1.2022506182709538,0.11402126173259625,0.8776842791920464,0.008317951199144333,0.8795532321991029,0.012124989584860196
GAT,A,0.15,10,0.11077935538409822,0.009575189384572191,4.8359758606101035,0.2668568622681289,0.13120347140751681,0.005196104150841956,0.26856911970694214,0.019911193339096238,0.8254472889046612,0.04107849832109114,40.91,1.6421192269611713,1.5043673165221407,0.11772157142600813,0.26471663219827046,0.026581537009331944,0.8168754371339,0.006214561007765047,0.8336755207203963,0.00802642390661186,2.524594362434552,0.11206143273283195,0.07934647736316595,0.0037751715069705497,0.14132611777331122,0.010430627933083917,0.9352389097793289,0.055078345459661754,0.8563243848987,0.004555948278566059,0.8462384089777417,0.006313169903857972
GAT,A,0.2,10,0.1743132463440123,0.021503770411497352,3.553382509171218,0.39534943630066005,0.09132810321888384,0.014527244538353171,0.1748545209362107,0.030441384730351705,0.4368915866454242,0.12989147497806877,38.709999999999994,2.200227260989193,1.1364660002454539,0.14172684651954207,0.14318638667001654,0.030964158447320967,0.7684956382424801,0.01632648993375013,0.7719206077010371,0.021499644467206785,1.8329705428610286,0.28907592115647657,0.053333095049792736,0.011044990475103987,0.0880506257076463,0.019899161088487667,0.6602894962481012,0.11448486022496515,0.8176807055414986,0.01938108242937258,0.7886091606797685,0.027787603075710834
GAT,A,0.25,10,0.19084351245623768,0.019957895715005683,3.3622294088088283,0.19278406096140144,0.0846240307150423,0.009240874073455882,0.16079489630016644,0.013722038006471647,0.3910579714037395,0.031874849552826615,38.160000000000004,1.7920813473599797,1.0841276727088698,0.08031830416986169,0.13170320683278722,0.01328270657132789,0.7596708525467013,0.011969873831542624,0.7604217226949177,0.014371465566956699,1.7009185235716484,0.11933156212340089,0.048316252609771786,0.004598282541317112,0.07956170003019258,0.007427983425961027,0.6038875990518784,0.06064183264040164,0.8094504609385126,0.012683768391294111,0.7763333294673037,0.018199016115391903
GAT,A,0.3,10,0.2334093315628889,0.04418716698578144,3.1046748797066512,0.2150462008690178,0.07260698682951022,0.01062516987513456,0.14456553557037527,0.0162251681998605,0.38287395050349915,0.015069899300836348,37.480000000000004,1.208120670941259,1.018404918728781,0.11046728574480563,0.12101973235477559,0.01595931392440705,0.7439768010148522,0.014245757094937918,0.739783008099721,0.019120590118813213,1.5746883297061867,0.10649612187580117,0.04327352051201504,0.004529725127245874,0.0724457859178084,0.0044322370388152075,0.5602936675471557,0.057000360093669156,0.7985153711716624,0.011844581494437838,0.758709583225356,0.018906173269545065
GAT,A,0.35,10,0.29233824653930546,0.024979326896702406,2.815196419218127,0.24426912378046214,0.05969996203344834,0.010819946202209002,0.12051667288915975,0.026551101466548432,0.3603775318376403,0.025228268229567634,37.489999999999995,0.7723700897597954,0.9318612752947217,0.10168643979182058,0.10663665631453145,0.016003118080227034,0.7227999522236777,0.0211629343474981,0.7116870363540141,0.0267528595632606,1.4214769927194912,0.11759229392013748,0.03709229961054709,0.004524629732418888,0.06464146160986148,0.007296661899333174,0.5158159298477188,0.038584624690053075,0.781505500885421,0.015949211164829086,0.7329960962778348,0.022322150285664078
GAT,A,0.4,10,0.29233824653930546,0.024979326896702406,2.815196419218127,0.24426912378046214,0.05969996203344834,0.010819946202209002,0.12051667288915975,0.026551101466548432,0.3603775318376403,0.025228268229567634,37.489999999999995,0.7723700897597954,0.9318612752947217,0.10168643979182058,0.10663665631453145,0.016003118080227034,0.7227999522236777,0.0211629343474981,0.7116870363540141,0.0267528595632606,1.4214769927194912,0.11759229392013748,0.03709229961054709,0.004524629732418888,0.06464146160986148,0.007296661899333174,0.5158159298477188,0.038584624690053075,0.781505500885421,0.015949211164829086,0.7329960962778348,0.022322150285664078
GAT,B,0.1,10,0.06610397674967797,0.00787445517864407,7.335441254713994,0.11041762448647949,0.19362483114947507,0.020009894147124906,0.37213141464220756,0.004171243039805604,0.8497501577930704,0.0,46.2,1.2400716825158846,2.388690883177394,0.12316049804769054,0.3610925957069272,0.019320918222079903,0.8429182736713751,0.0012384491727109532,0.8741873267878895,0.0018811933440551745,3.6158145180331083,0.15398386687619484,0.10929392797367939,0.004754711376085293,0.19465686493968373,0.008017631795301058,1.2412634857722642,0.08217226850129633,0.8675360817392914,0.004028058964469986,0.8721872005764164,0.0056221871696367385
GAT,B,0.15,10,0.12124230977980846,0.018174283291324922,6.386318019746166,0.41398431848533507,0.15701653616759137,0.019968996627617256,0.3245200968190953,0.022787637461511485,0.7160724968507692,0.10395516339109415,44.760000000000005,1.3761459870877724,1.994274794330891,0.18445787047021867,0.3098457674803618,0.033831434532253624,0.8329896363651157,0.005966821996901142,0.857039837798288,0.008045452828198886,3.2543990780876535,0.16830082583057818,0.09741014275591943,0.006163719625686368,0.17582354587046595,0.011402829960537944,1.0854291247192995,0.08657347554414083,0.8628483100022054,0.004446693179158056,0.8605073237869577,0.00606882062371908
GAT,B,0.2,10,0.14419545462874075,0.026266264885878878,6.062924756824627,0.44471631287478186,0.14603912313995163,0.012492152518675394,0.30781184196135475,0.025960979000699713,0.7005261110918396,0.09838456778000294,44.25,1.3632070031119028,1.8998166733038526,0.1876852272645497,0.2887020419911265,0.0384289672399154,0.8288917539112021,0.0067161626921893305,0.8502547590628062,0.009860798104370069,3.0822993895618063,0.2602748887322028,0.09138206984255065,0.009652878969417428,0.16558190047399832,0.016970826726250266,1.0387947637805863,0.10973897947726803,0.8594541234222245,0.006696648083178961,0.8540486947314097,0.010361064649240618
GAT,B,0.25,10,0.2085814794332861,0.026760195493165887,5.045084810380895,0.51547757509051,0.12104173422988578,0.012741101576779337,0.24958524040738136,0.02954459945097138,0.5884820654244252,0.1089441382361227,42.17,1.4055841015985726,1.6130074882102676,0.19798428352195424,0.2189814954783073,0.04775299773012445,0.811980800302924,0.012932447972368128,0.8235845539506981,0.017074036701997405,2.4768369862186597,0.2706805745882985,0.06977793533099824,0.00975671785185021,0.12689894781613023,0.017931513274854156,0.8474660479124232,0.11074279829131863,0.8428088932597138,0.010610233153533207,0.824410673152021,0.016522980370409064
GAT,B,0.3,10,0.22996357744039062,0.026170342208233208,4.766431360437709,0.4432477422517934,0.1150132071191757,0.01081001260321838,0.23421725433190094,0.02491128450832114,0.5628061267348403,0.1032005000945167,41.540000000000006,1.3721030087667132,1.5381471690275708,0.12412814858652593,0.1992997419857154,0.03915255329387922,0.805827745275083,0.012797555581701325,0.8144765001705883,0.01655202028813544,2.3551631978258136,0.2073159931202534,0.0652995116048101,0.007388170709090273,0.11843788965482423,0.014763548158719853,0.8113548760473769,0.049952078707010766,0.8394307108527368,0.010203233984442797,0.8180660261619943,0.01503808302328622
GAT,B,0.35,10,0.2702746682171508,0.05368401909943627,4.441240028899815,0.5899069250804921,0.106258391561046,0.01621124438290163,0.21264518754164302,0.039349735054782474,0.53197856870564,0.1287185705166966,41.24000000000001,1.3647954669717612,1.4975556291135255,0.19470103210344844,0.1897315342584674,0.04637451638264605,0.7949226294142662,0.021508944749070218,0.7991544433777492,0.028784950469108585,2.1980849557706383,0.3265806613761746,0.059570401435818446,0.011902600923780978,0.10606325759487681,0.023396871163392754,0.7823054272532806,0.10892406911556188,0.8292260053163201,0.023770085819587287,0.8023251012305757,0.03499830766457312
