P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,377,699,309,85,11,45,4
2,0,456,556,222,139,51,103,2
3,0,326,599,324,142,63,75,1
4,0,362,542,298,158,62,93,14
5,0,299,665,280,105,88,92,0
