P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,823,246,94,85,32,29,12
2,0,840,203,79,60,34,98,7
3,0,762,222,113,98,51,72,2
4,0,843,192,89,30,82,57,28
5,0,724,293,103,61,74,58,7
