P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,735,440,141,128,75,11,0
2,0,686,390,130,124,141,58,0
3,0,612,406,168,129,172,43,0
4,0,608,405,114,106,222,74,0
5,0,566,429,173,114,205,42,0
