P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,652,327,95,99,120,28,0
2,0,597,296,124,98,123,83,0
3,0,525,324,119,148,140,64,0
4,0,545,355,118,92,136,75,0
5,0,537,338,105,147,141,52,0
