source_file,experiment_tag,model,paper_model_name,split,eval_split,runs,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,mae_mean,mae_std,qwk_mean,qwk_std,recall_6_8_mean,recall_6_8_std,precision_6_8_mean,precision_6_8_std,pr_auc_high_mean,pr_auc_high_std,high_fn_rate_mean,high_fn_rate_std,brier_mean,brier_std,ece_mean,ece_std
outputs_10seed\models\paper_teg_concat_fusions_splitB_10seed_summary.csv,paper_teg_concat_fusions_10seed,GraphSAGE-TEG-Concat,GraphSAGE-TEG-Concat,B,data_2021_train,10,0.3467510868337735,0.05319973608093215,0.6750059572389413,0.0226065440736056,0.6721373796655,0.0980491682440366,0.7637727562785006,0.07458391600358237,0.9349999999999999,0.07835106182362105,0.6752747037908329,0.09767476239707552,0.7853837735611161,0.1420940064613292,0.065,0.07835106182362106,0.35483795404434204,0.030155244425957014,0.09299616265872662,0.014236728751889917
outputs_10seed\models\paper_teg_concat_fusions_splitB_10seed_summary.csv,paper_teg_concat_fusions_10seed,GraphSAGE-TEG-Concat,GraphSAGE-TEG-Concat,B,data_2021_val,10,0.23531649350561298,0.02715868295145431,0.5897450170527907,0.03250887860650742,1.2326907639196745,0.18740900165067334,0.43478637952044996,0.200769195748898,0.54,0.2503331114069145,0.41730158730158734,0.2516165923563166,0.524105346263457,0.18657877608136406,0.45999999999999996,0.2503331114069145,0.5408005267381668,0.05255849954107691,0.18209729893340004,0.038320150613018016
outputs_10seed\models\paper_teg_gate_fusions_splitB_10seed_summary.csv,paper_teg_gate_fusions_10seed,GraphSAGE-TEG-Gate,GraphSAGE-TEG-Gate,B,data_2020_train,10,0.35211239539080275,0.05353908478456514,0.6865137486343016,0.017915186109907128,0.824656322618042,0.04571870208711272,0.6372827352160606,0.03295084060009866,0.725,0.06454972243679027,0.6505273741743006,0.07043187395742015,0.7625118093477263,0.05234620797395172,0.275,0.06454972243679027,0.3698147863149643,0.01582538949705674,0.08624219895831724,0.013857720217070641
outputs_10seed\models\paper_teg_gate_fusions_splitB_10seed_summary.csv,paper_teg_gate_fusions_10seed,GraphSAGE-TEG-Gate,GraphSAGE-TEG-Gate,B,data_2021_test,10,0.24202058745327534,0.02063761179918791,0.6045126954361943,0.02251726539714605,1.2325269720369185,0.06349268126636815,0.2665253553943882,0.10047202084067151,0.28076923076923077,0.0993899868887913,0.3940596001940059,0.09748264470989311,0.3675308406749176,0.06415114339510104,0.7192307692307692,0.09938998688879132,0.494035404920578,0.034613830865486854,0.08535578904656675,0.01652302321867379
outputs_10seed\models\paper_teg_gate_fusions_splitB_10seed_summary.csv,paper_teg_gate_fusions_10seed,GraphSAGE-TEG-Gate,GraphSAGE-TEG-Gate,B,data_2021_train,10,0.43101151012765015,0.08687966102161947,0.7157381187790405,0.026447662493746357,0.6394561259520766,0.09016924335471445,0.7652579726980213,0.05140086228556522,0.885,0.08181958472422383,0.7887282232780953,0.07837226340855563,0.8936036444265543,0.06826906775042463,0.11500000000000002,0.08181958472422385,0.3058289110660553,0.01993436072685609,0.09899184169586409,0.020173944524628708
outputs_10seed\models\paper_teg_gate_fusions_splitB_10seed_summary.csv,paper_teg_gate_fusions_10seed,GraphSAGE-TEG-Gate,GraphSAGE-TEG-Gate,B,data_2021_val,10,0.2485719437715536,0.046161298773331035,0.6053705863287135,0.04767168934212669,1.2108270794878393,0.1390145704468367,0.3813684131542548,0.22739518173154225,0.44000000000000006,0.22705848487901867,0.4652380952380953,0.24819123958837713,0.5339228192859772,0.18870179247296945,0.56,0.2270584848790187,0.5152191758155823,0.05622722773205399,0.19284272409147687,0.036977704581264655
outputs_10seed\models\paper_strong_baselines_splitB_10seed_summary.csv,paper_strong_baselines_10seed,SGFormer-adapted,SGFormer-adapted,B,data_2020_train,10,0.686207791058447,0.15587001248915053,0.8164409921687703,0.0788196224766358,0.5539647875451517,0.32980059002869977,0.8183611570796769,0.13853778960779412,0.9125,0.1339827932567794,0.8131960643576122,0.17634182649852065,0.9222995839750106,0.13400167204182922,0.0875,0.13398279325677936,0.2546377807855606,0.10392506343174167,0.0707668361843059,0.04913626793806274
outputs_10seed\models\paper_strong_baselines_splitB_10seed_summary.csv,paper_strong_baselines_10seed,SGFormer-adapted,SGFormer-adapted,B,data_2021_test,10,0.32166864003768575,0.03336100426203529,0.5951540553861462,0.021315413068588522,1.2508598896969647,0.11443296908465785,0.3716822575481339,0.0704343701377896,0.36923076923076925,0.09628196592573633,0.4258666261436006,0.07954334537608926,0.35567099422329584,0.09228815379894047,0.6307692307692307,0.09628196592573636,0.5712663412094117,0.034338418844631256,0.16796507394394358,0.0359714429153484
outputs_10seed\models\paper_strong_baselines_splitB_10seed_summary.csv,paper_strong_baselines_10seed,SGFormer-adapted,SGFormer-adapted,B,data_2021_train,10,0.8360630420207393,0.1933286026161882,0.9054893826784394,0.10733332982173216,0.3576330512675461,0.3738335285065858,0.8954126766753928,0.16135389375319636,0.9400000000000001,0.1264911064067352,0.9207009618908932,0.13744487066363612,0.9597508978929069,0.08427590652679262,0.06,0.12649110640673517,0.1434463568031788,0.13342661163098002,0.09617194828831337,0.04063148954541036
outputs_10seed\models\paper_strong_baselines_splitB_10seed_summary.csv,paper_strong_baselines_10seed,SGFormer-adapted,SGFormer-adapted,B,data_2021_val,10,0.3206531162547316,0.06612449850674884,0.6212448851326388,0.05812455906531695,1.1997623153311818,0.2103332654091494,0.4632234888942535,0.19933895368003746,0.45999999999999996,0.21186998109427602,0.4261904761904762,0.1837742927554139,0.48124074401653283,0.18531757150047476,0.54,0.21186998109427604,0.5433163791894913,0.06772596670280344,0.18841728028323915,0.048089045269942655
outputs_10seed\models\paper_teg_concat_fusions_splitB_10seed_summary.csv,paper_teg_concat_fusions_10seed,SGFormer-TEG-Concat,SGFormer-TEG-Concat,B,data_2020_train,10,0.4472766486317801,0.10430328264984176,0.7198732305177062,0.039045858519960175,0.6982466505609831,0.19816526395777928,0.7360718823279582,0.09591885297555372,0.9,0.12692955176439846,0.6910606852753005,0.12720438140357557,0.8638220562675809,0.12044388165134012,0.1,0.1269295517643985,0.34877048134803773,0.056567139185651635,0.07632300691914728,0.03820308242574562
outputs_10seed\models\paper_teg_concat_fusions_splitB_10seed_summary.csv,paper_teg_concat_fusions_10seed,SGFormer-TEG-Concat,SGFormer-TEG-Concat,B,data_2021_test,10,0.26678248042887237,0.03622558260279241,0.593540548695412,0.03265973816985888,1.2574573719786086,0.11049489584751446,0.3514680855791764,0.10446699209079421,0.36153846153846153,0.11495647062287125,0.4003261972469134,0.10647881584466347,0.37442511096413755,0.06055014464150919,0.6384615384615385,0.11495647062287125,0.5459330141544342,0.03519370479243487,0.1263573234347073,0.03637906156808045
outputs_10seed\models\paper_teg_concat_fusions_splitB_10seed_summary.csv,paper_teg_concat_fusions_10seed,SGFormer-TEG-Concat,SGFormer-TEG-Concat,B,data_2021_train,10,0.5837072789485304,0.13607962005157448,0.7801156730034192,0.0699084604905742,0.5118346203806843,0.22772004968194864,0.8479735871474462,0.10017377570009309,0.9400000000000001,0.09067647005823629,0.8741253529079616,0.10306740337337515,0.9475855969920733,0.08055772160057027,0.06,0.09067647005823629,0.2772870361804962,0.07571663245728856,0.09935111651535738,0.025737156776086484
outputs_10seed\models\paper_teg_concat_fusions_splitB_10seed_summary.csv,paper_teg_concat_fusions_10seed,SGFormer-TEG-Concat,SGFormer-TEG-Concat,B,data_2021_val,10,0.26251889192687516,0.047957294985235155,0.601247635405955,0.041484338022084524,1.253910170561857,0.15375958779290916,0.3998811261276552,0.19240405832005464,0.44000000000000006,0.20655911179772887,0.4095238095238095,0.1662655793672825,0.5152227383664885,0.18698545504620495,0.5599999999999999,0.20655911179772887,0.522427362203598,0.04232936363721109,0.17558535993099214,0.04216542555023063
outputs_10seed\models\paper_teg_gate_fusions_splitB_10seed_summary.csv,paper_teg_gate_fusions_10seed,SGFormer-TEG-Gate,SGFormer-TEG-Gate,B,data_2020_train,10,0.6019420539985407,0.09558336272830271,0.7637734093505002,0.04517237327630271,0.6862193319060057,0.25363019558300376,0.7549697879834124,0.10306208006712451,0.8800000000000001,0.14804278660801634,0.7442236227626036,0.10339402021986704,0.8969274339171707,0.1201690918801498,0.12,0.14804278660801637,0.3115310177206993,0.07652788419224509,0.08145030792046845,0.05116567965273885
outputs_10seed\models\paper_teg_gate_fusions_splitB_10seed_summary.csv,paper_teg_gate_fusions_10seed,SGFormer-TEG-Gate,SGFormer-TEG-Gate,B,data_2021_test,10,0.3002035291701165,0.03401876953910086,0.5905856510150904,0.02563633827483168,1.2776414356726755,0.12274308332342604,0.353232693586218,0.06264182238764579,0.36923076923076925,0.09797422140791179,0.40939545937933036,0.06472655145129101,0.3700741044909192,0.07572609710762485,0.6307692307692307,0.09797422140791179,0.5531556189060212,0.037932045673140756,0.12548180949446316,0.03908859013411162
outputs_10seed\models\paper_teg_gate_fusions_splitB_10seed_summary.csv,paper_teg_gate_fusions_10seed,SGFormer-TEG-Gate,SGFormer-TEG-Gate,B,data_2021_train,10,0.776410294991507,0.11521656725671167,0.8670342333288488,0.06644250635216249,0.4815997277628335,0.28998310464068794,0.8637064708632668,0.13802008554811046,0.93,0.14757295747452434,0.9035437378612772,0.10529814973046313,0.9639848005272047,0.07926653268996733,0.07,0.14757295747452437,0.20464628264307977,0.09555739258586222,0.12421305155042897,0.040857497882360115
outputs_10seed\models\paper_teg_gate_fusions_splitB_10seed_summary.csv,paper_teg_gate_fusions_10seed,SGFormer-TEG-Gate,SGFormer-TEG-Gate,B,data_2021_val,10,0.33287861438276906,0.0700533535710271,0.6436078301611061,0.037281217044755115,1.232465684860152,0.19623273175654835,0.4196429895976152,0.1744823026734659,0.48,0.16865480854231354,0.44000000000000006,0.15751739077023122,0.5247708159632285,0.1818439033266326,0.52,0.16865480854231357,0.5154404103755951,0.06607148351049456,0.1552482376827134,0.04874642628434313
outputs_10seed\models\paper_main_comparison_splitB_10seed_summary.csv,paper_comparison_10seed,Stable-Tail GNN,Stable-Tail GNN,B,data_2020_train,10,0.5040072071005007,0.05231250394500768,0.7298868245660788,0.02508809044384992,0.8056477164239328,0.11778348833117068,0.722074514369592,0.07823634524702115,0.8300000000000001,0.11105554165971787,0.7488524812488114,0.09638795166262927,0.8707692800577489,0.08531746813618966,0.16999999999999998,0.11105554165971787,0.3493860274553299,0.0356910416632931,0.10943167702181526,0.016377006080845694
outputs_10seed\models\paper_main_comparison_splitB_10seed_summary.csv,paper_comparison_10seed,Stable-Tail GNN,Stable-Tail GNN,B,data_2021_test,10,0.28962704104936304,0.033418382840073944,0.6194153473832509,0.019259161348190182,1.2666215979517133,0.07525175537647584,0.29042672322135116,0.0693456848086954,0.24615384615384617,0.09628196592573633,0.451344353530886,0.16201564029050117,0.36592839424923007,0.057335559553963876,0.7538461538461538,0.09628196592573637,0.5037719160318375,0.028887610738643044,0.09322515787842037,0.01880673433712784
outputs_10seed\models\paper_main_comparison_splitB_10seed_summary.csv,paper_comparison_10seed,Stable-Tail GNN,Stable-Tail GNN,B,data_2021_train,10,0.6420993246466962,0.07088757478627943,0.7962378587813801,0.033899605098581725,0.5765317890006864,0.13713818988385282,0.8345522127024532,0.06609972746291407,0.9400000000000001,0.08432740427115679,0.8829851308112178,0.061743641491224334,0.9580915808170591,0.047940937112834314,0.06,0.08432740427115679,0.2666020914912224,0.04421884269191273,0.12323446769944646,0.01795775484253304
outputs_10seed\models\paper_main_comparison_splitB_10seed_summary.csv,paper_comparison_10seed,Stable-Tail GNN,Stable-Tail GNN,B,data_2021_val,10,0.2795364531357212,0.056124876651406655,0.6201462827561026,0.04720559340072106,1.233807869222653,0.16470491203392065,0.3758528243664224,0.18449068340602218,0.4,0.21081851067789195,0.42833333333333334,0.20876621693495653,0.5383478871065078,0.1794965902801052,0.6,0.21081851067789195,0.5060501039028168,0.04804947937611055,0.17377017938428455,0.0393427270643252
outputs_10seed\models\paper_stable_tail_no_tail_loss_splitB_10seed_summary.csv,paper_no_tail_loss_10seed,Stable-Tail w/o Tail Loss,Stable-Tail w/o Tail Loss,B,data_2020_train,10,0.31491143400815286,0.06885282814286292,0.6713010171661611,0.041107701608111856,0.8836500620477776,0.1260124340242671,0.3703019077891633,0.1624778167026723,0.29500000000000004,0.15625833311112297,0.5568579033052717,0.2206726086211294,0.4998141082193954,0.11314382443466027,0.705,0.15625833311112297,0.3756915718317032,0.057755352519499314,0.0537175518800649,0.011518722393825823
outputs_10seed\models\paper_stable_tail_no_tail_loss_splitB_10seed_summary.csv,paper_no_tail_loss_10seed,Stable-Tail w/o Tail Loss,Stable-Tail w/o Tail Loss,B,data_2021_test,10,0.23231666748234292,0.03104787137739909,0.5942050200320559,0.032227738275728855,1.1871219224352756,0.07514553637155273,0.19638633590481067,0.10394928831718392,0.15384615384615385,0.10726410596590712,0.42793650793650795,0.22888201818423695,0.331866811829279,0.0713615619940954,0.8461538461538461,0.10726410596590712,0.5022592604160309,0.037844689264170825,0.10212734845039007,0.029360003019347797
outputs_10seed\models\paper_stable_tail_no_tail_loss_splitB_10seed_summary.csv,paper_no_tail_loss_10seed,Stable-Tail w/o Tail Loss,Stable-Tail w/o Tail Loss,B,data_2021_train,10,0.4039929326951432,0.0924762692441884,0.7000784633285975,0.04710028702189922,0.7418104353299882,0.19403190907562137,0.40896270811867536,0.1605112468594816,0.32,0.14375905768565217,0.7017704517704517,0.27339451429878975,0.6693121265669714,0.14104443479356793,0.6799999999999999,0.14375905768565217,0.32003911435604093,0.0716154937439771,0.07548565586012873,0.019227784739172884
outputs_10seed\models\paper_stable_tail_no_tail_loss_splitB_10seed_summary.csv,paper_no_tail_loss_10seed,Stable-Tail w/o Tail Loss,Stable-Tail w/o Tail Loss,B,data_2021_val,10,0.23990389651766098,0.07058926012704862,0.6047918205378899,0.07640996673928716,1.1549234434921531,0.12927117576025332,0.34274501831949533,0.22416938071016138,0.26,0.21186998109427607,0.47333333333333333,0.38129085492492826,0.4777462056495311,0.17203460982606117,0.74,0.21186998109427607,0.493344247341156,0.06612074721478267,0.16339578876892727,0.041401279284383016
outputs_10seed\models\paper_stable_tail_gate_splitB_10seed_summary.csv,paper_stable_tail_gate_10seed,Stable-Tail-Gate,Stable-Tail-Gate,B,data_2020_train,10,0.5293421467489423,0.06417932044420045,0.7331733563667269,0.02925505111228293,0.9863370353416538,0.1398631598836381,0.6539891889494951,0.07729912710273212,0.6925,0.1148972971348277,0.7720159712669973,0.08207473548972655,0.8345064788272516,0.09969990502019965,0.3075,0.11489729713482771,0.3643032729625702,0.05116541740017971,0.14472573253732876,0.029116852864995237
outputs_10seed\models\paper_stable_tail_gate_splitB_10seed_summary.csv,paper_stable_tail_gate_10seed,Stable-Tail-Gate,Stable-Tail-Gate,B,data_2021_test,10,0.2990166728020017,0.04363816817947181,0.6178789552048551,0.02334509227665055,1.3559331842716504,0.08443953272631285,0.26390279943446665,0.08102519352466402,0.24230769230769234,0.08704741126547669,0.4468573677784204,0.09868305757102822,0.35566057255851463,0.054593834774790434,0.7576923076923077,0.0870474112654767,0.517818495631218,0.027647741338911916,0.1214338405577986,0.03291095428856549
outputs_10seed\models\paper_stable_tail_gate_splitB_10seed_summary.csv,paper_stable_tail_gate_10seed,Stable-Tail-Gate,Stable-Tail-Gate,B,data_2021_train,10,0.69333895099432,0.1172465207411916,0.8012788300905725,0.05761405011925416,0.7599792333317897,0.1921559230296622,0.7384900081810021,0.1418139087804907,0.7849999999999999,0.15994790818680105,0.8911042311661508,0.062038447850550626,0.9369150220851686,0.08896758174511933,0.215,0.15994790818680105,0.2703989610075951,0.0737435494756689,0.1542716917073862,0.031306233980187385
outputs_10seed\models\paper_stable_tail_gate_splitB_10seed_summary.csv,paper_stable_tail_gate_10seed,Stable-Tail-Gate,Stable-Tail-Gate,B,data_2021_val,10,0.24998716994039238,0.05181916167003548,0.6067069064823742,0.06321650645140305,1.3693699384358333,0.14501853250490407,0.31758566386983356,0.19709938970415167,0.36,0.1837873166945363,0.38357142857142856,0.18809507065828726,0.4629503592190285,0.16869635179738368,0.64,0.1837873166945363,0.5122351914644241,0.049651556901434024,0.16550891704029508,0.050640816652764285
outputs_10seed\models\paper_main_comparison_splitB_10seed_summary.csv,paper_comparison_10seed,TEG-only,TEG-only,B,data_2020_train,10,0.5557223001478192,0.02748457873632464,0.7194219749536097,0.02208155867234072,1.2984391216921956,0.06048623864178327,0.6504186366112938,0.03001541723465779,0.765,0.04887626099538393,0.6565204135260014,0.07436194094555988,0.8123640861376453,0.030008091091116358,0.23500000000000001,0.04887626099538395,0.44019435942173,0.01733657826068191,0.19684332059362905,0.019656678994493415
outputs_10seed\models\paper_main_comparison_splitB_10seed_summary.csv,paper_comparison_10seed,TEG-only,TEG-only,B,data_2021_test,10,0.2878062787429081,0.03657033143121825,0.5656743955539851,0.02873133940710053,1.661671227208735,0.09644612745624179,0.29929063772529196,0.09221607016269706,0.3,0.07649453277013486,0.4174409457071996,0.11704792912715331,0.34549430582073165,0.05834825060987978,0.7,0.07649453277013488,0.5991768479347229,0.029414539361213608,0.14698680094904729,0.024149039833034534
outputs_10seed\models\paper_main_comparison_splitB_10seed_summary.csv,paper_comparison_10seed,TEG-only,TEG-only,B,data_2021_train,10,0.7584489733769281,0.05249324648370383,0.826248157486777,0.03726816166501069,1.0413521947129092,0.100364755795776,0.8324712356879809,0.02604637969935334,0.865,0.041163630117428227,0.8980900781365178,0.036821984192351304,0.9610742694733911,0.013678193544370684,0.135,0.041163630117428227,0.34465631246566775,0.033777537738384565,0.2534636376256293,0.03126103795784164
outputs_10seed\models\paper_main_comparison_splitB_10seed_summary.csv,paper_comparison_10seed,TEG-only,TEG-only,B,data_2021_val,10,0.2866439703347086,0.04542819264668801,0.5717158069313507,0.03619967078622001,1.742874610331954,0.1210098027128002,0.2338947946011143,0.12151406064237229,0.32,0.19321835661585918,0.2726984126984127,0.14911400947694153,0.41205161999904183,0.20446706410277987,0.6799999999999999,0.19321835661585918,0.5848873317241668,0.025481494085025064,0.17389348891046313,0.0428393783276662
