node_id,label,pred_label,S_i,S_i_norm,P_high,sigma,sigma_norm,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8
0,0,1,1.6316986083984375,0.0902426615357399,0.04738391935825348,2.451019048690796,0.8198543190956116,0.705849289894104,0.16648979485034943,0.05359891057014465,0.019869346171617508,0.006808680482208729,0.021257905289530754,0.018003292381763458,0.008122721686959267
1,0,1,1.6784964799880981,0.09692806750535965,0.052942950278520584,2.297328472137451,0.7162607908248901,0.6910034418106079,0.1781396120786667,0.047510869801044464,0.021862072870135307,0.008541113696992397,0.02211611345410347,0.020784098654985428,0.010042737238109112
2,0,1,2.1940548419952393,0.17057926952838898,0.12053853273391724,2.0760395526885986,0.5671032667160034,0.5951570272445679,0.1537158489227295,0.06432873010635376,0.04919954389333725,0.01706038974225521,0.05075094848871231,0.046426545828580856,0.02336104027926922
3,0,1,1.941805124282837,0.13454358279705048,0.09015967696905136,2.1635401248931885,0.6260821223258972,0.6600759029388428,0.14143434166908264,0.05790911614894867,0.0380229614675045,0.01239796169102192,0.036474935710430145,0.03727591410279274,0.016408821567893028
4,0,1,1.7435600757598877,0.10622286796569824,0.06053280457854271,2.4242799282073975,0.8018311262130737,0.6837404370307922,0.1591332107782364,0.06235555559396744,0.026240868493914604,0.007997067645192146,0.025311850011348724,0.024101145565509796,0.011119809001684189
5,0,1,1.8648531436920166,0.12355045229196548,0.07559337466955185,2.325641393661499,0.7353448271751404,0.6438729763031006,0.17961163818836212,0.060565706342458725,0.029878884553909302,0.01047731563448906,0.033066052943468094,0.0304571520537138,0.01207017246633768
6,0,1,1.603134036064148,0.0861620083451271,0.046120673418045044,2.379011631011963,0.7713184952735901,0.7172248959541321,0.16878826916217804,0.0414741188287735,0.01986336149275303,0.006528688129037619,0.019480766728520393,0.018190544098615646,0.008449362590909004
7,0,1,1.7049733400344849,0.10071047395467758,0.06934570521116257,2.4095232486724854,0.7918845415115356,0.7421770691871643,0.11791465431451797,0.03626316040754318,0.02573346719145775,0.00856590736657381,0.02622956968843937,0.02989250235259533,0.013223634101450443
8,0,1,1.039015531539917,0.005573647562414408,0.0008349715499207377,2.7182817459106445,1.0,0.9681875109672546,0.02828584983944893,0.002049854025244713,0.0005949904443696141,4.688112312578596e-05,0.00043102671043016016,0.00032530841417610645,7.863647624617442e-05
9,0,1,1.0350744724273682,0.005010638851672411,1.2867769328295253e-05,2.7182817459106445,1.0,0.9651471972465515,0.03467368334531784,0.00016415011486969888,2.055960294455872e-06,1.7094583526500173e-08,1.088747740141116e-05,1.9727547169168247e-06,7.536957724596505e-09
10,0,1,1.0370166301727295,0.005288090091198683,0.0006701198290102184,2.7182817459106445,1.0,0.9689151644706726,0.028065165504813194,0.0018623564392328262,0.0004536545311566442,3.3399683161405846e-05,0.0003416519029997289,0.0002752288419287652,5.3239098633639514e-05
