P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,677,556,136,145,16,0,0
2,0,951,253,158,103,64,0,0
3,0,936,257,178,117,42,0,0
4,0,862,271,218,156,22,0,0
5,0,640,476,220,144,49,0,0
