beta,lambda_concentration,runs,pyvrp_cost_mean,pyvrp_cost_std,global_risk_mean,global_risk_std,global_cvar90_mean,global_cvar90_std,max_vehicle_risk_mean,max_vehicle_risk_std,max_vehicle_cvar90_mean,max_vehicle_cvar90_std,vehicle_risk_gini_mean,vehicle_risk_gini_std,risk_variance_mean,risk_variance_std,edge_burden_gini_used_mean,edge_burden_gini_used_std,top10_burden_share_mean,top10_burden_share_std,max_edge_burden_mean,max_edge_burden_std,cost_increase_pct,risk_reduction_pct,risk_source,risk_dir,customer_set,run_name
0.0,0.0,10,134064.7,210.57331792566268,9.851445553504892,0.7930879759925216,0.341239315325771,0.03241954607488337,2.71987488634677,0.46782566209620086,0.4824292327117707,0.10744350491141978,0.15800120959717984,0.0572577288351198,0.38261663686931646,0.3291698793210854,0.8809935140754174,0.00734199386182599,0.903989396935646,0.009444898726068943,1.4843148589134216,0.25203721470170243,0.0,0.0,GraphSAGE-TEG-Gate_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\graphsage_teg_gate_splitB_seed1_epochs50_paper_teg_gate_fusions_10seed_floor_0p01,A,paper_teg_gate_fusion_pyvrp_budget_sweep_10seed__GraphSAGE-TEG-Gate_seed1_A_GraphSAGE-TEG-Gate_seed1
0.25,0.0,10,141641.1,178.7297463273034,7.08582700611114,0.6579842204772689,0.1833819877062467,0.01700285054993919,2.3441061532970706,0.32468792202553903,0.36207884430353127,0.061208021669690894,0.21971941461154493,0.05019898002931669,0.3775415814138908,0.17308903117126284,0.8781169727620698,0.007550085487464341,0.8876997246010075,0.01107084684399331,1.3408527612686156,0.20162977176136196,0.056513012000921896,0.2807322572482304,GraphSAGE-TEG-Gate_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\graphsage_teg_gate_splitB_seed1_epochs50_paper_teg_gate_fusions_10seed_floor_0p01,A,paper_teg_gate_fusion_pyvrp_budget_sweep_10seed__GraphSAGE-TEG-Gate_seed1_A_GraphSAGE-TEG-Gate_seed1
0.5,0.0,10,147241.8,254.27404289248418,5.046879973757678,0.4390074794887447,0.13481289963362564,0.014384542781430776,1.7127652796374604,0.23210709624639814,0.2094576189128889,0.03706811333198588,0.21684734508930345,0.048419501812563784,0.17516848513362018,0.06783974367435171,0.8550689185937129,0.007948735793131151,0.8486292605856918,0.012315310255578386,0.9384096145629883,0.1616987191121714,0.09828910966123056,0.4877015818290124,GraphSAGE-TEG-Gate_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\graphsage_teg_gate_splitB_seed1_epochs50_paper_teg_gate_fusions_10seed_floor_0p01,A,paper_teg_gate_fusion_pyvrp_budget_sweep_10seed__GraphSAGE-TEG-Gate_seed1_A_GraphSAGE-TEG-Gate_seed1
1.0,0.0,10,155818.4,336.83665675418007,3.4768211621612863,0.416884346003685,0.0869275386477141,0.012727720653565627,1.1548427048168377,0.09354282084201944,0.1486518907981614,0.05132400437452389,0.237350602446969,0.07037499706015664,0.08884861966834717,0.037942204768461545,0.8158910629594244,0.01421131995967485,0.7841485735936724,0.022664388362158217,0.6465160310268402,0.07561116441051074,0.16226269853287242,0.6470750263726556,GraphSAGE-TEG-Gate_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\graphsage_teg_gate_splitB_seed1_epochs50_paper_teg_gate_fusions_10seed_floor_0p01,A,paper_teg_gate_fusion_pyvrp_budget_sweep_10seed__GraphSAGE-TEG-Gate_seed1_A_GraphSAGE-TEG-Gate_seed1
2.0,0.0,10,166676.0,293.88886788489737,2.2163322100383085,0.18890529962498287,0.04349633402130272,0.007946938290590538,0.7670402684516375,0.09298848220959051,0.09154064002890318,0.026357373271915716,0.25738913843204103,0.05377779712432713,0.0475638312106554,0.021662744981613753,0.7416914014262656,0.021052710726394953,0.6680986078271716,0.02857779081068261,0.44438287019729616,0.012318832643303914,0.24325046041202483,0.7750246704403123,GraphSAGE-TEG-Gate_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\graphsage_teg_gate_splitB_seed1_epochs50_paper_teg_gate_fusions_10seed_floor_0p01,A,paper_teg_gate_fusion_pyvrp_budget_sweep_10seed__GraphSAGE-TEG-Gate_seed1_A_GraphSAGE-TEG-Gate_seed1
0.0,0.0,10,146997.3,470.54083539877576,10.472055495407512,0.8080776717500834,0.32966537028790105,0.032536053881688204,3.601244472563849,0.34103433258719706,0.48519665156801545,0.047483954570043015,0.24509121123558925,0.028598282589831832,0.9127402303927115,0.15907628536159488,0.8827486152821198,0.004119283592113511,0.9082898665641771,0.005858491012031435,1.2932254552841187,0.1518338919132641,0.0,0.0,GraphSAGE-TEG-Gate_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\graphsage_teg_gate_splitB_seed1_epochs50_paper_teg_gate_fusions_10seed_floor_0p01,B,paper_teg_gate_fusion_pyvrp_budget_sweep_10seed__GraphSAGE-TEG-Gate_seed1_B_GraphSAGE-TEG-Gate_seed1
0.25,0.0,10,155647.6,235.40754259605004,8.223916482355799,0.3168509817847008,0.2562533371356945,0.015351628727287396,2.261243932697835,0.14887032499338074,0.3602058364047359,0.03499679564417604,0.17476977594982526,0.047804501089071506,0.3009663427504078,0.13567643258181109,0.8796756194898881,0.002033363338101574,0.8919885944578935,0.0025282856983088937,1.2452113628387451,0.0,0.0588466590882963,0.21467982231734856,GraphSAGE-TEG-Gate_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\graphsage_teg_gate_splitB_seed1_epochs50_paper_teg_gate_fusions_10seed_floor_0p01,B,paper_teg_gate_fusion_pyvrp_budget_sweep_10seed__GraphSAGE-TEG-Gate_seed1_B_GraphSAGE-TEG-Gate_seed1
0.5,0.0,10,163931.9,397.57918847835975,6.66101558538403,0.5933314748905989,0.19457205408723408,0.0316023666938857,2.266166673548696,0.5244642035669782,0.33494723831569506,0.053361068016785196,0.2611936333604242,0.06320264275566985,0.4586335858028015,0.2976973590552927,0.8682617853768526,0.005294852643996151,0.8702781168481355,0.009142282562925035,0.8979501187801361,0.12421061061480006,0.11520347652643965,0.36392472439574425,GraphSAGE-TEG-Gate_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\graphsage_teg_gate_splitB_seed1_epochs50_paper_teg_gate_fusions_10seed_floor_0p01,B,paper_teg_gate_fusion_pyvrp_budget_sweep_10seed__GraphSAGE-TEG-Gate_seed1_B_GraphSAGE-TEG-Gate_seed1
1.0,0.0,10,173167.7,538.3551182382622,3.7938601480908005,0.3460491574142445,0.08138538294590883,0.010530383569939171,1.1980304151968084,0.19645790800067078,0.14248064989224077,0.02538133318751573,0.23399042893098088,0.04546251893273582,0.11204163023169607,0.050829171355624155,0.8274072615849665,0.010199306723610595,0.7923142807056696,0.01868995240480124,0.504546383023262,0.05122236286868529,0.1780332019703765,0.6377158094936353,GraphSAGE-TEG-Gate_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\graphsage_teg_gate_splitB_seed1_epochs50_paper_teg_gate_fusions_10seed_floor_0p01,B,paper_teg_gate_fusion_pyvrp_budget_sweep_10seed__GraphSAGE-TEG-Gate_seed1_B_GraphSAGE-TEG-Gate_seed1
2.0,0.0,10,185802.0,408.4915339799998,2.999084671633915,0.24994045762478911,0.06123223248035263,0.0067526037417346375,1.0536189644564729,0.130427250334518,0.12348319131526209,0.019386993467900362,0.25380789973512846,0.0654093674000106,0.0866011052201571,0.040500293918137385,0.7969316768903878,0.01394072875025579,0.7385359178693207,0.022020115661752784,0.4490537315607071,0.03324880950821393,0.2639823996767289,0.7136106972551981,GraphSAGE-TEG-Gate_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\graphsage_teg_gate_splitB_seed1_epochs50_paper_teg_gate_fusions_10seed_floor_0p01,B,paper_teg_gate_fusion_pyvrp_budget_sweep_10seed__GraphSAGE-TEG-Gate_seed1_B_GraphSAGE-TEG-Gate_seed1
