P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,612,405,148,44,19,70,23
2,0,602,265,171,73,49,87,74
3,0,548,331,195,77,59,75,35
4,0,556,324,192,71,49,81,48
5,0,479,441,168,72,30,87,43
