P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,436,571,186,43,6,49,29
2,0,494,433,145,79,33,48,89
3,0,432,471,203,87,45,40,42
4,0,482,463,153,62,40,57,64
5,0,381,520,203,75,25,67,49
