rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,3208,7,7,6.99220609664917,0.8560294508934021,0.9968998432159424
2,3367,0,7,6.933284282684326,0.8476120233535767,0.9897546768188477
3,3250,0,7,6.898921966552734,0.8427031636238098,0.9906573295593262
4,3100,0,7,6.890934467315674,0.8415620923042297,0.9806205034255981
5,3487,8,8,6.88601541519165,0.8408593535423279,0.8685181736946106
6,3335,7,7,6.872267723083496,0.8388953804969788,0.9665512442588806
7,3300,7,7,6.867978096008301,0.838282585144043,0.9730302691459656
8,4357,7,7,6.751603603363037,0.821657657623291,0.9445589780807495
9,3439,0,7,6.547060966491699,0.7924372553825378,0.8627181053161621
10,3721,8,8,6.52517032623291,0.7893100380897522,0.7604942321777344
11,3901,7,7,6.517416477203369,0.7882023453712463,0.8498882055282593
12,3475,8,7,6.317132949829102,0.7595904469490051,0.8045446276664734
13,3537,8,8,6.292773723602295,0.7561105489730835,0.7465271949768066
14,4180,0,8,6.280919551849365,0.7544170618057251,0.7635986804962158
15,4132,6,7,6.219414234161377,0.7456306219100952,0.800661563873291
16,2795,0,8,6.211065292358398,0.7444378733634949,0.7552089095115662
17,3497,7,7,6.200832843780518,0.7429761290550232,0.8122425079345703
18,4060,8,8,6.166240692138672,0.7380343675613403,0.7321338653564453
19,4058,8,8,6.153834342956543,0.7362620234489441,0.7058227062225342
20,3138,7,7,6.072461128234863,0.7246373295783997,0.7759713530540466
