beta,seed,is_feasible,pyvrp_cost,num_routes,routes,global_risk,global_cvar90,max_vehicle_risk,max_vehicle_cvar90,vehicle_risk_gini,risk_variance,edge_burden_gini_used,top10_burden_share,max_edge_burden
0.0,0,True,157500,5,"[[0, 37, 5, 9, 24, 33, 19, 22, 45, 6, 20, 0], [0, 47, 18, 7, 1, 3, 48, 36, 49, 13, 46, 0], [0, 39, 32, 10, 41, 12, 34, 15, 4, 29, 17, 0], [0, 30, 27, 16, 11, 43, 14, 2, 44, 35, 42, 0], [0, 31, 21, 40, 50, 38, 23, 25, 28, 26, 8, 0]]",7.418408773839474,0.024164197960389166,3.1605883985757828,0.36931541562080383,0.2852648069089121,0.753658408342081,0.9185112724605653,0.9999999999998652,0.5685714483261108
0.0,1,True,158125,5,"[[0, 8, 42, 35, 44, 2, 14, 43, 11, 27, 16, 0], [0, 26, 13, 28, 25, 23, 38, 50, 40, 21, 31, 0], [0, 5, 9, 24, 33, 19, 22, 45, 6, 20, 37, 0], [0, 47, 18, 7, 1, 48, 3, 49, 46, 36, 30, 0], [0, 29, 17, 4, 15, 34, 12, 41, 10, 32, 39, 0]]",7.943404398858547,0.02579027402226801,3.1605883985757828,0.36931541562080383,0.23543202633456972,0.6459932109878382,0.9227567634026643,0.9999999999998741,0.8566392660140991
0.0,2,True,157500,5,"[[0, 37, 5, 9, 24, 33, 19, 22, 45, 6, 20, 0], [0, 42, 35, 2, 44, 14, 43, 11, 27, 16, 30, 0], [0, 31, 21, 40, 50, 38, 23, 25, 28, 26, 8, 0], [0, 17, 29, 4, 15, 34, 12, 13, 49, 36, 46, 0], [0, 47, 18, 7, 39, 10, 32, 41, 3, 48, 1, 0]]",8.324632078409195,0.027116065401984347,3.1605883985757828,0.36931541562080383,0.23817184639661715,0.631620147748522,0.9179654477895778,0.9875358870276695,0.853367269039154
0.0,3,True,157500,5,"[[0, 30, 16, 27, 11, 43, 14, 2, 44, 35, 42, 0], [0, 37, 5, 9, 24, 33, 19, 22, 45, 6, 20, 0], [0, 1, 3, 48, 41, 10, 32, 39, 7, 18, 47, 0], [0, 31, 21, 40, 38, 50, 23, 25, 28, 36, 26, 0], [0, 8, 46, 13, 49, 12, 34, 15, 4, 17, 29, 0]]",8.029026672244072,0.026153181342814566,3.1605883985757828,0.36931541562080383,0.2326546792230968,0.6311130378629153,0.9226011020008358,0.9999999999998754,0.853367269039154
0.0,4,True,157500,5,"[[0, 8, 31, 21, 40, 38, 50, 23, 25, 28, 46, 0], [0, 47, 18, 7, 1, 3, 48, 13, 36, 49, 26, 0], [0, 42, 35, 44, 2, 14, 43, 11, 27, 16, 30, 0], [0, 29, 17, 4, 15, 34, 12, 41, 10, 32, 39, 0], [0, 5, 9, 24, 19, 33, 22, 45, 6, 20, 37, 0]]",7.515084765851498,0.024479103471828984,3.5889080315828323,0.3758714397748311,0.37793223157809286,1.2459200949961287,0.9189045645849359,0.9999999999998669,0.5685714483261108
0.25,0,True,165722,5,"[[0, 37, 5, 9, 24, 19, 33, 22, 45, 6, 20, 0], [0, 12, 34, 15, 4, 29, 17, 31, 21, 40, 39, 0], [0, 42, 35, 44, 2, 14, 43, 11, 16, 27, 8, 0], [0, 26, 28, 10, 32, 41, 38, 50, 23, 25, 30, 0], [0, 47, 18, 7, 1, 48, 3, 13, 49, 36, 46, 0]]",5.767950549721718,0.018606292095876508,1.7377376556396484,0.03048662553753769,0.15376126268314305,0.1115903099006991,0.936283682689548,0.9999999999998266,0.5685714483261108
0.25,1,True,165701,5,"[[0, 20, 6, 45, 22, 33, 19, 24, 9, 5, 11, 0], [0, 17, 29, 4, 15, 34, 12, 49, 13, 36, 46, 0], [0, 31, 21, 40, 38, 50, 23, 25, 28, 26, 8, 0], [0, 47, 18, 7, 39, 10, 32, 41, 1, 48, 3, 0], [0, 42, 35, 44, 2, 14, 43, 16, 27, 30, 37, 0]]",6.692730531096458,0.021729644581482008,3.1605883985757828,0.36931541562080383,0.35711521345510455,0.9144432831247931,0.9274452430355569,0.9999999999998506,0.5685714483261108
0.25,2,True,165634,5,"[[0, 30, 25, 23, 50, 38, 41, 10, 32, 36, 26, 0], [0, 39, 40, 21, 31, 17, 29, 4, 15, 34, 12, 0], [0, 47, 18, 7, 1, 48, 3, 49, 13, 28, 46, 0], [0, 42, 35, 44, 2, 14, 43, 27, 16, 37, 8, 0], [0, 20, 6, 45, 22, 19, 33, 24, 9, 5, 11, 0]]",4.955014035105705,0.015932521013201625,1.7377376556396484,0.029453180604061838,0.24913205913859882,0.20199930153879317,0.9471195448163285,0.9999999999997982,0.5685714483261108
0.25,3,True,165634,5,"[[0, 37, 8, 27, 16, 43, 14, 44, 2, 35, 42, 0], [0, 39, 40, 21, 31, 17, 29, 4, 15, 34, 12, 0], [0, 11, 5, 9, 24, 33, 19, 22, 45, 6, 20, 0], [0, 46, 13, 28, 36, 3, 48, 1, 7, 18, 47, 0], [0, 26, 49, 32, 10, 41, 38, 50, 23, 25, 30, 0]]",4.955014035105705,0.015932521013201625,1.7377376556396484,0.034073287365483304,0.24913205913859882,0.20199930153879317,0.946862843577573,0.9999999999997982,0.5685714483261108
0.25,4,True,165701,5,"[[0, 11, 5, 9, 24, 33, 19, 22, 45, 6, 20, 0], [0, 47, 18, 7, 39, 10, 32, 41, 1, 3, 48, 0], [0, 37, 30, 27, 16, 43, 14, 2, 44, 35, 42, 0], [0, 46, 13, 28, 25, 23, 50, 38, 40, 21, 31, 0], [0, 26, 49, 36, 12, 34, 15, 4, 29, 17, 8, 0]]",6.867247089743614,0.022296256784881865,3.5889080315828323,0.421664297580719,0.3900172278522622,1.2852117599491444,0.9246907210904587,0.9999999999998543,0.5685714483261108
