risk_source,customer_set,beta,lambda_concentration,seed,load_global_risk,load_cvar90,load_max_vehicle_risk,load_vehicle_gini,load_edge_burden_gini_used,load_top10_burden_share,load_max_edge_burden
ST-v1_seed0,A,1.5,1.0,0,1.2262846580372768,0.029295773040319044,0.40395629576360026,0.29252333902243266,0.749631274709764,0.6943068069153305,0.2922199740949584
ST-v1_seed0,A,1.5,1.0,1,1.325406184392252,0.032338743828759876,0.5265179017371803,0.33791442909553626,0.7652342943507482,0.7080709877027552,0.3984817828567615
ST-v1_seed0,A,1.5,1.0,2,0.956960604516567,0.021206876863780214,0.2979391688744331,0.22983660619003365,0.7273164106094241,0.6609339665362671,0.18595816533315537
ST-v1_seed0,A,1.5,1.0,3,1.2773588001412644,0.030812997725557886,0.47556790450754055,0.32439397242185386,0.7619220876723387,0.7052620897847511,0.34535087847585993
ST-v1_seed0,A,1.5,1.0,4,0.9998460051210245,0.021376421930513825,0.40395629576360026,0.2830009500137598,0.7163155804188739,0.6472620838625656,0.2922199740949584
ST-v1_seed0,A,1.5,1.0,5,1.087760427715819,0.025635969386879807,0.39279894841271035,0.28518082731329697,0.7562542984922063,0.7003849437679132,0.2870199778228758
ST-v1_seed0,A,1.5,1.0,6,1.1546404935544772,0.026065107091893136,0.47556790450754055,0.3066115926133701,0.7197983054127388,0.653710056616863,0.34535087847585993
ST-v1_seed0,A,1.5,1.0,7,1.2773588001412644,0.030812997725557876,0.47556790450754055,0.32439397242185364,0.7619220876723394,0.7052620897847515,0.34535087847585993
ST-v1_seed0,A,1.5,1.0,8,1.1345734464858355,0.025861920900082783,0.47556790450754055,0.3180415153266283,0.7330542027192724,0.6658212341099766,0.34535087847585993
ST-v1_seed0,A,1.5,1.0,9,1.256043869500909,0.029427291121600793,0.41440424193534536,0.2892633813136001,0.7479268520962132,0.6867504032451923,0.2922199740949584
ST-v1_seed0,B,1.5,1.0,0,1.6376046716790982,0.038289811304757046,0.6330846953812139,0.27677333552072336,0.7764043663229914,0.7312605508916105,0.3984817828567615
ST-v1_seed0,B,1.5,1.0,1,1.1356911426907184,0.02320768579013281,0.4482648965975634,0.2861121747382449,0.7188153255491001,0.6508347582881997,0.19346386407107602
ST-v1_seed0,B,1.5,1.0,2,1.7597907711010865,0.043214212595384556,0.5937777711345755,0.31359041872879345,0.8042950489244975,0.7671718264767828,0.43059581300690836
ST-v1_seed0,B,1.5,1.0,3,1.3363967265266998,0.030284608100309786,0.5896105923114274,0.3718391517732931,0.760863690052457,0.7065154718159895,0.3984817828567615
ST-v1_seed0,B,1.5,1.0,4,1.7154818266585439,0.04155682210148433,0.5822598374707394,0.30344827207070435,0.8047610084665766,0.7622004845127531,0.3799374820649191
ST-v1_seed0,B,1.5,1.0,5,1.2607443830287317,0.02701681670017754,0.5319539247344727,0.3041028358812423,0.7501750168433616,0.6939099022399078,0.2211015589383726
ST-v1_seed0,B,1.5,1.0,6,1.2329783549660556,0.02616670839371318,0.5223049056608813,0.3024148693728017,0.7344195433555818,0.6593210429219792,0.34535087847585993
ST-v1_seed0,B,1.5,1.0,7,1.4626045597572284,0.0331923110662017,0.7135744533917308,0.41016233334276464,0.7607808039912152,0.7069508401057978,0.45161268723766307
ST-v1_seed0,B,1.5,1.0,8,1.7597907711010867,0.04321421259538454,0.5937777711345755,0.31359041872879345,0.8042950489244978,0.7671718264767831,0.43059581300690836
ST-v1_seed0,B,1.5,1.0,9,1.5572071152917275,0.0364862038556613,0.7026819204137811,0.3754036189035461,0.7819060828415667,0.7392070169415663,0.45161268723766307
ST-v1_seed1,A,1.5,1.0,0,1.1459371807550949,0.02538288034118128,0.49286763072824197,0.31709006792606087,0.7190825131478056,0.6432338789061113,0.2390890697140569
ST-v1_seed1,A,1.5,1.0,1,1.0839838231413483,0.024082070643313278,0.3121103555406483,0.20632658261449022,0.7261862067676024,0.664073075881837,0.18595816533315537
ST-v1_seed1,A,1.5,1.0,2,1.088585848781121,0.02532671368702925,0.35940530473337534,0.2386135159998628,0.7321266091338248,0.6616583821749255,0.2390890697140569
ST-v1_seed1,A,1.5,1.0,3,1.1609529942183163,0.028160997341981832,0.3946150140649672,0.25794062356622693,0.7419954705715017,0.6832956063905147,0.2922199740949584
ST-v1_seed1,A,1.5,1.0,4,1.1596388803053173,0.02690498082217486,0.5041304728153364,0.2985342608571051,0.7349666700236377,0.673113271834423,0.2390890697140569
ST-v1_seed1,A,1.5,1.0,5,1.2896228583233462,0.03254230446068853,0.417173211229699,0.2692348736732717,0.7691283452204047,0.7145281955224593,0.2922199740949584
ST-v1_seed1,A,1.5,1.0,6,1.0261397385382007,0.022602301548461497,0.35413494056973444,0.2217267657785018,0.692174154232136,0.6254295835889134,0.2390890697140569
ST-v1_seed1,A,1.5,1.0,7,1.088585848781121,0.02532671368702925,0.35940530473337534,0.23861351599986258,0.7321266091338245,0.6616583821749253,0.2390890697140569
ST-v1_seed1,A,1.5,1.0,8,1.1950120522616716,0.026893704278595602,0.37010670983475796,0.24659604510932565,0.715725667716764,0.6509842502297095,0.2390890697140569
ST-v1_seed1,A,1.5,1.0,9,1.3549151589194086,0.03275035535254395,0.41749660949291933,0.25453242601560055,0.7479374209515948,0.6930789597391571,0.2870199778228758
ST-v1_seed1,B,1.5,1.0,0,1.7332181494694612,0.04377447171556618,0.5375755358922895,0.23406745287281994,0.7879285979517678,0.755649397409026,0.2211015589383726
ST-v1_seed1,B,1.5,1.0,1,1.4201752933606135,0.0343660671875689,0.574823768238492,0.254251240552001,0.7591646439517172,0.7236661087727627,0.2069147437162006
ST-v1_seed1,B,1.5,1.0,2,1.8277345012372264,0.0457472884617375,0.5822598374707394,0.21837060414118747,0.8045252475554339,0.776195670833127,0.2211015589383726
ST-v1_seed1,B,1.5,1.0,3,1.7503773113223369,0.043115922564293176,0.5893727642233195,0.29431913358589523,0.7947849536953695,0.7536480770397114,0.45161268723766307
ST-v1_seed1,B,1.5,1.0,4,2.0411675451036944,0.05307681183439345,0.5936160720029653,0.24263312121963465,0.8159450942618001,0.7843049209268672,0.43059581300690836
ST-v1_seed1,B,1.5,1.0,5,1.6766579688777732,0.041751309055266236,0.5898917334147955,0.28383081910604924,0.7886388999528411,0.7485209660975042,0.3984817828567615
ST-v1_seed1,B,1.5,1.0,6,1.4350247709270545,0.03205524669272601,0.5937777711345755,0.25217027854572005,0.7698387614720454,0.7123067711382252,0.43059581300690836
ST-v1_seed1,B,1.5,1.0,7,1.5863934895345033,0.037635077567498516,0.5893727642233195,0.28826281455743663,0.7905971395651181,0.7431368064842913,0.45161268723766307
ST-v1_seed1,B,1.5,1.0,8,1.9583877121577005,0.05209742519987092,0.7135744533917308,0.32911872895275485,0.8306654852997459,0.7941934848553054,0.45161268723766307
