year,edge_attr_min,edge_attr_max,edge_attr_mean,edge_attr_std,edge_attr_p50,edge_attr_p90,edge_attr_p95,edge_attr_p99,undirected_weight_min,undirected_weight_max,undirected_weight_mean,undirected_weight_std,undirected_weight_p50,undirected_weight_p90,undirected_weight_p95,undirected_weight_p99
data_2020,0.1111111111111111,1.0,0.12348656829360577,0.05336137757122609,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.1111111111111111,1.0,0.12305854241338116,0.0526332904373547,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.3333333333333333
data_2021,0.06666666666666667,1.0,0.0744547134935305,0.03632501237148198,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.2,0.06666666666666667,1.0,0.0738415936532845,0.03419976363856738,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.2
