P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,655,321,158,85,20,70,12
2,0,717,228,109,98,28,134,7
3,0,617,257,167,113,68,96,2
4,0,635,291,143,73,51,100,28
5,0,576,332,135,107,49,112,9
