P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,276,719,362,98,21,54,0
2,0,239,522,406,143,90,128,1
3,0,188,510,474,140,109,106,3
4,0,172,558,395,121,181,86,16
5,0,219,581,376,116,102,130,5
