P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,764,299,90,61,24,68,15
2,0,694,298,116,35,38,132,8
3,0,621,331,147,95,43,80,3
4,0,645,302,141,67,56,82,28
5,0,628,355,111,68,33,111,14
