edge_id,src,dst,w_raw,w_norm,severity,severity_norm,severity_base_max,severity_high_tail,severity_avg,R_ij,P_level,C_level,RiskLevel
0,3494,3574,0.0,0.009999999776482582,2.418729066848755,0.1909122236188718,0.20267558097839355,0.0786755234003067,0.19016509503126144,0.0019091221935165108,1,3,3
1,0,3494,0.0,0.009999999776482582,3.4873785972595215,0.33184760100308136,0.35533979535102844,0.1947152316570282,0.2664972022175789,0.0033184759358570945,1,4,4
2,0,3780,0.0,0.009999999776482582,3.4873785972595215,0.3323925045208461,0.35533979535102844,0.1947152316570282,0.2684214785695076,0.003323924970912947,1,4,4
3,1,3780,0.0,0.009999999776482582,3.7012860774993896,0.3901571974688154,0.38589802384376526,0.32231032848358154,0.283700592815876,0.0039015718874812243,1,4,4
4,1,3494,0.0,0.009999999776482582,3.7012860774993896,0.3896122939510506,0.38589802384376526,0.32231032848358154,0.2817763164639473,0.003896122852425372,1,4,4
5,3494,3780,0.9999998807907104,0.9999998807907104,2.270522117614746,0.190414797039607,0.18150316178798676,0.12984995543956757,0.17957888543605804,0.19041477434039433,5,3,15
6,2,3573,0.0,0.009999999776482582,3.7801904678344727,0.3989308525772958,0.3971700668334961,0.2596313953399658,0.35481879115104675,0.003989308436604964,1,4,4
7,2,3494,0.0,0.009999999776482582,3.7801904678344727,0.3776510465170207,0.3971700668334961,0.2518901824951172,0.2874123379588127,0.0037765103807586202,1,4,4
8,3,4,0.0,0.009999999776482582,1.9792506694793701,0.10885374047799704,0.13989295065402985,0.00885921809822321,0.09576472081243992,0.0010885373804492633,1,2,2
9,4,5,0.0,0.009999999776482582,1.9792506694793701,0.10343356993606675,0.13989295065402985,0.00885921809822321,0.07662389008328319,0.0010343356762414632,1,2,2
10,5,6,0.0,0.009999999776482582,4.666067123413086,0.5183258639255122,0.5237239003181458,0.5144355893135071,0.26853936491534114,0.005183258523400263,1,5,5
11,7,3780,0.0,0.009999999776482582,3.8259873390197754,0.4095722039884617,0.4037124812602997,0.3463364839553833,0.2926078215241432,0.004095721948338096,1,4,4
12,7,3494,0.0,0.009999999776482582,3.8259873390197754,0.40902730047069696,0.4037124812602997,0.3463364839553833,0.2906835451722145,0.004090272913282244,1,4,4
13,8,3497,0.0,0.009999999776482582,2.227139472961426,0.14979254631851702,0.17530563473701477,0.08646714687347412,0.09190302854403853,0.001497925429703927,1,3,3
14,8,9,0.0,0.009999999776482582,3.803562641143799,0.3802132498301407,0.40050894021987915,0.33716827630996704,0.20450468128547072,0.0038021324133171233,1,4,4
15,9,10,0.0,0.009999999776482582,3.803562641143799,0.4342469054692599,0.40050894021987915,0.33716827630996704,0.39531953632831573,0.004342468957630853,1,4,4
16,10,3497,0.0,0.009999999776482582,3.7309110164642334,0.37327350737862486,0.3901301324367523,0.2552056312561035,0.28271788358688354,0.0037327349903531182,1,4,4
17,11,3782,0.0,0.009999999776482582,3.309014320373535,0.33318562235939664,0.32985919713974,0.2681761384010315,0.2487225905060768,0.0033318561491211766,1,4,4
18,11,12,0.0,0.009999999776482582,3.309014320373535,0.33777939328688383,0.32985919713974,0.2681761384010315,0.26494506746530533,0.0033777938573692607,1,4,4
19,12,13,0.0,0.009999999776482582,2.400216579437256,0.1870837559177184,0.20003093779087067,0.0993586853146553,0.16125134006142616,0.001870837517360706,1,3,3
20,13,14,0.0,0.009999999776482582,4.276498794555664,0.45457290778903525,0.46807125210762024,0.3738710880279541,0.29527149721980095,0.00454572897628539,1,5,5
21,14,15,0.0,0.009999999776482582,4.276498794555664,0.464861998798422,0.46807125210762024,0.3738710880279541,0.3316064700484276,0.004648619884079466,1,5,5
22,16,17,0.0,0.009999999776482582,4.369894504547119,0.4850210543703609,0.48141351342201233,0.46144330501556396,0.288539569824934,0.004850210435292955,1,5,5
23,17,3181,0.0,0.009999999776482582,4.369894504547119,0.4723206607408487,0.48141351342201233,0.46144330501556396,0.24368930491618812,0.004723206501836593,1,5,5
24,18,3181,0.0,0.009999999776482582,4.050601005554199,0.39832420529099033,0.43580013513565063,0.3141651153564453,0.22088261577300727,0.003983241963877506,1,5,5
25,19,3181,0.0,0.009999999776482582,2.5702662467956543,0.19887827674886155,0.22432374954223633,0.13853123784065247,0.11514442297630012,0.0019887827230358566,1,3,3
26,19,20,0.0,0.009999999776482582,2.5702662467956543,0.21022598165875353,0.22432374954223633,0.13853123784065247,0.15521779283881187,0.002102259769598367,1,3,3
