P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,1055,290,86,36,14,10,39
2,0,803,343,149,65,32,62,75
3,0,724,434,153,83,33,43,60
4,0,734,378,167,104,78,34,34
5,0,809,370,133,60,31,70,56
