method,runs,hop_mean,hop_std,mean_risk_mean,mean_risk_std,max_risk_mean,max_risk_std,cvar80_mean,cvar80_std,cvar90_mean,cvar90_std,re_mean,re_std,hhi_mean,hhi_std,gini_mean,gini_std,total_risk_mean,total_risk_std,hop_increase_pct_mean,hop_increase_pct_std,risk_reduction_pct_mean,risk_reduction_pct_std,cvar90_reduction_pct_mean,cvar90_reduction_pct_std,total_risk_mean_baseline,total_risk_mean_method,total_risk_aggregate_reduction,total_risk_mean_per_od_reduction,total_risk_median_per_od_reduction,total_risk_wilcoxon_p,max_risk_mean_baseline,max_risk_mean_method,max_risk_aggregate_reduction,max_risk_mean_per_od_reduction,max_risk_median_per_od_reduction,max_risk_wilcoxon_p,cvar80_mean_baseline,cvar80_mean_method,cvar80_aggregate_reduction,cvar80_mean_per_od_reduction,cvar80_median_per_od_reduction,cvar80_wilcoxon_p,cvar90_mean_baseline,cvar90_mean_method,cvar90_aggregate_reduction,cvar90_mean_per_od_reduction,cvar90_median_per_od_reduction,cvar90_wilcoxon_p,re_mean_baseline,re_mean_method,re_aggregate_reduction,re_mean_per_od_reduction,re_median_per_od_reduction,re_wilcoxon_p,gini_mean_baseline,gini_mean_method,gini_aggregate_reduction,gini_mean_per_od_reduction,gini_median_per_od_reduction,gini_wilcoxon_p,path_overlap_with_cvar,selected_path_changed_rate,risk_mode,cvar_alpha,lambda_re,re_threshold,run_name,risk_dir
CVaR+Concentration,150,10.7,2.4787689085538864,0.0064997794462140915,0.008686983180789724,0.023658886353174844,0.08618304888702015,0.01345973166704385,0.04045502330514271,0.02116596796601597,0.08301239161692704,0.0020455991771673367,0.008677062143063562,0.13995856541779753,0.14738063792070882,0.1414445785961639,0.16523325200852002,0.06854642251295748,0.0869901741272691,0.2019166046371655,0.17593104342343052,0.445614634226672,0.5081159536349652,0.5829228007976621,0.4494424301977372,0.3461963584545689,0.06854642251295748,0.8020013185010011,0.445614634226672,0.7472866730556813,1.461655982284331e-15,0.23266617476940155,0.023658886353174844,0.8983140270496054,0.5815489333475661,0.9536273599118428,1.2781475674167548e-19,0.1316681649768725,0.01345973166704385,0.8977753531363801,0.5882178836527332,0.8848113493792751,1.3893058712178367e-22,0.19958290182881885,0.02116596796601597,0.8939489917575011,0.5829228007976621,0.9236956385082176,8.746440290144167e-20,0.03455837004110921,0.0020455991771673367,0.9408074172573885,0.7353924202714789,0.9827967605053829,2.1563239067004342e-24,0.4964409199191629,0.1414445785961639,0.7150827562322806,0.428150333081973,0.7695729657316026,7.377786093883874e-18,0.6266666666666667,0.3733333333333333,floor_0p01,0.8,5.0,p75,od_formal_floor001_p50_k50_cached_floor_0p01_a0p8_l5_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
CVaR-risk,150,10.106666666666667,2.5649853582707207,0.007088999467123443,0.012601114419066872,0.023658886353174844,0.08618304888702015,0.013284309071436937,0.038644668625252274,0.021173226841104526,0.08301099073434463,0.0026052610107236986,0.012586105889079467,0.14432046050114047,0.13929524828272713,0.13917965436784244,0.16129545982813775,0.06957071581014133,0.1209540773470325,0.12449494949493306,0.11733899009420248,0.4763652525733871,0.46647506978175013,0.5827155969096759,0.4496482363966322,0.3461963584545689,0.06957071581014133,0.7990426123443176,0.4763652525733871,0.7472866730556813,3.04539927223694e-17,0.23266617476940155,0.023658886353174844,0.8983140270496054,0.5815489333475661,0.9536273599118428,1.2781475674167548e-19,0.1316681649768725,0.013284309071436937,0.8991076614862109,0.5886249804627445,0.8848113493792751,9.512020445222174e-23,0.19958290182881885,0.021173226841104526,0.8939126215322863,0.5827155969096759,0.9236956385082176,1.2782689253206252e-19,0.03455837004110921,0.0026052610107236986,0.9246127346703795,0.7006956299983543,0.9817803497186182,3.3087418535645997e-21,0.4964409199191629,0.13917965436784244,0.7196450800404907,0.447107169803086,0.7695729657316026,4.95331732226692e-19,1.0,0.0,floor_0p01,0.8,5.0,p75,od_formal_floor001_p50_k50_cached_floor_0p01_a0p8_l5_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.03918003839104632,0.04136372577663619,0.23266617476940155,0.2397586458718502,0.1316681649768725,0.15487450261694494,0.19958290182881885,0.2148843272460866,0.03455837004110921,0.04132265784816461,0.44267717622329883,0.2942293714576114,0.4964409199191629,0.31931166412654644,0.3461963584545689,0.34782958314917284,0.0,0.0,0.0,0.0,0.0,0.0,0.3461963584545689,0.3461963584545689,0.0,0.0,0.0,1.0,0.23266617476940155,0.23266617476940155,0.0,0.0,0.0,1.0,0.1316681649768725,0.1316681649768725,0.0,0.0,0.0,1.0,0.19958290182881885,0.19958290182881885,0.0,0.0,0.0,1.0,0.03455837004110921,0.03455837004110921,0.0,0.0,0.0,1.0,0.4964409199191629,0.4964409199191629,0.0,0.0,0.0,1.0,0.14666666666666667,0.8533333333333333,floor_0p01,0.8,5.0,p75,od_formal_floor001_p50_k50_cached_floor_0p01_a0p8_l5_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
Mean-risk-floor,150,10.02,2.7671854719627325,0.005592536453031166,0.008697807474863213,0.013722218467543523,0.07328381562335981,0.009688355819736089,0.03677527794050307,0.013699368344516388,0.07328644141850545,0.0012344108176594848,0.008682983195749637,0.12494337494819038,0.09549383685387258,0.12119133425809234,0.10577036589664643,0.05377116810727178,0.0737447317229995,0.10900324675323309,0.12785825259954564,0.5348757679211467,0.41883844430668665,0.6111759162628762,0.446693663405921,0.3461963584545689,0.05377116810727178,0.8446801452558526,0.5348757679211467,0.8219181538817595,1.3127490406040583e-20,0.23266617476940155,0.013722218467543523,0.9410218589698962,0.6157482395086822,0.9702716518915645,3.9913688149290184e-19,0.1316681649768725,0.009688355819736089,0.9264183880563364,0.6023439437603028,0.92512580406289,1.8685918171155225e-19,0.19958290182881885,0.013699368344516388,0.9313600102016875,0.6111759162628762,0.9590651624095635,3.9917695680950117e-19,0.03455837004110921,0.0012344108176594848,0.9642804097196899,0.7032206764510944,0.9932175876743182,5.985729498508396e-20,0.4964409199191629,0.12119133425809234,0.7558796436873452,0.4988637181290577,0.7660306645979067,8.1567646965234835e-19,0.3933333333333333,0.6066666666666667,floor_0p01,0.8,5.0,p75,od_formal_floor001_p50_k50_cached_floor_0p01_a0p8_l5_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
Mean-risk-raw,150,10.02,2.7671854719627325,0.005592536453031166,0.008697807474863213,0.013722218467543523,0.07328381562335981,0.009688355819736089,0.03677527794050307,0.013699368344516388,0.07328644141850545,0.0012344108176594848,0.008682983195749637,0.12494337494819038,0.09549383685387258,0.12119133425809234,0.10577036589664643,0.05377116810727178,0.0737447317229995,0.10900324675323309,0.12785825259954564,0.5348757679211467,0.41883844430668665,0.6111759162628762,0.446693663405921,0.3461963584545689,0.05377116810727178,0.8446801452558526,0.5348757679211467,0.8219181538817595,1.3127490406040583e-20,0.23266617476940155,0.013722218467543523,0.9410218589698962,0.6157482395086822,0.9702716518915645,3.9913688149290184e-19,0.1316681649768725,0.009688355819736089,0.9264183880563364,0.6023439437603028,0.92512580406289,1.8685918171155225e-19,0.19958290182881885,0.013699368344516388,0.9313600102016875,0.6111759162628762,0.9590651624095635,3.9917695680950117e-19,0.03455837004110921,0.0012344108176594848,0.9642804097196899,0.7032206764510944,0.9932175876743182,5.985729498508396e-20,0.4964409199191629,0.12119133425809234,0.7558796436873452,0.4988637181290577,0.7660306645979067,8.1567646965234835e-19,0.3933333333333333,0.6066666666666667,floor_0p01,0.8,5.0,p75,od_formal_floor001_p50_k50_cached_floor_0p01_a0p8_l5_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
CVaR+Concentration,150,9.92,2.6023221431853423,0.007186482897428867,0.011319378988197215,0.02426201192041238,0.08695897904686362,0.014544080188394422,0.04431245084674026,0.020990146017736862,0.08290311405650183,0.0026894852623290497,0.011313698756025838,0.14875836540927853,0.1460539409961082,0.14053673383156698,0.16413759191946153,0.06814140886660122,0.09416024127725989,0.10191245791244447,0.12712421018706285,0.490575834414647,0.4438785364226169,0.5837900680302882,0.4492250056716644,0.3461963584545689,0.06814140886660122,0.8031712142450323,0.490575834414647,0.7371755756619209,1.4374026867834228e-18,0.23266617476940155,0.02426201192041238,0.8957217913375053,0.5798860625765212,0.9536273599118428,1.2781475674167548e-19,0.1316681649768725,0.014544080188394422,0.8895398884624948,0.5740875466817652,0.8825619995190804,1.2784509827477593e-19,0.19958290182881885,0.020990146017736862,0.8948299387056973,0.5837900680302882,0.9236956385082176,5.984907575314583e-20,0.03455837004110921,0.0026894852623290497,0.9221755754090275,0.682038669483712,0.9822462470836175,8.747663427812937e-20,0.4964409199191629,0.14053673383156698,0.7169114627876204,0.4560980713610195,0.7695729657316026,4.8791663933267706e-18,1.0,0.0,floor_0p01,0.9,0.0,p75,od_formal_floor001_p50_k50_cached_floor_0p01_a0p9_l0_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
CVaR-risk,150,9.92,2.6023221431853423,0.007186482897428867,0.011319378988197215,0.02426201192041238,0.08695897904686362,0.014544080188394422,0.04431245084674026,0.020990146017736862,0.08290311405650183,0.0026894852623290497,0.011313698756025838,0.14875836540927853,0.1460539409961082,0.14053673383156698,0.16413759191946153,0.06814140886660122,0.09416024127725989,0.10191245791244447,0.12712421018706285,0.490575834414647,0.4438785364226169,0.5837900680302882,0.4492250056716644,0.3461963584545689,0.06814140886660122,0.8031712142450323,0.490575834414647,0.7371755756619209,1.4374026867834228e-18,0.23266617476940155,0.02426201192041238,0.8957217913375053,0.5798860625765212,0.9536273599118428,1.2781475674167548e-19,0.1316681649768725,0.014544080188394422,0.8895398884624948,0.5740875466817652,0.8825619995190804,1.2784509827477593e-19,0.19958290182881885,0.020990146017736862,0.8948299387056973,0.5837900680302882,0.9236956385082176,5.984907575314583e-20,0.03455837004110921,0.0026894852623290497,0.9221755754090275,0.682038669483712,0.9822462470836175,8.747663427812937e-20,0.4964409199191629,0.14053673383156698,0.7169114627876204,0.4560980713610195,0.7695729657316026,4.8791663933267706e-18,1.0,0.0,floor_0p01,0.9,0.0,p75,od_formal_floor001_p50_k50_cached_floor_0p01_a0p9_l0_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.03918003839104632,0.04136372577663619,0.23266617476940155,0.2397586458718502,0.1316681649768725,0.15487450261694494,0.19958290182881885,0.2148843272460866,0.03455837004110921,0.04132265784816461,0.44267717622329883,0.2942293714576114,0.4964409199191629,0.31931166412654644,0.3461963584545689,0.34782958314917284,0.0,0.0,0.0,0.0,0.0,0.0,0.3461963584545689,0.3461963584545689,0.0,0.0,0.0,1.0,0.23266617476940155,0.23266617476940155,0.0,0.0,0.0,1.0,0.1316681649768725,0.1316681649768725,0.0,0.0,0.0,1.0,0.19958290182881885,0.19958290182881885,0.0,0.0,0.0,1.0,0.03455837004110921,0.03455837004110921,0.0,0.0,0.0,1.0,0.4964409199191629,0.4964409199191629,0.0,0.0,0.0,1.0,0.26,0.74,floor_0p01,0.9,0.0,p75,od_formal_floor001_p50_k50_cached_floor_0p01_a0p9_l0_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
Mean-risk-floor,150,10.02,2.7671854719627325,0.005592536453031166,0.008697807474863213,0.013722218467543523,0.07328381562335981,0.009688355819736089,0.03677527794050307,0.013699368344516388,0.07328644141850545,0.0012344108176594848,0.008682983195749637,0.12494337494819038,0.09549383685387258,0.12119133425809234,0.10577036589664643,0.05377116810727178,0.0737447317229995,0.10900324675323309,0.12785825259954564,0.5348757679211467,0.41883844430668665,0.6111759162628762,0.446693663405921,0.3461963584545689,0.05377116810727178,0.8446801452558526,0.5348757679211467,0.8219181538817595,1.3127490406040583e-20,0.23266617476940155,0.013722218467543523,0.9410218589698962,0.6157482395086822,0.9702716518915645,3.9913688149290184e-19,0.1316681649768725,0.009688355819736089,0.9264183880563364,0.6023439437603028,0.92512580406289,1.8685918171155225e-19,0.19958290182881885,0.013699368344516388,0.9313600102016875,0.6111759162628762,0.9590651624095635,3.9917695680950117e-19,0.03455837004110921,0.0012344108176594848,0.9642804097196899,0.7032206764510944,0.9932175876743182,5.985729498508396e-20,0.4964409199191629,0.12119133425809234,0.7558796436873452,0.4988637181290577,0.7660306645979067,8.1567646965234835e-19,0.4866666666666667,0.5133333333333333,floor_0p01,0.9,0.0,p75,od_formal_floor001_p50_k50_cached_floor_0p01_a0p9_l0_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
Mean-risk-raw,150,10.02,2.7671854719627325,0.005592536453031166,0.008697807474863213,0.013722218467543523,0.07328381562335981,0.009688355819736089,0.03677527794050307,0.013699368344516388,0.07328644141850545,0.0012344108176594848,0.008682983195749637,0.12494337494819038,0.09549383685387258,0.12119133425809234,0.10577036589664643,0.05377116810727178,0.0737447317229995,0.10900324675323309,0.12785825259954564,0.5348757679211467,0.41883844430668665,0.6111759162628762,0.446693663405921,0.3461963584545689,0.05377116810727178,0.8446801452558526,0.5348757679211467,0.8219181538817595,1.3127490406040583e-20,0.23266617476940155,0.013722218467543523,0.9410218589698962,0.6157482395086822,0.9702716518915645,3.9913688149290184e-19,0.1316681649768725,0.009688355819736089,0.9264183880563364,0.6023439437603028,0.92512580406289,1.8685918171155225e-19,0.19958290182881885,0.013699368344516388,0.9313600102016875,0.6111759162628762,0.9590651624095635,3.9917695680950117e-19,0.03455837004110921,0.0012344108176594848,0.9642804097196899,0.7032206764510944,0.9932175876743182,5.985729498508396e-20,0.4964409199191629,0.12119133425809234,0.7558796436873452,0.4988637181290577,0.7660306645979067,8.1567646965234835e-19,0.4866666666666667,0.5133333333333333,floor_0p01,0.9,0.0,p75,od_formal_floor001_p50_k50_cached_floor_0p01_a0p9_l0_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
CVaR+Concentration,150,10.673333333333334,2.5763422035684904,0.006559773650318262,0.0087462307463633,0.02426201192041238,0.08695897904686362,0.013604536982046233,0.040562474227377854,0.020990146017736862,0.08290311405650183,0.0020969271939445962,0.008734999283550078,0.1419303063630481,0.15007825491819138,0.1414766239300396,0.16733427295245795,0.06914739768353381,0.08788432790662266,0.1947052049257673,0.17441826330362334,0.4507731273538486,0.4986192196534735,0.5837900680302882,0.4492250056716644,0.3461963584545689,0.06914739768353381,0.800265381204441,0.4507731273538486,0.7371755756619209,5.053126727503471e-16,0.23266617476940155,0.02426201192041238,0.8957217913375053,0.5798860625765212,0.9536273599118428,1.2781475674167548e-19,0.1316681649768725,0.013604536982046233,0.8966755784488031,0.5859005752178466,0.8848113493792751,8.697486375602169e-22,0.19958290182881885,0.020990146017736862,0.8948299387056973,0.5837900680302882,0.9236956385082176,5.984907575314583e-20,0.03455837004110921,0.0020969271939445962,0.9393221615374365,0.7364838027988339,0.9827967605053829,1.476787524376575e-24,0.4964409199191629,0.1414766239300396,0.7150182060862514,0.44511741462132726,0.7695729657316026,6.828340310396005e-18,0.52,0.48,floor_0p01,0.9,1.0,p75,od_formal_floor001_p50_k50_cached_floor_0p01_a0p9_l1_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
CVaR-risk,150,9.92,2.6023221431853423,0.007186482897428867,0.011319378988197215,0.02426201192041238,0.08695897904686362,0.014544080188394422,0.04431245084674026,0.020990146017736862,0.08290311405650183,0.0026894852623290497,0.011313698756025838,0.14875836540927853,0.1460539409961082,0.14053673383156698,0.16413759191946153,0.06814140886660122,0.09416024127725989,0.10191245791244447,0.12712421018706285,0.490575834414647,0.4438785364226169,0.5837900680302882,0.4492250056716644,0.3461963584545689,0.06814140886660122,0.8031712142450323,0.490575834414647,0.7371755756619209,1.4374026867834228e-18,0.23266617476940155,0.02426201192041238,0.8957217913375053,0.5798860625765212,0.9536273599118428,1.2781475674167548e-19,0.1316681649768725,0.014544080188394422,0.8895398884624948,0.5740875466817652,0.8825619995190804,1.2784509827477593e-19,0.19958290182881885,0.020990146017736862,0.8948299387056973,0.5837900680302882,0.9236956385082176,5.984907575314583e-20,0.03455837004110921,0.0026894852623290497,0.9221755754090275,0.682038669483712,0.9822462470836175,8.747663427812937e-20,0.4964409199191629,0.14053673383156698,0.7169114627876204,0.4560980713610195,0.7695729657316026,4.8791663933267706e-18,1.0,0.0,floor_0p01,0.9,1.0,p75,od_formal_floor001_p50_k50_cached_floor_0p01_a0p9_l1_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.03918003839104632,0.04136372577663619,0.23266617476940155,0.2397586458718502,0.1316681649768725,0.15487450261694494,0.19958290182881885,0.2148843272460866,0.03455837004110921,0.04132265784816461,0.44267717622329883,0.2942293714576114,0.4964409199191629,0.31931166412654644,0.3461963584545689,0.34782958314917284,0.0,0.0,0.0,0.0,0.0,0.0,0.3461963584545689,0.3461963584545689,0.0,0.0,0.0,1.0,0.23266617476940155,0.23266617476940155,0.0,0.0,0.0,1.0,0.1316681649768725,0.1316681649768725,0.0,0.0,0.0,1.0,0.19958290182881885,0.19958290182881885,0.0,0.0,0.0,1.0,0.03455837004110921,0.03455837004110921,0.0,0.0,0.0,1.0,0.4964409199191629,0.4964409199191629,0.0,0.0,0.0,1.0,0.26,0.74,floor_0p01,0.9,1.0,p75,od_formal_floor001_p50_k50_cached_floor_0p01_a0p9_l1_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
Mean-risk-floor,150,10.02,2.7671854719627325,0.005592536453031166,0.008697807474863213,0.013722218467543523,0.07328381562335981,0.009688355819736089,0.03677527794050307,0.013699368344516388,0.07328644141850545,0.0012344108176594848,0.008682983195749637,0.12494337494819038,0.09549383685387258,0.12119133425809234,0.10577036589664643,0.05377116810727178,0.0737447317229995,0.10900324675323309,0.12785825259954564,0.5348757679211467,0.41883844430668665,0.6111759162628762,0.446693663405921,0.3461963584545689,0.05377116810727178,0.8446801452558526,0.5348757679211467,0.8219181538817595,1.3127490406040583e-20,0.23266617476940155,0.013722218467543523,0.9410218589698962,0.6157482395086822,0.9702716518915645,3.9913688149290184e-19,0.1316681649768725,0.009688355819736089,0.9264183880563364,0.6023439437603028,0.92512580406289,1.8685918171155225e-19,0.19958290182881885,0.013699368344516388,0.9313600102016875,0.6111759162628762,0.9590651624095635,3.9917695680950117e-19,0.03455837004110921,0.0012344108176594848,0.9642804097196899,0.7032206764510944,0.9932175876743182,5.985729498508396e-20,0.4964409199191629,0.12119133425809234,0.7558796436873452,0.4988637181290577,0.7660306645979067,8.1567646965234835e-19,0.4866666666666667,0.5133333333333333,floor_0p01,0.9,1.0,p75,od_formal_floor001_p50_k50_cached_floor_0p01_a0p9_l1_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
Mean-risk-raw,150,10.02,2.7671854719627325,0.005592536453031166,0.008697807474863213,0.013722218467543523,0.07328381562335981,0.009688355819736089,0.03677527794050307,0.013699368344516388,0.07328644141850545,0.0012344108176594848,0.008682983195749637,0.12494337494819038,0.09549383685387258,0.12119133425809234,0.10577036589664643,0.05377116810727178,0.0737447317229995,0.10900324675323309,0.12785825259954564,0.5348757679211467,0.41883844430668665,0.6111759162628762,0.446693663405921,0.3461963584545689,0.05377116810727178,0.8446801452558526,0.5348757679211467,0.8219181538817595,1.3127490406040583e-20,0.23266617476940155,0.013722218467543523,0.9410218589698962,0.6157482395086822,0.9702716518915645,3.9913688149290184e-19,0.1316681649768725,0.009688355819736089,0.9264183880563364,0.6023439437603028,0.92512580406289,1.8685918171155225e-19,0.19958290182881885,0.013699368344516388,0.9313600102016875,0.6111759162628762,0.9590651624095635,3.9917695680950117e-19,0.03455837004110921,0.0012344108176594848,0.9642804097196899,0.7032206764510944,0.9932175876743182,5.985729498508396e-20,0.4964409199191629,0.12119133425809234,0.7558796436873452,0.4988637181290577,0.7660306645979067,8.1567646965234835e-19,0.4866666666666667,0.5133333333333333,floor_0p01,0.9,1.0,p75,od_formal_floor001_p50_k50_cached_floor_0p01_a0p9_l1_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
CVaR+Concentration,150,10.666666666666666,2.5767850180181457,0.006501134286494001,0.008686083809535044,0.023658450084427993,0.08618312588197966,0.013490525802183484,0.040449730527476885,0.021161491939177116,0.08301324129377079,0.00204383062774078,0.008677364789012166,0.14111850470085235,0.14761109705330208,0.14090432446286005,0.16557920011717198,0.0684100246260914,0.08707204235960406,0.1940385382591007,0.17497290739127586,0.45261181858715305,0.4991940838354633,0.5833095151564348,0.44899510644413865,0.3461963584545689,0.0684100246260914,0.8023953084536237,0.45261181858715305,0.7472866730556813,5.053126727503471e-16,0.23266617476940155,0.023658450084427993,0.8983159021341435,0.581550394374956,0.9536273599118428,1.2780868925787426e-19,0.1316681649768725,0.013490525802183484,0.8975414762904105,0.5868187264685787,0.8848113493792751,8.697486375602169e-22,0.19958290182881885,0.021161491939177116,0.893971418662801,0.5833095151564348,0.9236956385082176,5.984907575314583e-20,0.03455837004110921,0.00204383062774078,0.9408585929761624,0.7379565816741382,0.9827967605053829,1.476787524376575e-24,0.4964409199191629,0.14090432446286005,0.7161710108696919,0.44584976754056377,0.7695729657316026,5.904166492977259e-18,0.5066666666666667,0.4933333333333333,floor_0p01,0.9,5.0,p75,od_formal_floor001_p50_k50_cached_floor_0p01_a0p9_l5_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
CVaR-risk,150,9.92,2.6023221431853423,0.007186482897428867,0.011319378988197215,0.02426201192041238,0.08695897904686362,0.014544080188394422,0.04431245084674026,0.020990146017736862,0.08290311405650183,0.0026894852623290497,0.011313698756025838,0.14875836540927853,0.1460539409961082,0.14053673383156698,0.16413759191946153,0.06814140886660122,0.09416024127725989,0.10191245791244447,0.12712421018706285,0.490575834414647,0.4438785364226169,0.5837900680302882,0.4492250056716644,0.3461963584545689,0.06814140886660122,0.8031712142450323,0.490575834414647,0.7371755756619209,1.4374026867834228e-18,0.23266617476940155,0.02426201192041238,0.8957217913375053,0.5798860625765212,0.9536273599118428,1.2781475674167548e-19,0.1316681649768725,0.014544080188394422,0.8895398884624948,0.5740875466817652,0.8825619995190804,1.2784509827477593e-19,0.19958290182881885,0.020990146017736862,0.8948299387056973,0.5837900680302882,0.9236956385082176,5.984907575314583e-20,0.03455837004110921,0.0026894852623290497,0.9221755754090275,0.682038669483712,0.9822462470836175,8.747663427812937e-20,0.4964409199191629,0.14053673383156698,0.7169114627876204,0.4560980713610195,0.7695729657316026,4.8791663933267706e-18,1.0,0.0,floor_0p01,0.9,5.0,p75,od_formal_floor001_p50_k50_cached_floor_0p01_a0p9_l5_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.03918003839104632,0.04136372577663619,0.23266617476940155,0.2397586458718502,0.1316681649768725,0.15487450261694494,0.19958290182881885,0.2148843272460866,0.03455837004110921,0.04132265784816461,0.44267717622329883,0.2942293714576114,0.4964409199191629,0.31931166412654644,0.3461963584545689,0.34782958314917284,0.0,0.0,0.0,0.0,0.0,0.0,0.3461963584545689,0.3461963584545689,0.0,0.0,0.0,1.0,0.23266617476940155,0.23266617476940155,0.0,0.0,0.0,1.0,0.1316681649768725,0.1316681649768725,0.0,0.0,0.0,1.0,0.19958290182881885,0.19958290182881885,0.0,0.0,0.0,1.0,0.03455837004110921,0.03455837004110921,0.0,0.0,0.0,1.0,0.4964409199191629,0.4964409199191629,0.0,0.0,0.0,1.0,0.26,0.74,floor_0p01,0.9,5.0,p75,od_formal_floor001_p50_k50_cached_floor_0p01_a0p9_l5_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
Mean-risk-floor,150,10.02,2.7671854719627325,0.005592536453031166,0.008697807474863213,0.013722218467543523,0.07328381562335981,0.009688355819736089,0.03677527794050307,0.013699368344516388,0.07328644141850545,0.0012344108176594848,0.008682983195749637,0.12494337494819038,0.09549383685387258,0.12119133425809234,0.10577036589664643,0.05377116810727178,0.0737447317229995,0.10900324675323309,0.12785825259954564,0.5348757679211467,0.41883844430668665,0.6111759162628762,0.446693663405921,0.3461963584545689,0.05377116810727178,0.8446801452558526,0.5348757679211467,0.8219181538817595,1.3127490406040583e-20,0.23266617476940155,0.013722218467543523,0.9410218589698962,0.6157482395086822,0.9702716518915645,3.9913688149290184e-19,0.1316681649768725,0.009688355819736089,0.9264183880563364,0.6023439437603028,0.92512580406289,1.8685918171155225e-19,0.19958290182881885,0.013699368344516388,0.9313600102016875,0.6111759162628762,0.9590651624095635,3.9917695680950117e-19,0.03455837004110921,0.0012344108176594848,0.9642804097196899,0.7032206764510944,0.9932175876743182,5.985729498508396e-20,0.4964409199191629,0.12119133425809234,0.7558796436873452,0.4988637181290577,0.7660306645979067,8.1567646965234835e-19,0.4866666666666667,0.5133333333333333,floor_0p01,0.9,5.0,p75,od_formal_floor001_p50_k50_cached_floor_0p01_a0p9_l5_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
Mean-risk-raw,150,10.02,2.7671854719627325,0.005592536453031166,0.008697807474863213,0.013722218467543523,0.07328381562335981,0.009688355819736089,0.03677527794050307,0.013699368344516388,0.07328644141850545,0.0012344108176594848,0.008682983195749637,0.12494337494819038,0.09549383685387258,0.12119133425809234,0.10577036589664643,0.05377116810727178,0.0737447317229995,0.10900324675323309,0.12785825259954564,0.5348757679211467,0.41883844430668665,0.6111759162628762,0.446693663405921,0.3461963584545689,0.05377116810727178,0.8446801452558526,0.5348757679211467,0.8219181538817595,1.3127490406040583e-20,0.23266617476940155,0.013722218467543523,0.9410218589698962,0.6157482395086822,0.9702716518915645,3.9913688149290184e-19,0.1316681649768725,0.009688355819736089,0.9264183880563364,0.6023439437603028,0.92512580406289,1.8685918171155225e-19,0.19958290182881885,0.013699368344516388,0.9313600102016875,0.6111759162628762,0.9590651624095635,3.9917695680950117e-19,0.03455837004110921,0.0012344108176594848,0.9642804097196899,0.7032206764510944,0.9932175876743182,5.985729498508396e-20,0.4964409199191629,0.12119133425809234,0.7558796436873452,0.4988637181290577,0.7660306645979067,8.1567646965234835e-19,0.4866666666666667,0.5133333333333333,floor_0p01,0.9,5.0,p75,od_formal_floor001_p50_k50_cached_floor_0p01_a0p9_l5_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p01
