P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,546,401,213,48,35,65,13
2,0,654,268,135,81,44,130,9
3,0,553,305,187,100,97,70,8
4,0,553,352,183,48,47,110,28
5,0,495,402,146,100,58,95,24
