split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate,brier,ece
data_2020_train,0.49283549394974047,0.7414750011132666,0.7065371188341968,0.7326286339841706,0.8,0.7111111111111111,0.8553966101946181,0.2,0.30840060114860535,0.07784007952008441
data_2021_train,0.6327359919232711,0.7837219802299826,0.46525545863240636,0.8027930699876633,0.92,0.7666666666666667,0.9461459161170243,0.08,0.23773856461048126,0.08390722514817078
data_2021_test,0.2509444684996752,0.5969607516154387,1.3149206916297402,0.24462354561706878,0.2692307692307692,0.4117647058823529,0.3305525591651029,0.7307692307692307,0.5335694551467896,0.1336287171454043
