split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate,brier,ece
data_2020_train,0.4674441475815821,0.7260090439812791,0.7481843094588698,0.6720957374693441,0.675,0.8709677419354839,0.8959050778578953,0.325,0.32124656438827515,0.048941537702282725
data_2021_train,0.5862731011945008,0.8162074217527028,0.5778494361297052,0.8246798452247964,0.88,0.9565217391304348,0.9499485825072478,0.12,0.2327282875776291,0.09196503777309781
data_2021_test,0.23249364047484453,0.5933615214988872,1.1965388151971297,0.19286128127176738,0.15384615384615385,0.4,0.40351682282928675,0.8461538461538461,0.49774324893951416,0.08913502338770274
