P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,329,458,297,120,41,59,17
2,0,429,386,206,119,41,59,81
3,0,371,385,252,156,80,38,38
4,0,327,460,215,131,70,92,26
5,0,303,394,311,148,58,65,41
