P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,382,558,373,143,32,7,35
2,1,443,443,296,177,70,29,70
3,0,383,491,331,189,57,29,50
4,0,348,530,321,191,70,50,19
5,0,269,560,378,165,64,43,50
