rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,6058,3777,4260,0.9999998807907104,0.9999998807907104,6.874670505523682,5,7,35
2,372,3477,3862,0.9999998807907104,0.9999998807907104,6.9031758308410645,5,7,35
3,451,3477,3873,0.9999998807907104,0.9999998807907104,6.9031758308410645,5,7,35
4,3077,3794,4699,0.9999998807907104,0.9999998807907104,6.698089122772217,5,7,35
5,1115,4074,4075,0.9999998807907104,0.9999998807907104,5.002249240875244,5,6,30
6,1155,3545,4075,0.9999998807907104,0.9999998807907104,5.002249240875244,5,6,30
7,6056,3777,4238,0.9999998807907104,0.9999998807907104,6.874670505523682,5,7,35
8,4165,4485,5102,0.9999998807907104,0.9999998807907104,6.791750907897949,5,7,35
9,1168,4075,4523,0.9999998807907104,0.9999998807907104,5.002249240875244,5,6,30
10,2373,3477,4202,0.9999998807907104,0.9999998807907104,6.9031758308410645,5,7,35
11,4170,4485,4620,0.9999998807907104,0.9999998807907104,6.791750907897949,5,7,35
12,1040,3777,4886,0.9999998807907104,0.9999998807907104,6.874670505523682,5,7,35
13,3080,3794,4369,0.9999998807907104,0.9999998807907104,6.698089122772217,5,7,35
14,837,3739,3777,0.9999998807907104,0.9999998807907104,6.874670505523682,5,7,35
15,3079,3794,4113,0.9999998807907104,0.9999998807907104,6.698089122772217,5,7,35
16,5487,3584,4470,0.9228267073631287,0.9999998807907104,5.843665599822998,5,6,30
17,6602,3584,5220,0.9228267073631287,0.9999998807907104,5.843665599822998,5,6,30
18,4384,3584,4426,0.9228267073631287,0.9999998807907104,5.843665599822998,5,6,30
19,4246,3584,5118,0.9228267073631287,0.9999998807907104,5.843665599822998,5,6,30
20,2904,3584,4613,0.9228267073631287,0.9999998807907104,5.843665599822998,5,6,30
