rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,3637,8,8,7.876406192779541,0.9823437333106995,0.9781101942062378
2,2794,0,7,7.4051008224487305,0.915014386177063,0.9932335615158081
3,3593,0,7,6.9982991218566895,0.8568998575210571,0.9992943406105042
4,3477,0,7,6.9031758308410645,0.8433108329772949,0.9752282500267029
5,3777,7,7,6.874670505523682,0.8392386436462402,0.9528569579124451
6,3901,0,7,6.823224067687988,0.8318891525268555,0.9500039219856262
7,4485,7,7,6.791750907897949,0.8273929953575134,0.931704580783844
8,5157,7,7,6.724810600280762,0.8178300857543945,0.9062080979347229
9,4315,8,8,6.70877742767334,0.8155396580696106,0.8097707033157349
10,3794,7,7,6.698089122772217,0.8140127062797546,0.910926342010498
11,4198,8,8,6.420110702514648,0.7743015289306641,0.747231125831604
12,3756,6,7,6.409000873565674,0.7727144360542297,0.8227840065956116
13,4627,8,8,6.365927696228027,0.7665610909461975,0.7660388946533203
14,998,0,7,6.082663536071777,0.7260947823524475,0.7271738648414612
15,5022,0,8,5.911181449890137,0.7015973329544067,0.6774616241455078
16,3493,7,7,5.895030975341797,0.6992901563644409,0.6810240745544434
17,3584,3,7,5.843665599822998,0.6919522285461426,0.6853967308998108
18,3824,0,7,5.838703632354736,0.6912433505058289,0.6999365091323853
19,4370,6,7,5.809929370880127,0.6871327757835388,0.6800174117088318
20,5150,7,7,5.772706031799316,0.6818151473999023,0.6767385005950928
