P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,165,586,401,71,35,46,17
2,0,313,504,249,63,67,116,9
3,0,216,510,326,144,48,74,2
4,0,224,554,298,92,55,70,28
5,0,145,473,472,70,50,98,12
