rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,4165,4485,5102,0.852575957775116,0.9999998807907104,6.968032360076904,5,7,35
2,4170,4485,4620,0.852575957775116,0.9999998807907104,6.968032360076904,5,7,35
3,2373,3477,4202,0.8471075892448425,0.9999998807907104,6.92975378036499,5,7,35
4,451,3477,3873,0.8471075892448425,0.9999998807907104,6.92975378036499,5,7,35
5,372,3477,3862,0.8471075892448425,0.9999998807907104,6.92975378036499,5,7,35
6,3079,3794,4113,0.8367480635643005,0.9999998807907104,6.857237339019775,5,7,35
7,3077,3794,4699,0.8367480635643005,0.9999998807907104,6.857237339019775,5,7,35
8,3080,3794,4369,0.8367480635643005,0.9999998807907104,6.857237339019775,5,7,35
9,6058,3777,4260,0.8052303791046143,0.9999998807907104,6.636613368988037,5,7,35
10,1040,3777,4886,0.8052303791046143,0.9999998807907104,6.636613368988037,5,7,35
11,837,3739,3777,0.8052303791046143,0.9999998807907104,6.636613368988037,5,7,35
12,6056,3777,4238,0.8052303791046143,0.9999998807907104,6.636613368988037,5,7,35
13,2286,3701,4109,0.762740433216095,0.9999998807907104,6.339183807373047,5,7,35
14,2288,3701,4144,0.762740433216095,0.9999998807907104,6.339183807373047,5,7,35
15,2214,4135,4955,0.7180489897727966,0.9999998807907104,6.02634334564209,5,7,35
16,4601,4135,4144,0.7180489897727966,0.9999998807907104,6.02634334564209,5,7,35
17,3064,4114,5028,0.633182942867279,0.9999998807907104,5.432281017303467,5,6,30
18,3060,5028,5029,0.633182942867279,0.9999998807907104,5.432281017303467,5,6,30
19,2894,4437,4521,0.6238704323768616,0.9999998807907104,5.367093563079834,5,6,30
20,5219,4437,5171,0.6238704323768616,0.9999998807907104,5.367093563079834,5,6,30
