P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,217,690,502,49,27,43,2
2,0,369,575,384,43,45,112,1
3,0,216,666,438,83,46,79,2
4,0,240,640,414,123,46,55,11
5,1,203,562,546,72,65,76,4
