beta,lambda_concentration,runs,pyvrp_cost_mean,pyvrp_cost_std,global_risk_mean,global_risk_std,global_cvar90_mean,global_cvar90_std,max_vehicle_risk_mean,max_vehicle_risk_std,max_vehicle_cvar90_mean,max_vehicle_cvar90_std,vehicle_risk_gini_mean,vehicle_risk_gini_std,risk_variance_mean,risk_variance_std,edge_burden_gini_used_mean,edge_burden_gini_used_std,top10_burden_share_mean,top10_burden_share_std,max_edge_burden_mean,max_edge_burden_std,cost_increase_pct,risk_reduction_pct
0.0,0.0,10,134531.1,280.7052427963064,8.733669009245933,0.6419528554749698,0.27986690694398825,0.04302892078407196,2.542353262018878,0.35090118459993697,0.43044465582285607,0.09200434507450876,0.16390086204969903,0.049570171887246384,0.3006865749568619,0.1438699908863157,0.8680428195562273,0.005810662094058853,0.8867555043358127,0.01066102297917245,1.134666919708252,0.2511082303870773,0.0,0.0
0.25,0.0,10,143422.2,217.93719788558863,4.978374013234133,0.6107062142619566,0.1413107901628954,0.01607901895065769,1.6555477713118307,0.25596478780589005,0.2995593610595513,0.07653638613355582,0.26293028724131656,0.04239430205799562,0.23118418563703425,0.08914553043252252,0.8451167788872158,0.012176395100123073,0.8507108009393918,0.016114559318363447,0.8947702884674072,0.09568848204066265,0.06608955104061444,0.42997908347978514
0.5,0.0,10,149803.3,582.4166225497192,4.1539868584070065,0.3619249431329528,0.12210055625010852,0.013003702546419284,1.5309395227232017,0.34927304077003735,0.1885159168858081,0.03921039493808292,0.2860073934533238,0.06898482341371216,0.2123835151536916,0.09831829935407929,0.8222974215316944,0.0158869156775439,0.8223546408310878,0.02072688299141708,0.7158981442451477,0.08910239811478807,0.1135217061333772,0.5243709311619325
1.0,0.0,10,159052.2,367.64620674411066,2.935585018688289,0.1212195065302154,0.07874385726492773,0.004749793917242035,1.0882886997649621,0.1782034766502715,0.13892057990389212,0.02322798855347568,0.3176251586918557,0.06494609687845695,0.1210534887084419,0.0409104561244564,0.7782881365853743,0.003925590778622316,0.7577414125638156,0.006380705414888205,0.6131615042686462,0.0,0.18227086524974526,0.6638772301101422
2.0,0.0,10,173280.6,527.8967070680904,2.2866892170975914,0.142324236224211,0.05234907212084518,0.005256141988729423,0.8674701920128427,0.04580267251196202,0.11609999955631792,0.020007964450232667,0.3040515132822835,0.061198055004280744,0.06715864753644582,0.02038539030874741,0.7296757988704959,0.015218860789703689,0.6911672666827581,0.019410444789168743,0.6131615042686462,0.0,0.28803377062998814,0.7381754203556927
