P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,992,180,114,56,47,85,56
2,1,792,206,66,71,73,224,96
3,0,748,194,123,76,94,224,71
4,0,716,216,105,70,121,209,92
5,0,853,249,85,68,60,125,89
