model,split,seed,epochs,experiment_tag,alpha_ord,alpha_hr,alpha_topk,lambda_nll,lambda_var,gamma_unc,topk_frac,stage1_epochs,eval_split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate,brier,ece,ordinal_nll,uncertainty_mean,correct_uncertainty,error_uncertainty,error_uncertainty_corr,high_fn_uncertainty
stable_tail_ua_gnn,A,3,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2020_val,0.20362158167036218,0.5799282018794214,1.4307212122640283,0.17518248175182483,0.2222222222222222,0.3333333333333333,0.3088548876588352,0.7777777777777778,0.5532695651054382,0.128698108451707,1.0868950053801745,1.7812268733978271,1.6638267040252686,2.003882884979248,0.3203565356355685,2.154829263687134
stable_tail_ua_gnn,A,3,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_test,0.24192652532085657,0.5815882093356425,1.2297826905317828,0.26876177302284165,0.27450980392156865,0.4375,0.34964674979470667,0.7254901960784313,0.501093864440918,0.061903700434327386,1.083470815443792,1.7340821027755737,1.696824550628662,1.8054107427597046,0.10785624377134057,1.7244517803192139
stable_tail_ua_gnn,A,4,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2020_train,0.35328603407032133,0.6883269578492169,0.64386591751208,0.7050261300326044,0.8064516129032258,0.78125,0.8877774625267892,0.1935483870967742,0.3243020474910736,0.10385148231662919,0.754818452832982,1.938914179801941,1.9371099472045898,1.9445717334747314,0.005145772872951498,1.597054362297058
stable_tail_ua_gnn,A,4,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2020_val,0.21341673856773077,0.584966514647274,1.4497754939674476,0.03981456231251712,0.1111111111111111,0.2,0.1702131033972204,0.8888888888888888,0.5490590333938599,0.18534463714985622,1.2327790867841486,1.885653018951416,1.7960127592086792,2.0556600093841553,0.20465214385079875,1.9441885948181152
stable_tail_ua_gnn,A,4,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_test,0.2559809652178033,0.6081862513599912,1.1979227309575902,0.32949016181953006,0.3137254901960784,0.6153846153846154,0.4248177107739852,0.6862745098039216,0.5035680532455444,0.09142140509312631,1.0824816298737363,1.8252208232879639,1.7788256406784058,1.9235657453536987,0.11994991080161019,1.8758296966552734
stable_tail_ua_gnn,A,5,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2020_train,0.2942956713132795,0.6663556757664355,0.7680700251073683,0.632707514675205,0.6774193548387096,0.7241379310344828,0.8072347081695499,0.3225806451612903,0.3552495837211609,0.06856915274662759,0.723577529230247,1.7037984132766724,1.7374135255813599,1.6122899055480957,-0.09949998854916703,1.4699623584747314
stable_tail_ua_gnn,A,5,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2020_val,0.2425438596491228,0.6241019214703425,1.315897040971681,0.2670063694267517,0.2222222222222222,0.2857142857142857,0.3311761788503257,0.7777777777777778,0.49261775612831116,0.1301912289290201,1.069977641550272,1.6160153150558472,1.5367400646209717,1.7928602695465088,0.21361449608961966,2.0098488330841064
stable_tail_ua_gnn,A,5,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_test,0.2302856930763149,0.580310592876711,1.2152330430737763,0.2886775963699041,0.2549019607843137,0.5909090909090909,0.39106793558327446,0.7450980392156863,0.511509895324707,0.07185389532058019,1.0572611279767492,1.5895767211914062,1.5394872426986694,1.685471773147583,0.14270048602551413,1.7669214010238647
stable_tail_ua_gnn,A,6,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2020_train,0.3910469572889955,0.6712201915396134,0.8534056754295177,0.5990651973661765,0.6129032258064516,0.7307692307692307,0.6889683856342811,0.3870967741935484,0.36954107880592346,0.10215771865488876,1.0809115484019325,2.6290102005004883,2.6574392318725586,2.5479700565338135,-0.2257801679003946,2.317891836166382
stable_tail_ua_gnn,A,6,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2020_val,0.21732859531772575,0.6231326644370122,1.468741659369265,0.3707865168539325,0.3333333333333333,0.375,0.3313352831807054,0.6666666666666666,0.5059009790420532,0.16907772634710583,1.2227764434343174,2.5305545330047607,2.520214319229126,2.553622245788574,0.04757008796120642,2.5638973712921143
stable_tail_ua_gnn,A,6,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_test,0.2506598793363499,0.5747491564780105,1.2964330036697138,0.2808956104890351,0.23529411764705882,0.4,0.32871956478193204,0.7647058823529411,0.5204648375511169,0.07547960421974448,1.2004405654907102,2.6137139797210693,2.6035449504852295,2.632422924041748,0.055704285843916436,2.6454200744628906
stable_tail_ua_gnn,A,7,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2020_train,0.3684230014171874,0.6770051480395112,0.8978470154364574,0.4289352431143365,0.41935483870967744,0.5652173913043478,0.6532677074806921,0.5806451612903226,0.37159478664398193,0.08395909751529124,0.8951610224270794,2.0996599197387695,2.0988943576812744,2.101712703704834,0.0022788832281442433,2.169715166091919
stable_tail_ua_gnn,A,7,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2020_val,0.2458447349751698,0.6316147620495447,1.4091067142123386,0.4695009242144177,0.4444444444444444,0.6666666666666666,0.5051672612260127,0.5555555555555556,0.5348607301712036,0.2005184493249371,1.1181745450245768,1.9512288570404053,1.864917516708374,2.154923915863037,0.23074500573962525,2.3121109008789062
stable_tail_ua_gnn,A,7,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_test,0.2122800262776491,0.5630069920341194,1.2569383818759685,0.22068176470110923,0.17647058823529413,0.42857142857142855,0.37484698258597254,0.8235294117647058,0.528361976146698,0.089375783640967,1.1215627697760713,2.023766279220581,1.965995192527771,2.124955177307129,0.135760902534637,2.0916378498077393
stable_tail_ua_gnn,A,8,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2020_train,0.28154171876104106,0.6740216630464352,0.803585058280832,0.6171110326053075,0.6451612903225806,0.6896551724137931,0.7447041088976875,0.3548387096774194,0.3516560196876526,0.10018916072240515,1.022344288650997,2.47481369972229,2.4952917098999023,2.414583921432495,-0.09582766480495812,2.0182313919067383
stable_tail_ua_gnn,A,8,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2020_val,0.21104362591431558,0.5551015076877146,1.4173646782605815,0.28110111169931185,0.3333333333333333,0.5,0.41954151527859734,0.6666666666666666,0.5490978956222534,0.10835638323000499,1.1749319060292942,2.317582368850708,2.2899529933929443,2.3624801635742188,0.07804123527541582,2.7023706436157227
stable_tail_ua_gnn,A,8,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_test,0.241175828606114,0.5832873226144849,1.271588168425659,0.3003226819508237,0.29411764705882354,0.5172413793103449,0.3783701533197408,0.7058823529411765,0.5146549344062805,0.0905795106433046,1.1637310522822457,2.3951640129089355,2.3644657135009766,2.455735921859741,0.0989844771857468,2.396911859512329
stable_tail_ua_gnn,A,9,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2020_train,0.31621149445445945,0.6787115278667128,0.8376424127000838,0.5428221096894419,0.5806451612903226,0.6206896551724138,0.6898738550560904,0.41935483870967744,0.34597811102867126,0.06946567670622869,1.057135192629988,2.5539159774780273,2.5552947521209717,2.5500478744506836,-0.0071759529298408425,2.337061882019043
stable_tail_ua_gnn,A,9,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2020_val,0.22671116364894475,0.6096889741942215,1.0816537578348668,0.4728247623689983,0.4444444444444444,0.5,0.43436708774040106,0.5555555555555556,0.46469974517822266,0.09499967701378323,1.133293647972117,2.465153455734253,2.4746551513671875,2.4450955390930176,-0.03823958782387088,2.2795417308807373
stable_tail_ua_gnn,A,9,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_test,0.24121308484059273,0.5787780747559723,1.2172333353577627,0.27416494667720515,0.27450980392156865,0.4375,0.35762043799098026,0.7254901960784313,0.5021141767501831,0.07017990872768462,1.1718379978285431,2.496288299560547,2.45957088470459,2.563838481903076,0.13284495118985318,2.5223729610443115
stable_tail_ua_gnn,B,0,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2020_train,0.3794893447011323,0.7051509553862293,0.795427149426641,0.6626194562752951,0.675,0.627906976744186,0.7598397685727558,0.325,0.32959428429603577,0.08839437408208281,0.9384493095814761,2.161733627319336,2.21018385887146,2.0071771144866943,-0.18090186493462318,1.7160688638687134
stable_tail_ua_gnn,B,0,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_train,0.5073759872146969,0.7413533827196066,0.6591785524044331,0.7143266180930645,0.72,0.8571428571428571,0.9081536618610594,0.28,0.29628825187683105,0.09299066858323991,0.922168528970977,2.1628363132476807,2.2458269596099854,1.8555938005447388,-0.31984587867355946,1.4609899520874023
stable_tail_ua_gnn,B,0,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_test,0.2644267901950857,0.6227651807107016,1.129824030555831,0.34099037383676445,0.3076923076923077,0.5,0.4292381822550905,0.6923076923076923,0.44405439496040344,0.08368120684817032,1.087801486678262,2.10377836227417,2.0953023433685303,2.1221835613250732,0.025398994986195234,2.204735040664673
stable_tail_ua_gnn,B,1,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2020_train,0.37509302838025094,0.6915366800499647,0.8737837336955365,0.6287688091521895,0.675,0.6136363636363636,0.720301493287359,0.325,0.37204113602638245,0.08064206029890829,1.087051373025697,2.607692241668701,2.619476318359375,2.5728957653045654,-0.07944212668569857,2.302485942840576
stable_tail_ua_gnn,B,1,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_train,0.41201216649614614,0.6966031755703835,0.7660870053788863,0.6399531384429515,0.68,0.6296296296296297,0.8178004475465026,0.32,0.33571916818618774,0.07593059613963596,1.0627089865038284,2.610793352127075,2.632689952850342,2.5447046756744385,-0.14804889921000622,2.1350696086883545
stable_tail_ua_gnn,B,1,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_test,0.2300147940618238,0.5885196070839636,1.2964768791953671,0.2606493054980712,0.2692307692307692,0.3333333333333333,0.3649572373230934,0.7307692307692307,0.516666829586029,0.06937473018964131,1.2381185764840061,2.5995919704437256,2.6002917289733887,2.598299741744995,-0.003461447511405911,2.5915262699127197
stable_tail_ua_gnn,B,2,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2020_train,0.31426799533206856,0.6736907393193746,1.0010869102180286,0.49497672992782094,0.5,0.5555555555555556,0.5737155636508184,0.5,0.4056287705898285,0.11872373724040665,0.9062247089001669,1.957019567489624,1.9286984205245972,2.0346505641937256,0.08194655271400941,1.9738028049468994
stable_tail_ua_gnn,B,2,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_train,0.3624210756563698,0.6537756568099927,0.8809850932374337,0.5506995164199802,0.56,0.7777777777777778,0.7490657834427744,0.44,0.38722386956214905,0.12219987101684328,0.8422070746743727,1.9168784618377686,1.9062786102294922,1.9434618949890137,0.03029918611766351,1.7933846712112427
stable_tail_ua_gnn,B,2,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_test,0.2551339285714286,0.6141650579150579,1.2280022024635067,0.289079391350463,0.2692307692307692,0.4117647058823529,0.38277804980345115,0.7307692307692307,0.48831379413604736,0.09134922136326096,1.0602177770782935,1.8670284748077393,1.8256272077560425,1.9532809257507324,0.10471994263619303,1.9917612075805664
stable_tail_ua_gnn,B,3,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2020_train,0.4631090853341493,0.7200434550268828,0.8264101505189669,0.6201968595052914,0.6,0.75,0.8072448058921469,0.4,0.34553858637809753,0.08969786645831244,0.8464401980296787,1.9465110301971436,1.9650768041610718,1.8865000009536743,-0.06328613266447332,1.8163936138153076
stable_tail_ua_gnn,B,3,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_train,0.541405170094533,0.7449905850634698,0.6905337631729855,0.7399561051226038,0.8,0.8,0.9011892153404503,0.2,0.30741918087005615,0.0792044464549328,0.833928020868109,2.0029423236846924,2.0506649017333984,1.830942153930664,-0.17389009258726434,1.391925573348999
stable_tail_ua_gnn,B,3,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_test,0.31680469517262216,0.6329556722999345,1.2544249357770156,0.20542775840538285,0.11538461538461539,0.42857142857142855,0.32928064173089017,0.8846153846153846,0.48504185676574707,0.1260559647469907,1.086487030001602,1.834541916847229,1.7983942031860352,1.9181671142578125,0.11027506383248059,2.028099298477173
stable_tail_ua_gnn,B,4,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2020_train,0.3424618461752143,0.6864526375031497,0.8770490035866966,0.5528692579505301,0.55,0.6470588235294118,0.72427771637551,0.45,0.3675663471221924,0.08372930215053741,0.8825298964612275,2.022033929824829,2.0055787563323975,2.0700154304504395,0.047001010792605685,1.8986549377441406
stable_tail_ua_gnn,B,4,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_train,0.5214058975273177,0.7533851897192908,0.7700641216629325,0.6613826711058374,0.64,0.8888888888888888,0.8689731679740968,0.36,0.3242166042327881,0.10854651977843288,0.8744524941358756,2.0297610759735107,2.0787928104400635,1.843226671218872,-0.15927843266057065,1.5544297695159912
stable_tail_ua_gnn,B,4,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_test,0.22211844683978443,0.5901391960309158,1.239517173928548,0.2603477913766796,0.23076923076923078,0.5454545454545454,0.38752458943750895,0.7692307692307693,0.49172326922416687,0.07551925824032174,1.0652664405708734,1.932100534439087,1.835070252418518,2.130148410797119,0.23574506764204498,2.096280097961426
stable_tail_ua_gnn,B,5,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2020_train,0.299866308080127,0.6796410955625375,0.9700381635360844,0.5646418264862416,0.575,0.6216216216216216,0.6859014637971428,0.425,0.3878617286682129,0.10696635389953923,0.9095195160677559,1.8791931867599487,1.9095568656921387,1.7917569875717163,-0.11300247645871346,1.741693139076233
stable_tail_ua_gnn,B,5,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_train,0.3589164939812153,0.6739287448358466,0.8680535005956401,0.6239399012945515,0.6,0.6521739130434783,0.747929725581637,0.4,0.3673788011074066,0.10139220035993135,0.8808232305546313,1.8749964237213135,1.9368611574172974,1.708992838859558,-0.2133683889174553,1.5198177099227905
stable_tail_ua_gnn,B,5,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_test,0.23664529914529914,0.5846038346038346,1.2339256838220904,0.2912452681838068,0.2692307692307692,0.5833333333333334,0.4855765734451706,0.7307692307692307,0.495450496673584,0.11040351452591182,1.0671240125770174,1.8355467319488525,1.8219232559204102,1.8617178201675415,0.043337512481097795,1.8773205280303955
stable_tail_ua_gnn,B,6,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2020_train,0.29592621337472597,0.6413513878536298,1.028772255972907,0.4640512293257125,0.525,0.4666666666666667,0.5600709898295135,0.475,0.4032088816165924,0.07303869041451977,1.1091248010052865,2.5743331909179688,2.574643611907959,2.5735955238342285,-0.0017278095659376935,2.4245147705078125
stable_tail_ua_gnn,B,6,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_train,0.37575051759834366,0.6678461351095623,0.9216509937246179,0.5833658300319171,0.72,0.5625,0.6734103264659893,0.28,0.37620028853416443,0.07178748840659993,1.0922012964002143,2.594939708709717,2.6096580028533936,2.557194232940674,-0.08342227428708679,2.3260700702667236
stable_tail_ua_gnn,B,6,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_test,0.21739672600088944,0.566139407757898,1.286789249891986,0.3322744974100481,0.34615384615384615,0.391304347826087,0.33484717023465427,0.6538461538461539,0.5267388224601746,0.11243407643056129,1.2031471620370882,2.564133644104004,2.5328476428985596,2.618593454360962,0.14112039415160627,2.553840160369873
stable_tail_ua_gnn,B,7,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2020_train,0.3385029682023194,0.6713372724582638,0.9375443605447686,0.5088889482164833,0.525,0.5675675675675675,0.6256217603271531,0.475,0.38304680585861206,0.07916659995166668,0.895181411159987,2.0035736560821533,1.9760360717773438,2.0790562629699707,0.0834165775223358,1.9995641708374023
stable_tail_ua_gnn,B,7,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_train,0.4137279495634039,0.6989857015685542,0.7387766558066601,0.612411319408664,0.68,0.6071428571428571,0.8097503116334346,0.32,0.3312073051929474,0.08411206109491408,0.816744570580286,1.9987175464630127,1.9828985929489136,2.0464625358581543,0.050253039324850056,1.7264344692230225
stable_tail_ua_gnn,B,7,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_test,0.2283470561696368,0.5767981945401299,1.3570977551462071,0.2556182243072759,0.2692307692307692,0.4117647058823529,0.33971687233466036,0.7307692307692307,0.5398947596549988,0.09933611602933558,1.1959253825672804,1.9398595094680786,1.9059832096099854,2.0011796951293945,0.0829635009970817,1.8077090978622437
stable_tail_ua_gnn,B,8,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2020_train,0.28065923692324407,0.650650542204679,1.041114325192905,0.5173887738814658,0.575,0.6216216216216216,0.6046802222549018,0.425,0.41827505826950073,0.09045316154461772,1.1082068457987497,2.564750909805298,2.5604028701782227,2.5755839347839355,0.023851829140471438,2.3747551441192627
stable_tail_ua_gnn,B,8,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_train,0.36323061076350555,0.6792858282200982,0.9697020923231564,0.5487542490115723,0.56,0.7368421052631579,0.7289972870062809,0.44,0.3848555088043213,0.11611365260581624,1.0867285206287596,2.544435739517212,2.5591845512390137,2.503939628601074,-0.08026685871935926,2.1689398288726807
stable_tail_ua_gnn,B,8,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_test,0.22743384489074142,0.5678601583773998,1.2992524662001592,0.2657600836845829,0.3076923076923077,0.5714285714285714,0.3844117869566406,0.6923076923076923,0.5317327976226807,0.11329962232628384,1.1667461230025604,2.493438959121704,2.4596848487854004,2.554537773132324,0.12725377938764326,2.504199266433716
stable_tail_ua_gnn,B,9,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2020_train,0.2962895200275066,0.6648105168549673,0.9770998895350634,0.49222269037142574,0.5,0.5405405405405406,0.5970833396646017,0.5,0.38325992226600647,0.07078869292303601,1.1055472720220312,2.5762994289398193,2.584477424621582,2.5544190406799316,-0.04750740382992247,2.4532840251922607
stable_tail_ua_gnn,B,9,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_train,0.36558005752636624,0.6625050433183083,0.8326271834361343,0.6028704917481765,0.68,0.6296296296296297,0.7283667438916083,0.32,0.3402210772037506,0.10451388797339273,1.081273806882264,2.6075589656829834,2.619659185409546,2.575819969177246,-0.07099330366407691,2.2911720275878906
stable_tail_ua_gnn,B,9,50,,0.3,0.5,0.1,0.2,0.01,0.5,0.2,0,data_2021_test,0.22407714921341174,0.5803689928606502,1.2996071752375506,0.17373175816539266,0.15384615384615385,0.3076923076923077,0.31134030719950845,0.8461538461538461,0.5039106607437134,0.08377708883972855,1.2093172041285984,2.5121829509735107,2.4832379817962646,2.5666894912719727,0.12196492455758176,2.520401954650879
