split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate,brier,ece,ordinal_nll,uncertainty_mean,correct_uncertainty,error_uncertainty,error_uncertainty_corr,high_fn_uncertainty
data_2020_train,0.2942956713132795,0.6663556757664355,0.7680700251073683,0.632707514675205,0.6774193548387096,0.7241379310344828,0.8072347081695499,0.3225806451612903,0.3552495837211609,0.06856915274662759,0.723577529230247,1.7037984132766724,1.7374135255813599,1.6122899055480957,-0.09949998854916703,1.4699623584747314
data_2020_val,0.2425438596491228,0.6241019214703425,1.315897040971681,0.2670063694267517,0.2222222222222222,0.2857142857142857,0.3311761788503257,0.7777777777777778,0.49261775612831116,0.1301912289290201,1.069977641550272,1.6160153150558472,1.5367400646209717,1.7928602695465088,0.21361449608961966,2.0098488330841064
data_2021_test,0.2302856930763149,0.580310592876711,1.2152330430737763,0.2886775963699041,0.2549019607843137,0.5909090909090909,0.39106793558327446,0.7450980392156863,0.511509895324707,0.07185389532058019,1.0572611279767492,1.5895767211914062,1.5394872426986694,1.685471773147583,0.14270048602551413,1.7669214010238647
