split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate,brier,ece,ordinal_nll,uncertainty_mean,correct_uncertainty,error_uncertainty,error_uncertainty_corr,high_fn_uncertainty
data_2020_train,0.28065923692324407,0.650650542204679,1.041114325192905,0.5173887738814658,0.575,0.6216216216216216,0.6046802222549018,0.425,0.41827505826950073,0.09045316154461772,1.1082068457987497,2.564750909805298,2.5604028701782227,2.5755839347839355,0.023851829140471438,2.3747551441192627
data_2021_train,0.36323061076350555,0.6792858282200982,0.9697020923231564,0.5487542490115723,0.56,0.7368421052631579,0.7289972870062809,0.44,0.3848555088043213,0.11611365260581624,1.0867285206287596,2.544435739517212,2.5591845512390137,2.503939628601074,-0.08026685871935926,2.1689398288726807
data_2021_test,0.22743384489074142,0.5678601583773998,1.2992524662001592,0.2657600836845829,0.3076923076923077,0.5714285714285714,0.3844117869566406,0.6923076923076923,0.5317327976226807,0.11329962232628384,1.1667461230025604,2.493438959121704,2.4596848487854004,2.554537773132324,0.12725377938764326,2.504199266433716
