P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,792,272,117,29,12,82,16
2,3,716,262,107,47,20,156,10
3,10,635,311,144,68,33,110,9
4,3,666,292,124,59,34,105,38
5,10,671,311,114,31,25,141,17
