P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,661,383,157,29,14,66,11
2,0,699,311,110,50,19,67,65
3,0,669,324,133,86,46,35,27
4,0,673,324,116,75,29,85,19
5,0,599,415,118,45,40,83,20
