P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,760,506,186,24,14,39,1
2,0,808,366,144,89,41,36,45
3,0,776,409,179,53,43,49,21
4,0,689,448,193,115,27,46,11
5,0,646,529,167,45,66,59,17
