P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,8,755,235,107,76,65,75,0
2,0,694,249,111,65,72,130,0
3,0,643,235,112,150,119,61,0
4,4,652,287,107,99,71,101,0
5,2,615,310,91,105,94,103,0
