P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,2,474,765,165,39,24,59,2
2,2,550,489,228,91,56,112,1
3,2,470,567,259,92,46,93,1
4,2,488,583,233,96,38,78,11
5,3,425,651,212,54,69,111,4
