customer_set,route_source,self_global_risk,common_global_risk,self_cvar90,common_cvar90,self_max_vehicle_risk,common_max_vehicle_risk,self_edge_gini,common_edge_gini,self_top10_share,common_top10_share
A,Weighted-GCN_seed6,3.2872187905188186,3.1989479280800586,0.07761645370460662,0.07341030454841853,0.9437613724730909,0.883504884743399,0.731118821701847,0.7550501833116054,0.7204608445074409,0.7557262516356726
B,Weighted-GCN_seed6,4.550277189846383,4.605776431569605,0.10444189311726375,0.10680235088548418,1.4486702040187083,1.5281891299530577,0.7657406503608576,0.7977153262343404,0.7691428752616414,0.810214070683737
A,Weighted-GCN_seed7,3.752201106348366,3.105065725392805,0.09968633352921755,0.08219756418089155,1.4862957759061828,1.1055747343402171,0.7489590180841533,0.7452061916967194,0.7435541043494964,0.7435905049175633
B,Weighted-GCN_seed7,4.154970864369534,4.046485686476627,0.10009409213640166,0.0969084761751359,1.3106679675343913,1.264836735801618,0.7482098046129296,0.7770551437854731,0.7470300623057882,0.7827963242453546
A,Weighted-GCN_seed8,3.584321304420155,3.207396588013708,0.08131636829291336,0.07661002563371784,1.1444085430150153,1.0812353153273542,0.7518087408932902,0.7511473640590406,0.7451253866401507,0.7518412360942617
B,Weighted-GCN_seed8,3.9395113814331126,4.322285347306289,0.0838865128255285,0.1024344954204001,1.547731229866622,1.500738505311529,0.7399610392826002,0.7855754760611783,0.7384116995325537,0.7961351902248729
A,Weighted-GCN_seed9,2.8016143276356162,3.282589566647671,0.05218918378663447,0.07868134700583954,0.8315152525668964,0.8715738336885422,0.6876282467271984,0.7605449522315617,0.675184823943101,0.7627665447740648
B,Weighted-GCN_seed9,3.512793205922935,4.159595619575141,0.0663825687531675,0.09484600347858771,1.1339077567332425,1.3999683825021463,0.7063033484401887,0.780431937492511,0.7057368219543351,0.7882969524974688
A,Edge-GAT_seed0,2.6234457465550802,3.0670853088749137,0.061319531801329506,0.06853084764616338,0.9045413079216814,0.9605231232784316,0.7715296767841464,0.7439860590864372,0.7487051363313175,0.7402730924592863
B,Edge-GAT_seed0,3.7124283391698554,4.00051625647579,0.08077398834132536,0.09441635196403377,1.3791690054196806,1.3675170034541786,0.8159183850839924,0.7796466659371267,0.8042909003117321,0.7835896798021276
A,Edge-GAT_seed1,2.769873166732759,3.223314389519557,0.06943660802331077,0.08535408544000159,0.8713280680138269,1.015740281652364,0.7586545658986997,0.7497850766332825,0.73111803876397,0.7499055706819154
B,Edge-GAT_seed1,3.55851479165741,4.542617644822302,0.08604737550051836,0.10645364581691039,1.1936807179852622,1.4284401696117004,0.7976534926770148,0.7976012573034318,0.7746079379096313,0.8062666409366395
A,Edge-GAT_seed2,3.446036203560652,3.2748537182340747,0.09069851709053178,0.085856180247361,1.0971482231849223,1.1352285714743187,0.8121249176002625,0.7539118831901553,0.7975607596688883,0.7557392464137023
B,Edge-GAT_seed2,4.756926689275446,4.821893114449863,0.12701490392588505,0.11627039663156133,1.7909921391010812,1.6052246208128917,0.8415182221333378,0.8059759738149299,0.8376556875158169,0.816205632364643
A,Edge-GAT_seed3,2.802831937343581,3.0790079987318917,0.06375192960852953,0.06907667879895307,0.9230895374406828,0.9062242934469091,0.7638253205391827,0.7446748973137596,0.749455514557952,0.7417287887527049
B,Edge-GAT_seed3,3.9127058543378554,4.136852118342014,0.08583122139747403,0.10040021023124876,1.2734642654852906,1.3467303783456486,0.8088174524470861,0.7829243608867442,0.8051665041792582,0.7880876211406875
A,Edge-GAT_seed4,3.472934317518411,3.2108617388348977,0.07981214712911897,0.0825753105097663,1.1643230023997604,1.0885250825859394,0.8058217606194585,0.7522350834010362,0.7954568896963605,0.7530210440679977
B,Edge-GAT_seed4,4.760146273448666,4.638209942919803,0.12275079534324596,0.10851938274107287,1.666483492142652,1.5127951401243085,0.8321153922956979,0.799312731830948,0.8308390839636344,0.808921919179585
A,Edge-GAT_seed5,2.62242429049802,3.1482844268832855,0.06413507632548116,0.07976997104671407,0.8645481671235757,1.1542428021260611,0.7381283540066738,0.7530475944352135,0.7262876171271355,0.7510038562966163
B,Edge-GAT_seed5,4.1324310500220545,4.140323722394592,0.10536400139610087,0.10060592991107628,1.3559859217438923,1.359323804497715,0.8023594736821013,0.7842859049375145,0.8098662427327943,0.7907415538748006
A,Edge-GAT_seed6,3.3681589782703667,3.058135114419623,0.08179844153875068,0.07197430157628219,1.103774706349941,0.9939652351725904,0.7902671245178066,0.745495974925053,0.7799382264149739,0.7416501887022126
B,Edge-GAT_seed6,5.034890459048464,4.21109866921479,0.1399315018311052,0.10394103943170667,1.6550763953478345,1.2940977134455176,0.8300816654713998,0.7859110543959633,0.8333241912004142,0.7927092789451405
A,Edge-GAT_seed7,3.1454606573272033,3.1298134842095324,0.08039966763939238,0.08090734004943978,1.179145593533758,1.1430100775082548,0.7863553549647756,0.7465201323609504,0.7689508943741983,0.7454830678404413
B,Edge-GAT_seed7,4.267423242461935,4.1160408392604495,0.10699006388709043,0.09984374837192075,1.4192738420970272,1.3412329457505163,0.8212699686431252,0.7803844687746577,0.8156182251091272,0.7858273078003501
A,Edge-GAT_seed8,3.2709975796184154,3.1997038892443044,0.08084302418569846,0.07857094725373912,1.140913440939039,1.1566914417080514,0.8052048238800629,0.7504259347887368,0.7894451157262152,0.7504776352856468
B,Edge-GAT_seed8,3.824150085510586,3.992021325763447,0.09236878859187755,0.09402286180764491,1.3714634919684614,1.3374442065154204,0.8150949461831353,0.7785697466354684,0.8008946508131963,0.7794688154422971
A,Edge-GAT_seed9,2.691369731455052,3.2824267594892325,0.07101716606262978,0.08643287260222263,0.8828665014807484,1.2052053990933822,0.7700914739701352,0.7624535368757873,0.7530748738554649,0.7613545589785452
B,Edge-GAT_seed9,4.160275492364417,5.078342244891921,0.10349173997407797,0.12729516876930477,1.4667617284911103,1.3820389653656002,0.8311791112570578,0.8214063277845206,0.8236356544935439,0.8312725694889256
A,TEG-low_seed0,3.258229991979897,3.1712302418659655,0.07640778198152635,0.0711987568187901,1.1730695395293878,0.9426872118747539,0.7235058108336213,0.7518142695202602,0.7148770850503372,0.7504632852089703
B,TEG-low_seed0,3.5862483368080573,3.770105863997743,0.07560574548883676,0.0893184426208185,1.221458547061775,1.2115712754922618,0.7174352835426274,0.7676230427646882,0.7138063451302238,0.7682818542040195
A,TEG-low_seed1,2.9226356577404657,3.19820263466588,0.06057325241617025,0.07829972436042959,0.9343749602441676,0.9497022534391452,0.6921176794658617,0.7525177587551151,0.6822705938619192,0.7534345031649397
B,TEG-low_seed1,3.953626866772538,4.292291538715808,0.07828101475138587,0.09862924150985111,1.1840476684796157,1.4292289185360907,0.7383412083606116,0.7841210645837074,0.7396868081057539,0.7937501321898883
A,TEG-low_seed2,3.5977396101356134,2.988886066726332,0.07638340612169128,0.07241864676695339,1.1890358196513262,0.9552897058770741,0.7436178177663573,0.7387998101006276,0.7364581323470831,0.7344446746587188
B,TEG-low_seed2,4.942771340365288,4.2659872298114045,0.10067554544751085,0.10547431904133112,1.7726059809443542,1.4197066456542045,0.7824969349068909,0.7914299245770389,0.7895790089122412,0.7971945223152108
A,TEG-low_seed3,3.022257516482932,3.2212120000032796,0.06641871981189248,0.07853462836504645,0.9596137170679867,0.9133512625142212,0.704069886702722,0.7526559280271355,0.6942678412200297,0.7507640130353289
B,TEG-low_seed3,3.6425747100438457,4.102084662398553,0.08389375429465286,0.09978376525715045,1.0451243072981016,1.3846990851918544,0.7194882379527736,0.7812274118082424,0.7203573105971682,0.784840217120107
A,TEG-low_seed4,3.6581522001011764,3.095343649177947,0.08624485274506768,0.07522750085106604,1.2998674736736575,1.054827879121456,0.7464109523173066,0.743095202517616,0.7378198777511313,0.7406502978024393
B,TEG-low_seed4,4.293601669219788,4.258268243965125,0.08458470107847074,0.10193053658305243,1.4142427496495658,1.370448347361469,0.7522649691603106,0.7867595953770209,0.7530255586179011,0.7947289346384073
A,TEG-low_seed5,2.9273343238208325,3.3145417566626727,0.06355449002785674,0.07936145977797676,0.9154619611799717,0.9512750974825803,0.6933180947975524,0.7566993135066384,0.6881189688797236,0.7597653355190548
B,TEG-low_seed5,3.5310811841103713,4.143538329870979,0.07619280812671453,0.09597335924455756,1.1834788330161246,1.507019359782961,0.70496803257213,0.7808543285550329,0.7082210476906482,0.7885431157083229
A,TEG-low_seed6,3.25107226465916,3.068306051269603,0.06392461215356737,0.07207073468609232,1.0044954314944334,0.9290966151372888,0.7392778361114821,0.7423467099680962,0.7217507315106839,0.7392157333965239
B,TEG-low_seed6,4.386908777816279,4.110254182855268,0.09179998110699539,0.09575391999106632,1.4578326438437217,1.3593521762663365,0.7732764266907731,0.7823834274526302,0.7668072761801328,0.7880777901487754
A,TEG-low_seed7,3.5707766775780327,3.1015613637137625,0.08727552725271451,0.07668506167872151,1.2235600323416294,1.0053346962596827,0.7326971766769389,0.7458728784707542,0.7246981793553761,0.7427052784279431
B,TEG-low_seed7,3.599174035272881,3.706961586244206,0.08097393255500544,0.08700267887888509,1.1694111758723011,1.2501717268427592,0.7000238353905652,0.7630473997461567,0.6952737988633692,0.7627898489815816
A,TEG-low_seed8,3.662661275913706,3.144360381179495,0.08834621619071055,0.07716086414673358,1.2196824179205579,0.9996968432056124,0.7558585042509444,0.7474634678630936,0.7499486570671448,0.746512811065401
B,TEG-low_seed8,4.1953702630766205,4.155060122768229,0.10404430502667039,0.10064004972282976,1.6947352322400548,1.591273732084794,0.7587194486987114,0.7844353306400362,0.7586462340421056,0.7915813371672794
A,TEG-low_seed9,3.0656683993234766,3.495591156084804,0.07218739757771038,0.09028059425611541,0.8535454345517792,0.9126910193726347,0.7165796405564631,0.7690312913943492,0.7084876211677995,0.7754049946424608
B,TEG-low_seed9,3.4294158290547783,3.9884187698204037,0.07410360665006686,0.09384403297348567,0.998301705630729,1.4625800891699998,0.709608751886304,0.7723218912474011,0.7035675213749993,0.7781897498717296
A,Stable-Tail-GNN_seed0,2.4079331960434502,3.1032603155499645,0.05224887001696251,0.07341564573821906,0.8740883829785162,0.8953588662199892,0.7895439581854877,0.74651646889124,0.7538250633066989,0.7450257265239122
B,Stable-Tail-GNN_seed0,2.9723961267072947,3.7431132464698296,0.0631199935978691,0.0882726062661834,1.0847462504961958,1.3614705361877433,0.8196073168872472,0.7681721316888355,0.7901526595014972,0.7677627191380976
A,Stable-Tail-GNN_seed1,2.6149596615476183,3.2164388634653207,0.06173459503520281,0.08184947477832097,0.8999360484347563,1.0878216720969416,0.7927428931449519,0.7566361444442737,0.7554610533273353,0.7574327735004295
B,Stable-Tail-GNN_seed1,3.1255341274311417,4.306021035486991,0.06610040000773668,0.09994996182259376,1.0829792290162004,1.2667013990265565,0.8139344857745504,0.7877111740748914,0.7710891098133671,0.792060795557243
A,Stable-Tail-GNN_seed2,3.4771906864931226,3.1485253829789714,0.09195819809874409,0.08045285708951751,1.1352697722642915,1.0465396282638193,0.827168720026903,0.7472522191622272,0.8022064005111735,0.746092581887037
B,Stable-Tail-GNN_seed2,4.575101181795583,4.127057141457023,0.12431229594471713,0.09695732207402866,1.7013497433406883,1.3901060814954918,0.8518515559371809,0.7836860537477607,0.8374962470820903,0.7890431098366328
A,Stable-Tail-GNN_seed3,2.4411210799247782,3.4687856537480855,0.05833301794433349,0.08879796597516983,0.8087324692838592,0.9920304991704103,0.7736177043873537,0.7607560441706595,0.7481442813030243,0.766428270957109
B,Stable-Tail-GNN_seed3,2.9452573887057953,4.305950346135795,0.07398975945104803,0.10097349253146501,1.1549907190754312,1.448403545926141,0.8015408896196657,0.7847173210507312,0.7774641801093267,0.7943602651158802
A,Stable-Tail-GNN_seed4,3.4099757550284266,3.127943189366833,0.07506752607249999,0.07869690516729604,1.1601483413600362,1.085615557052281,0.8116521981225346,0.7499136583964521,0.7895175941141901,0.7472581810027051
B,Stable-Tail-GNN_seed4,3.9634142592163015,4.028669889274009,0.09404038291052996,0.0952888301460494,1.5775950314346119,1.4100885319481633,0.8217930824416086,0.777150333108132,0.8003568975301196,0.7817453780568389
A,Stable-Tail-GNN_seed5,2.202071189916933,3.4035472293808224,0.057789085508821905,0.09224926657018813,0.8286971182911657,1.139782004490541,0.7704542687194318,0.7607909338436842,0.7353383783073573,0.7645885718645735
B,Stable-Tail-GNN_seed5,2.8929144009088494,4.115264330955436,0.068165069355313,0.09536767032217622,1.1819700890732046,1.4728458741748813,0.8116994255422982,0.7818979158786388,0.7820611378089837,0.789066339201514
A,Stable-Tail-GNN_seed6,2.89886596343822,3.349052067190931,0.07733364531152047,0.08615890898040506,0.9511828955655801,1.098363092143356,0.8080542537206206,0.7624965746817652,0.7794058847881791,0.7639486451612699
B,Stable-Tail-GNN_seed6,4.036839450316209,4.028171778603988,0.09448182226693629,0.09050913581898698,1.5012835464480303,1.4006203198531577,0.8384600256523221,0.7759033242126228,0.8142370506224891,0.7812434074078327
A,Stable-Tail-GNN_seed7,3.2604771172071194,3.131620418616633,0.0727557271092121,0.07975425753295863,1.1918016336996515,1.083951574344177,0.805872997831781,0.7481652971382743,0.7775634000692427,0.7476611769300472
B,Stable-Tail-GNN_seed7,3.7109587047045354,3.789132906300762,0.08046144977404429,0.09108427588065032,1.296402998908161,1.2436623716239803,0.8205857621383194,0.7650556594175663,0.7887648572884258,0.7671239921045602
A,Stable-Tail-GNN_seed8,3.011525329262804,3.45025327373866,0.07408355028969946,0.08188197391139004,0.8690250122730504,0.9653219976947793,0.822900037917714,0.7638855923285572,0.8001595299381167,0.7701162395535726
B,Stable-Tail-GNN_seed8,3.158385712781606,4.116752643659808,0.081404139033229,0.09855632260637234,1.260881933485507,1.4654090652606704,0.8154998951841753,0.7805849921531929,0.7850930788350664,0.7873477864213682
A,Stable-Tail-GNN_seed9,2.2920187098468885,3.2685014821811302,0.046837777180991934,0.08491625249434143,0.7079718015840626,0.9509815787743385,0.7600085033785554,0.7498341147194217,0.724923516182251,0.7514730747369488
B,Stable-Tail-GNN_seed9,2.534511814634822,3.792989299963277,0.05308979497993739,0.08947926713389867,0.9233293153956765,1.36776425957028,0.7881447770382877,0.7718458562014738,0.744286020215665,0.7717903315807735
A,Fusion-rho025_seed0,2.6573437366835195,3.059914561797803,0.05972615826316979,0.0712511020516821,0.8433584168364074,0.9105208106815873,0.7437010338484045,0.7454883706533735,0.7329979650655032,0.7424295804403052
B,Fusion-rho025_seed0,3.4704042892934845,3.7677326350137585,0.08316068204480773,0.08960134167552693,1.1406957162610674,1.2687439846706128,0.781559419677273,0.7689354601030028,0.7762573139761566,0.7685351536600623
A,Fusion-rho025_seed1,2.9174824529850483,3.2807555821811087,0.0736146947982486,0.08336570479564372,1.0266280073418872,1.0514759209322349,0.7624965765833307,0.7552878254866111,0.7486117676405386,0.7584923302884101
B,Fusion-rho025_seed1,3.9968820821525135,4.337295456408089,0.09427286178273768,0.09971196455245405,1.2305966814320783,1.3057542883803968,0.8055221205772284,0.7904014037766169,0.8019980360812081,0.799026882219407
A,Fusion-rho025_seed2,3.8416972264926015,3.3134613705182696,0.10553627771466612,0.0884584540493156,1.1342598869007101,1.0740190317901959,0.7990953504167362,0.7550229201146748,0.7942861026770021,0.7573458812361706
B,Fusion-rho025_seed2,5.070561414220064,4.278862381435451,0.14271633534303574,0.10760552424081345,1.9980868252980932,1.5036003295177613,0.8318349246110998,0.7950459365236096,0.8350408141593704,0.8014410417164953
A,Fusion-rho025_seed3,2.776051499418494,3.160566586931643,0.061627090414200024,0.07156227515276091,0.9357995645492239,0.9366525741095184,0.7452611827422645,0.7511228417961353,0.7382553626195891,0.7488170208532211
B,Fusion-rho025_seed3,3.7914283169542786,4.20695224043952,0.09645238971074174,0.10626871321066374,1.1100864699194366,1.3398155442882789,0.7891394848203938,0.7885694471865519,0.7899574783049379,0.7927194039397232
A,Fusion-rho025_seed4,3.4977443113402535,3.1686216666738893,0.08016747686531964,0.08298370783577265,1.1316568805217595,1.0931731918860585,0.7844079056697826,0.7491850693824272,0.7793242528906728,0.7490076400634053
B,Fusion-rho025_seed4,4.301133321758389,4.041408671344318,0.09429695404970258,0.09342907099325623,1.609196026665403,1.3856287270246845,0.8034897682330954,0.7811582895743038,0.8016420427351484,0.7839797062167213
A,Fusion-rho025_seed5,2.584533603854749,3.2176194582374293,0.06565067299332457,0.08439026425860392,0.9077726065629333,1.1285133096126663,0.7464042232723912,0.7546145534173975,0.7319595776747727,0.7543005335760793
B,Fusion-rho025_seed5,3.408169906565552,4.046377270349033,0.08658606064001019,0.09621175236125633,1.2659177718350172,1.4975232792844313,0.7866913542309469,0.7825398282649999,0.78066976776663,0.7883171576599207
A,Fusion-rho025_seed6,3.2502057311552606,3.137956090287193,0.07018160769520321,0.08372508467692574,1.076786269965036,1.0420467317825293,0.7875838481496258,0.7489523001854111,0.7780606003118341,0.7474253979369884
B,Fusion-rho025_seed6,4.516027862448494,4.028597184608855,0.10216890660190378,0.09413619172132748,1.5502318172050575,1.313248544360461,0.8251261095455827,0.7812771742778276,0.8246327987984147,0.7852181299192397
A,Fusion-rho025_seed7,3.729167661481651,3.113861029515486,0.10320988273609996,0.07727409868147583,1.3224551420589916,1.10849184983326,0.7707301431102616,0.747306693602422,0.7698675620008839,0.7448593322322458
B,Fusion-rho025_seed7,4.972833931834687,4.125992412148556,0.136769214639722,0.10321443442699114,1.7065242424245075,1.412949993643928,0.8037500884006267,0.7835566427284888,0.8138541501324508,0.7897595720800379
A,Fusion-rho025_seed8,3.47269695941583,3.274299300599271,0.08032595139672032,0.0865271524482514,1.1257687761879827,1.1248822148828532,0.7979099824317079,0.7563155241754151,0.7910650837688457,0.757738089159283
B,Fusion-rho025_seed8,3.7866234312966043,3.9097369256015533,0.08183626876060125,0.09347023922037535,1.5147428493138213,1.3348803454223355,0.7973482210318721,0.773435829835831,0.7885096636303921,0.7751009722475976
A,Fusion-rho025_seed9,2.7476600644380076,3.164717579653098,0.07183842308748938,0.08433877524061323,0.9256459994585766,1.085991712763244,0.7422993541344748,0.750895001710839,0.7355877317875947,0.7497459395899654
B,Fusion-rho025_seed9,3.8724268792172496,3.9292911329072338,0.09927333922121806,0.09278334229542373,1.441602987898713,1.4530796620469428,0.7938774881630444,0.7749158162828145,0.7927269394016527,0.7784357456902306
A,Ensemble-4_seed0,2.7900656622120974,3.128920499711959,0.06515074238014842,0.0734532973104193,0.9973036017529402,0.9624486215325117,0.7285133295582378,0.7467928303793556,0.7223592963200389,0.7450961471764275
B,Ensemble-4_seed0,3.543982092291364,3.8698877560624525,0.07012400876985557,0.09201173328923293,1.124929992505929,1.3619163803680512,0.7620828140652491,0.773238492861698,0.7597262269594578,0.7738511060648191
A,Ensemble-4_seed1,2.898232143974297,3.197937834452798,0.06949404257137945,0.07874471415519257,0.9511866627309805,0.9612406928032415,0.7321429810101049,0.7485723566098696,0.7206266094681409,0.7489613524112738
B,Ensemble-4_seed1,3.6782194130839145,4.0071051360495495,0.08421769052388046,0.09211953712804531,1.1553787403821008,1.3223182242127365,0.7687903323262973,0.778631573333184,0.7620943751243088,0.7833401713494397
A,Ensemble-4_seed2,3.7498087937618765,3.2998866337913464,0.0838896817340263,0.0882912110284848,1.1263210561369468,0.9754132455614103,0.7817257901900218,0.7536493915180746,0.7780128701735678,0.7553266199396595
B,Ensemble-4_seed2,4.943602565342231,4.3173938395523,0.12775383945270943,0.10658903841896068,1.8264130543237695,1.4671255628164728,0.8149859969805057,0.7922327041852848,0.8214516457258503,0.7995670589084823
A,Ensemble-4_seed3,2.9614428070097514,3.211463376591125,0.06613819197436097,0.07395138745207633,0.903582908400789,0.8799114081669126,0.7357376941202914,0.7530432320909112,0.7335136527108264,0.7527265411984188
B,Ensemble-4_seed3,3.8196518489435354,4.190858407240797,0.09241607517664827,0.10396077121727225,1.2105609618850015,1.2916338948263202,0.7702984526195064,0.7856491646023398,0.7748687753364011,0.7919750203448069
A,Ensemble-4_seed4,3.57194905529416,3.1311813515314277,0.07937325102558625,0.07313295773000422,1.2527642084279451,1.119080344507122,0.7723288631882396,0.7467751115495315,0.7685611535137532,0.7459980734021597
B,Ensemble-4_seed4,4.402443022961853,4.131261355317557,0.116104008494026,0.09535282322439613,1.54349296587992,1.3109672028603256,0.7849040407927881,0.7799022859617823,0.7876313464564297,0.7859416761269681
A,Ensemble-4_seed5,2.645530270010409,3.242473636901978,0.06634674115343966,0.08556389881530813,0.8970568538564315,1.1245945368351058,0.7170774692674761,0.7538966382683133,0.7099849114566676,0.755066609604476
B,Ensemble-4_seed5,3.4925891807658376,4.148177198987857,0.0824962589533749,0.09788115995430462,1.1410243191531262,1.3755177114561108,0.7566070777859398,0.7832371864945569,0.7575194596407238,0.7895834936820849
A,Ensemble-4_seed6,3.239510484871082,3.1222201129890115,0.06922359189813432,0.08032040331597609,1.1144221289033676,1.0757122326732926,0.7621753059080343,0.7486327335699458,0.7539897559823964,0.7457412837850269
B,Ensemble-4_seed6,4.61270727317765,4.231319853427509,0.11767276310765992,0.10354579042556977,1.4804890161779884,1.2918536617771257,0.8046721005176112,0.7881270702591487,0.8079986763701538,0.7949713468585213
A,Ensemble-4_seed7,3.6318576617585165,3.195664295193403,0.09827860414770019,0.07794059551394865,1.2154566494430774,1.0152613185791572,0.7650554497352247,0.7534393423324448,0.763071868038937,0.7525123511600265
