P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,820,311,142,88,116,49,4
2,0,788,261,77,97,204,101,1
3,0,667,329,121,105,229,72,7
4,0,656,295,151,83,251,92,1
5,0,624,377,143,79,199,103,4
