beta,seed,is_feasible,pyvrp_cost,num_routes,routes,global_risk,global_cvar90,max_vehicle_risk,max_vehicle_cvar90,vehicle_risk_gini,risk_variance,edge_burden_gini_used,top10_burden_share,max_edge_burden
0.0,0,True,145999,5,"[[0, 44, 14, 3, 15, 41, 11, 1, 37, 38, 50, 0], [0, 42, 7, 8, 34, 17, 9, 47, 43, 26, 33, 0], [0, 45, 12, 13, 24, 32, 46, 23, 10, 18, 19, 0], [0, 40, 25, 20, 35, 4, 16, 28, 30, 21, 29, 0], [0, 36, 31, 6, 22, 2, 48, 5, 39, 49, 27, 0]]",7.919152264368146,0.24193743098022924,3.0849553643599976,0.4489196919997733,0.253983823878398,0.6377296871357732,0.847037721633566,0.8813208910808955,0.8036292374442346
0.0,1,True,145999,5,"[[0, 6, 22, 5, 2, 48, 43, 9, 47, 31, 36, 0], [0, 12, 45, 13, 24, 32, 46, 23, 10, 18, 19, 0], [0, 27, 49, 39, 17, 34, 8, 7, 30, 21, 29, 0], [0, 33, 26, 28, 16, 4, 35, 20, 25, 40, 44, 0], [0, 14, 3, 15, 42, 41, 11, 1, 37, 38, 50, 0]]",8.730512972018978,0.2698032364932594,3.0234615594319814,0.5354262996483368,0.24967235146546063,0.620709739712614,0.8624215974361524,0.894907032839934,1.6072584748884693
0.0,2,True,146664,5,"[[0, 27, 49, 39, 17, 34, 8, 7, 16, 12, 45, 0], [0, 35, 4, 6, 22, 5, 43, 47, 9, 31, 36, 0], [0, 33, 26, 28, 30, 48, 2, 20, 25, 40, 19, 0], [0, 14, 3, 15, 42, 41, 11, 1, 37, 38, 50, 0], [0, 29, 21, 18, 10, 23, 46, 32, 24, 13, 44, 0]]",6.968417370716649,0.17094442483932437,2.32564262012531,0.3731362917759535,0.22983884651895803,0.3373345001260981,0.8453370531666666,0.8721169620553144,0.8036292374442346
0.0,3,True,146664,5,"[[0, 44, 50, 38, 37, 1, 41, 11, 15, 3, 14, 0], [0, 19, 18, 21, 29, 10, 23, 46, 32, 24, 13, 0], [0, 45, 12, 42, 7, 8, 34, 17, 39, 49, 27, 0], [0, 16, 35, 4, 6, 22, 5, 30, 28, 26, 33, 0], [0, 40, 25, 20, 2, 48, 43, 47, 9, 31, 36, 0]]",8.494029348429944,0.2699649815195381,2.8433902635830592,0.43571234005020615,0.2238762148203859,0.5129186313270859,0.8473429350970403,0.8826947913217118,0.8036292374442346
0.0,4,True,147330,5,"[[0, 36, 31, 9, 47, 43, 48, 2, 20, 25, 40, 0], [0, 45, 12, 13, 24, 32, 46, 23, 10, 29, 44, 0], [0, 14, 3, 15, 42, 11, 41, 1, 37, 38, 50, 0], [0, 21, 35, 4, 6, 22, 5, 30, 28, 26, 33, 0], [0, 27, 49, 39, 17, 34, 8, 7, 16, 18, 19, 0]]",7.8173676236849445,0.2383282760535993,2.2330173882098627,0.3797043438583121,0.21251119394733187,0.3628130889500353,0.849597916455612,0.8826786635060804,0.8286486959383464
1.0,0,True,179078,5,"[[0, 29, 43, 9, 47, 48, 2, 28, 30, 26, 33, 0], [0, 1, 11, 41, 42, 5, 20, 25, 40, 31, 36, 0], [0, 27, 49, 37, 24, 32, 46, 22, 6, 4, 35, 0], [0, 15, 3, 34, 17, 39, 8, 7, 16, 19, 44, 0], [0, 50, 38, 14, 21, 18, 10, 23, 13, 12, 45, 0]]",3.408703983137662,0.08162409583805212,1.2491403363252864,0.13398860949421,0.34188959053930756,0.19315745409355295,0.7568030179316219,0.7521980059071729,0.6067848251228795
1.0,1,True,178711,5,"[[0, 13, 23, 10, 18, 21, 20, 25, 40, 12, 45, 0], [0, 29, 43, 35, 4, 6, 22, 5, 42, 11, 15, 0], [0, 1, 41, 2, 48, 9, 47, 28, 30, 26, 33, 0], [0, 44, 36, 31, 46, 32, 24, 37, 49, 27, 50, 0], [0, 38, 14, 3, 34, 17, 39, 8, 7, 16, 19, 0]]",3.032886439270336,0.06718583002646078,0.9534959552824608,0.09055633766391745,0.22410693941367876,0.06280154057497606,0.7348901862234478,0.7216355878034684,0.6067848251228795
1.0,2,True,179181,5,"[[0, 33, 26, 30, 28, 47, 9, 48, 2, 3, 15, 0], [0, 24, 32, 46, 5, 22, 6, 4, 35, 43, 29, 0], [0, 36, 31, 40, 25, 20, 21, 18, 10, 23, 13, 0], [0, 27, 37, 49, 39, 17, 34, 8, 7, 16, 19, 0], [0, 44, 50, 38, 14, 45, 12, 42, 41, 11, 1, 0]]",3.7510917804340127,0.08515214596852173,1.5662844974505614,0.20016585134584738,0.3221589566460068,0.20794272820737655,0.7710739811526275,0.7690172036601771,0.6589471429830269
1.0,3,True,179460,5,"[[0, 19, 29, 43, 4, 35, 20, 25, 40, 31, 36, 0], [0, 45, 12, 13, 23, 10, 18, 21, 14, 38, 50, 0], [0, 41, 6, 22, 5, 46, 32, 24, 37, 49, 27, 0], [0, 1, 48, 2, 47, 9, 28, 30, 26, 33, 44, 0], [0, 11, 42, 7, 16, 8, 39, 17, 34, 3, 15, 0]]",3.347068793980116,0.07484919068904011,0.9633924288854326,0.11399061578580819,0.21540185065257722,0.07060651088122014,0.745214513333393,0.7389707181745373,0.6067848251228795
1.0,4,True,178244,5,"[[0, 29, 43, 35, 4, 6, 22, 34, 17, 39, 42, 0], [0, 45, 12, 21, 18, 10, 23, 8, 7, 16, 19, 0], [0, 50, 38, 14, 3, 15, 41, 1, 37, 49, 27, 0], [0, 36, 31, 40, 25, 20, 5, 46, 32, 24, 13, 0], [0, 44, 33, 26, 30, 28, 9, 47, 48, 2, 11, 0]]",3.7077767760530547,0.0843038774756045,1.5055732168341631,0.14666223165297085,0.3372967251308019,0.2059541885402867,0.773476842966661,0.7735430907954554,0.6067848251228795
