P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,681,529,185,49,15,30,41
2,0,742,340,166,71,71,45,94
3,0,649,408,207,69,92,44,61
4,0,609,378,176,91,143,81,51
5,0,570,485,178,69,88,54,85
