beta,seed,is_feasible,pyvrp_cost,num_routes,routes,global_risk,global_cvar90,max_vehicle_risk,max_vehicle_cvar90,vehicle_risk_gini,risk_variance,edge_burden_gini_used,top10_burden_share,max_edge_burden
0.0,0,True,145999,5,"[[0, 44, 14, 3, 15, 41, 11, 1, 37, 38, 50, 0], [0, 42, 7, 8, 34, 17, 9, 47, 43, 26, 33, 0], [0, 45, 12, 13, 24, 32, 46, 23, 10, 18, 19, 0], [0, 40, 25, 20, 35, 4, 16, 28, 30, 21, 29, 0], [0, 36, 31, 6, 22, 2, 48, 5, 39, 49, 27, 0]]",7.828983440296724,0.23890625152351527,3.067680519190617,0.4462211752931277,0.25685637405544415,0.6381732611004807,0.8452574102065464,0.8801565560079396,0.8258622884750366
0.0,1,True,145999,5,"[[0, 6, 22, 5, 2, 48, 43, 9, 47, 31, 36, 0], [0, 12, 45, 13, 24, 32, 46, 23, 10, 18, 19, 0], [0, 27, 49, 39, 17, 34, 8, 7, 30, 21, 29, 0], [0, 33, 26, 28, 16, 4, 35, 20, 25, 40, 44, 0], [0, 14, 3, 15, 42, 41, 11, 1, 37, 38, 50, 0]]",8.690631732344627,0.268527379195238,3.0904637733474374,0.47344158838192624,0.25798281505825305,0.6664768522910017,0.8611525884703108,0.8945679998262674,1.6517245769500732
0.0,2,True,146664,5,"[[0, 27, 49, 39, 17, 34, 8, 7, 16, 12, 45, 0], [0, 35, 4, 6, 22, 5, 43, 47, 9, 31, 36, 0], [0, 33, 26, 28, 30, 48, 2, 20, 25, 40, 19, 0], [0, 14, 3, 15, 42, 41, 11, 1, 37, 38, 50, 0], [0, 29, 21, 18, 10, 23, 46, 32, 24, 13, 44, 0]]",6.899178203078918,0.1949829399405468,2.3063208078965545,0.37417808175086975,0.2308119183853925,0.33256221486780246,0.843632857731319,0.8710558096545994,0.8258622884750366
0.0,3,True,147332,5,"[[0, 44, 29, 21, 18, 10, 23, 46, 32, 24, 13, 0], [0, 33, 26, 28, 30, 5, 43, 9, 47, 31, 36, 0], [0, 50, 41, 11, 42, 15, 3, 14, 38, 37, 1, 0], [0, 35, 4, 6, 22, 2, 48, 20, 25, 40, 19, 0], [0, 45, 12, 16, 7, 8, 34, 17, 39, 49, 27, 0]]",7.3259212201228365,0.19607892657884143,2.20487293752376,0.33333655446767807,0.20724764799468098,0.3039504809499926,0.8431670179055226,0.875693419992436,0.8258622884750366
0.0,4,True,147332,5,"[[0, 19, 18, 21, 4, 35, 6, 22, 20, 25, 40, 0], [0, 36, 31, 48, 2, 5, 43, 47, 9, 26, 33, 0], [0, 14, 3, 15, 42, 11, 41, 1, 37, 38, 50, 0], [0, 16, 28, 30, 7, 8, 34, 17, 39, 49, 27, 0], [0, 29, 10, 23, 46, 32, 24, 13, 12, 45, 44, 0]]",7.822260217857547,0.23797560258415237,2.7595698160585016,0.49205351173877715,0.256230613193311,0.5215181661927151,0.8421180272582571,0.8774627909902436,0.8258622884750366
1.0,0,True,179699,5,"[[0, 44, 19, 29, 10, 18, 21, 45, 14, 38, 50, 0], [0, 27, 49, 37, 24, 32, 46, 5, 22, 6, 41, 0], [0, 33, 26, 30, 28, 16, 7, 8, 23, 13, 12, 0], [0, 36, 31, 40, 25, 20, 34, 17, 39, 42, 1, 0], [0, 15, 3, 2, 48, 47, 9, 43, 4, 35, 11, 0]]",3.6280070361681283,0.09093592980255684,1.0138355900999159,0.11354280183357852,0.1621604314166849,0.04737689498915211,0.7599946645182665,0.7591560325758073,0.6127430200576782
1.0,1,True,179125,5,"[[0, 50, 42, 39, 17, 34, 20, 25, 40, 31, 36, 0], [0, 44, 19, 16, 7, 8, 23, 10, 18, 21, 45, 0], [0, 33, 26, 30, 28, 48, 2, 47, 9, 43, 29, 0], [0, 12, 13, 24, 32, 46, 5, 22, 6, 4, 35, 0], [0, 38, 14, 3, 15, 11, 41, 1, 37, 49, 27, 0]]",3.7452382760166074,0.07059546568918795,1.5012221770593897,0.14499562006029817,0.3575602344949411,0.24458829813999064,0.7786328094469426,0.7778076353801602,0.6127430200576782
1.0,2,True,178329,5,"[[0, 29, 43, 47, 9, 34, 17, 39, 8, 23, 13, 0], [0, 35, 4, 6, 22, 5, 20, 25, 40, 31, 36, 0], [0, 50, 38, 14, 45, 12, 21, 18, 10, 19, 44, 0], [0, 33, 26, 30, 28, 16, 7, 42, 41, 11, 1, 0], [0, 27, 49, 37, 24, 32, 46, 2, 48, 3, 15, 0]]",3.7235062844119966,0.07142273154927463,1.3637388602364808,0.16967631317675114,0.22165573041958697,0.11093370296646757,0.7639043767866351,0.7688874527803852,0.6127430200576782
1.0,3,True,177804,5,"[[0, 44, 27, 49, 37, 1, 15, 3, 14, 38, 50, 0], [0, 41, 11, 2, 48, 47, 9, 28, 30, 26, 33, 0], [0, 42, 39, 17, 34, 22, 6, 4, 35, 43, 29, 0], [0, 36, 31, 40, 25, 20, 5, 46, 32, 24, 13, 0], [0, 12, 45, 21, 18, 10, 23, 8, 7, 16, 19, 0]]",3.642824161266617,0.09231886863708497,1.4987338409991935,0.1201247340914878,0.3412189480393333,0.20440009942351148,0.769154897021296,0.7694214727982889,0.6127430200576782
1.0,4,True,178680,5,"[[0, 33, 26, 30, 28, 47, 9, 48, 2, 11, 41, 0], [0, 36, 31, 40, 25, 20, 35, 4, 43, 29, 19, 0], [0, 1, 42, 7, 16, 8, 39, 17, 34, 3, 15, 0], [0, 6, 22, 5, 46, 32, 24, 37, 49, 27, 44, 0], [0, 45, 12, 13, 23, 10, 18, 21, 14, 38, 50, 0]]",3.350081120734103,0.07928032037471572,0.9654665727866814,0.10700744257441588,0.20980164278165292,0.06516716771369195,0.7447552597322105,0.7414338993731945,0.6127430200576782
