P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,4,697,334,103,67,33,67,16
2,0,693,265,99,73,39,82,70
3,0,652,274,124,120,27,75,48
4,0,668,292,117,62,35,99,48
5,0,573,373,127,74,29,99,45
