node_id,label,pred_label,S_i,S_i_norm,P_high,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8
0,0,1,1.514070987701416,0.07343871146440506,0.028458165004849434,0.7878364324569702,0.06111668050289154,0.0859636589884758,0.023866020143032074,0.012759189121425152,0.01714860275387764,0.0065178778022527695,0.004791684914380312
1,0,1,1.8810322284698486,0.1258617490530014,0.05340228229761124,0.6542568206787109,0.10616800934076309,0.11509721726179123,0.04210931435227394,0.02896648272871971,0.029224803671240807,0.012890564277768135,0.011286914348602295
2,0,1,2.800670862197876,0.2572386860847473,0.18087978661060333,0.4748314619064331,0.09903890639543533,0.13313937187194824,0.0630970299243927,0.04901346191763878,0.07638853788375854,0.06337318569421768,0.0411180704832077
3,0,1,1.9224612712860107,0.13178017735481262,0.0694875568151474,0.6775608062744141,0.08213268965482712,0.09917939454317093,0.038534652441740036,0.033104974776506424,0.03764127194881439,0.017184492200613022,0.014661788940429688
4,0,1,1.3658688068389893,0.05226697400212288,0.017100978642702103,0.8378332257270813,0.052119217813014984,0.06895165890455246,0.016132593154907227,0.007862311787903309,0.00951323937624693,0.004681053571403027,0.0029066859278827906
5,0,1,2.0701041221618652,0.1528720110654831,0.09761432558298111,0.633147120475769,0.10100886225700378,0.10479985922574997,0.03391892462968826,0.02951093204319477,0.06159693002700806,0.020411456003785133,0.015605942346155643
6,0,1,1.3316869735717773,0.04738385230302811,0.011885912157595158,0.8455707430839539,0.05312635377049446,0.06431430578231812,0.01678554154932499,0.00831717811524868,0.007089811842888594,0.0027150760870426893,0.0020810242276638746
7,0,1,1.2667747735977173,0.038110680878162384,0.009840071201324463,0.8785296678543091,0.03832501545548439,0.05346306040883064,0.012413877062499523,0.007428325712680817,0.006298610474914312,0.0017145948950201273,0.001826865947805345
8,0,1,1.1390407085418701,0.019862959161400795,0.0030654440633952618,0.919163703918457,0.04217197000980377,0.028390711173415184,0.0052928626537323,0.0019152649911120534,0.0022424154449254274,0.00042558720451779664,0.00039744144305586815
9,0,1,1.057666301727295,0.008238042704761028,0.0010825961362570524,0.9619524478912354,0.023391399532556534,0.012289116159081459,0.0010511568980291486,0.00023328218958340585,0.0009317401563748717,0.00010457080497872084,4.628518581739627e-05
10,0,1,1.106734037399292,0.01524771936237812,0.0022405628114938736,0.9428264498710632,0.021351365372538567,0.02875920757651329,0.0034667167346924543,0.0013559256913140416,0.0016575902700424194,0.0003285738348495215,0.00025439856108278036
11,0,1,1.1173912286758423,0.016770174726843834,0.0026962184347212315,0.9277291893959045,0.04178526625037193,0.02295253984630108,0.0039203353226184845,0.0009164937073364854,0.002150528598576784,0.0002985885657835752,0.00024710132856853306
12,0,1,1.0401805639266968,0.0057400804944336414,0.00018317290232516825,0.9739421010017395,0.014066195115447044,0.010393956676125526,0.0012820675037801266,0.00013231772754807025,0.00015740790695417672,1.6284324374282733e-05,9.480670087214094e-06
13,0,1,1.1408140659332275,0.020116295665502548,0.0033737169578671455,0.9250869750976562,0.02817898988723755,0.03678201511502266,0.0049934303387999535,0.0015848376788198948,0.002737098140642047,0.0003905037301592529,0.00024611505796201527
14,0,1,1.0885676145553589,0.01265251636505127,0.001512677874416113,0.9502795338630676,0.02064439468085766,0.02354305423796177,0.003185533918440342,0.0008346440736204386,0.001245093997567892,0.00015650254499632865,0.00011108133185189217
15,0,1,1.6641379594802856,0.09487684816122055,0.039524223655462265,0.7498024106025696,0.05312476307153702,0.10843224823474884,0.02628844976425171,0.02282777987420559,0.02194852940738201,0.008800135925412178,0.008775558322668076
16,0,1,1.58906090259552,0.08415155857801437,0.03387364745140076,0.7538683414459229,0.08204010874032974,0.0896955281496048,0.0236465185880661,0.016875818371772766,0.020554667338728905,0.006819305941462517,0.006499674636870623
17,0,1,1.2407958507537842,0.03439940884709358,0.008287526667118073,0.8893696069717407,0.03092590719461441,0.05514001473784447,0.011329230852425098,0.0049477554857730865,0.005252107046544552,0.0016973073361441493,0.0013381119351834059
18,0,1,1.9609562158584595,0.1372794657945633,0.06792672723531723,0.587324857711792,0.17958329617977142,0.11862479150295258,0.025458618998527527,0.021081654354929924,0.03480041027069092,0.022465301677584648,0.010661013424396515
19,0,1,1.0123200416564941,0.0017600059509277344,0.00012571451952680945,0.9929628968238831,0.0028550252318382263,0.0034916193690150976,0.00045325953396968544,0.00011162795999553055,9.465812763664871e-05,1.5318144505727105e-05,1.573824556544423e-05
20,0,1,1.6929898262023926,0.0989985466003418,0.04103519394993782,0.7325132489204407,0.05694745108485222,0.12420880049467087,0.02644047513604164,0.018854767084121704,0.020766731351614,0.012828608974814415,0.007439855020493269
21,0,1,1.1547068357467651,0.02210097573697567,0.0035100539680570364,0.9065976738929749,0.05263902619481087,0.030342532321810722,0.0050777834840118885,0.0018328118603676558,0.002642842009663582,0.00046642974484711885,0.0004007822717539966
22,0,1,1.1629148721694946,0.02327355369925499,0.004766672849655151,0.9211545586585999,0.026074467226862907,0.03722492977976799,0.006935761775821447,0.0038437757175415754,0.003170566400513053,0.0008176311384886503,0.0007784751942381263
23,0,1,1.266096830368042,0.03801383450627327,0.008670599199831486,0.8771201968193054,0.03769596666097641,0.05548221617937088,0.01567404717206955,0.005356979556381702,0.004691023379564285,0.0023258840665221214,0.0016536915209144354
24,0,1,1.505960464477539,0.07228006422519684,0.02613852545619011,0.7956860661506653,0.04960722103714943,0.09136947244405746,0.021203769370913506,0.015994802117347717,0.015861015766859055,0.005223616026341915,0.005053893197327852
25,0,1,1.3619153499603271,0.051702193915843964,0.016535252332687378,0.8430704474449158,0.05039820075035095,0.06201103702187538,0.018134959042072296,0.00985017605125904,0.009088278748095036,0.0038808227982372046,0.003566150786355138
26,0,1,1.514338731765747,0.07347696274518967,0.022182384505867958,0.7831307649612427,0.0530073307454586,0.10208409279584885,0.025456929579377174,0.014138426631689072,0.013256778009235859,0.004524231422692537,0.004401375073939562
27,0,1,4.090150356292725,0.4414500594139099,0.36208194494247437,0.2074853926897049,0.11499015986919403,0.154267355799675,0.08097822964191437,0.08019693940877914,0.14887438714504242,0.13392169773578644,0.07928584516048431
28,0,1,1.230021357536316,0.03286019340157509,0.0075491853058338165,0.8868820071220398,0.043991319835186005,0.04601014032959938,0.00991128385066986,0.005656002555042505,0.004857543855905533,0.0014773247530683875,0.0012143164640292525
29,0,1,1.7575147151947021,0.10821639001369476,0.03432980552315712,0.6008647084236145,0.21688716113567352,0.10952580720186234,0.027950884774327278,0.010441767051815987,0.017006393522024155,0.01033980492502451,0.006983609404414892
30,0,1,1.2094128131866455,0.02991611696779728,0.016107220202684402,0.9037961959838867,0.04509869962930679,0.02973024733364582,0.0038016908802092075,0.001466031069867313,0.011226603761315346,0.002712939167395234,0.0021676765754818916
31,0,1,1.1895842552185059,0.027083465829491615,0.002550727454945445,0.8606751561164856,0.10206495225429535,0.030605647712945938,0.0034328335896134377,0.0006708389846608043,0.0021181683987379074,0.0002927576133515686,0.00013980157382320613
32,0,1,1.0996190309524536,0.014231289736926556,0.0014749268302693963,0.9434584379196167,0.02475763112306595,0.024913882836699486,0.004461386706680059,0.0009337494848296046,0.0010993562173098326,0.00021136344003025442,0.000164207216585055
33,0,1,1.7090868949890137,0.10129813104867935,0.05505228787660599,0.717837929725647,0.0954330712556839,0.09593130648136139,0.024174846708774567,0.011570492759346962,0.0341198705136776,0.014141538180410862,0.006790878251194954
34,0,1,1.3333989381790161,0.04762842133641243,0.01620405539870262,0.8375846743583679,0.07473669201135635,0.05030469596385956,0.015291834250092506,0.0058781797997653484,0.010870574042201042,0.0030228006653487682,0.00231067999266088
35,0,1,1.1867047548294067,0.026672108098864555,0.004675280302762985,0.8869094848632812,0.06499544531106949,0.03523414209485054,0.006359481252729893,0.001826163032092154,0.0036430570762604475,0.0005830003065057099,0.00044922318193130195
36,0,1,1.149832010269165,0.021404573693871498,0.002962332684546709,0.9086057543754578,0.051519788801670074,0.029975419864058495,0.005448559764772654,0.0014882036484777927,0.002087782137095928,0.0004979600198566914,0.0003765904111787677
37,0,1,1.3405464887619019,0.04864949733018875,0.017813339829444885,0.8460092544555664,0.058096252381801605,0.05694667249917984,0.013669823296368122,0.0074646989814937115,0.011780254542827606,0.003444295609369874,0.0025887892115861177
38,0,1,1.2695378065109253,0.03850540146231651,0.008801196701824665,0.8460296988487244,0.08151493221521378,0.05358555540442467,0.0073413853533566,0.0027272289153188467,0.005962598603218794,0.0017645481275394559,0.0010740504367277026
39,0,1,1.027769923210144,0.003967131953686476,0.0001387986121699214,0.9769731760025024,0.01898660697042942,0.0036882220301777124,0.00016424283967353404,4.911882206215523e-05,0.0001231459027621895,7.819910933903884e-06,7.832808478269726e-06
40,0,1,1.0025668144226074,0.0003666877746582031,1.7359277990181e-05,0.9985242486000061,0.0005058500682935119,0.0008925754227675498,5.460295142256655e-05,5.251743004919263e-06,1.4322573406388983e-05,1.7610404938750435e-06,1.2756648857248365e-06
41,0,1,1.1904264688491821,0.02720378153026104,0.005585839040577412,0.9082081317901611,0.029359156265854836,0.04405709356069565,0.008760546334087849,0.0040292320773005486,0.0038243115413933992,0.0008976857643574476,0.0008638419676572084
42,0,1,1.1899096965789795,0.02712995745241642,0.004833326209336519,0.9141671657562256,0.01806989125907421,0.04939132556319237,0.008474336005747318,0.005064194556325674,0.0025943450164049864,0.0012674009194597602,0.0009715804480947554
43,0,1,1.1106345653533936,0.015804937109351158,0.0026534900534898043,0.9343402981758118,0.035966724157333374,0.021687040105462074,0.004372276831418276,0.0009801423875615,0.0019378773868083954,0.0004423769423738122,0.0002732358989305794
44,0,1,1.3282603025436401,0.04689433053135872,0.015220459550619125,0.839975893497467,0.06678667664527893,0.060448866337537766,0.011950692161917686,0.005617508664727211,0.010801478289067745,0.002686607651412487,0.0017323733773082495
45,0,1,1.2826449871063232,0.04037785530090332,0.010503525845706463,0.8581018447875977,0.0612281933426857,0.05257007107138634,0.011798658408224583,0.005797672085464001,0.007009576540440321,0.0018155405996367335,0.0016784090548753738
46,0,1,1.2618422508239746,0.037406034767627716,0.0034390506334602833,0.7989407777786255,0.15937009453773499,0.031640395522117615,0.005649861413985491,0.0009598371689207852,0.0025794513057917356,0.0005119912093505263,0.0003476081183180213
47,0,1,1.5272531509399414,0.07532187551259995,0.030882960185408592,0.7534773945808411,0.1136297732591629,0.07196848839521408,0.021219713613390923,0.008821661584079266,0.019166436046361923,0.007107299752533436,0.004609225783497095
48,0,1,2.06836199760437,0.15262314677238464,0.09536969661712646,0.614598274230957,0.11391466110944748,0.12121451646089554,0.03365699201822281,0.02124583162367344,0.059037115424871445,0.02344966121017933,0.012882919050753117
49,0,1,1.418578863143921,0.059796981513500214,0.02095278725028038,0.801128625869751,0.09044917672872543,0.06004035472869873,0.018814915791153908,0.008614109829068184,0.012090994976460934,0.00533966813236475,0.0035221248399466276
50,0,1,1.3092854022979736,0.044183630496263504,0.013020642101764679,0.8420650362968445,0.07597386091947556,0.05156737565994263,0.010505033656954765,0.00686794426292181,0.008891251869499683,0.002171881962567568,0.0019575078040361404
51,0,1,1.2729600667953491,0.03899429365992546,0.010411180555820465,0.8706300854682922,0.04308738186955452,0.06048367917537689,0.009420912712812424,0.005966827739030123,0.00715413223952055,0.0017948278691619635,0.0014622202143073082
52,0,1,1.1627142429351807,0.023244891315698624,0.0027982108294963837,0.9101725220680237,0.03904687240719795,0.03843588009476662,0.006695298478007317,0.00285118049941957,0.001883121905848384,0.0005161530571058393,0.0003989358665421605
53,0,1,1.1781299114227295,0.02544713020324707,0.006347703747451305,0.9078989624977112,0.038835715502500534,0.039104342460632324,0.004117262549698353,0.0036959561984986067,0.004781319294124842,0.0009213786106556654,0.0006450058426707983
54,0,1,1.030153512954712,0.004307644907385111,0.0003730877651832998,0.9802693724632263,0.01112904492765665,0.007718677632510662,0.0003845407045446336,0.0001253200025530532,0.00032493044272996485,2.97047445201315e-05,1.845259430410806e-05
55,0,1,1.0904730558395386,0.012924722395837307,0.0008808993152342737,0.9349313378334045,0.044494982808828354,0.01817239448428154,0.0012302614049986005,0.00029025267576798797,0.0006063152104616165,0.0001722459273878485,0.00010233818466076627
56,0,1,1.0675544738769531,0.0096506392583251,0.0007154727354645729,0.9573621153831482,0.022715572267770767,0.017109667882323265,0.0015760759124532342,0.0005209852242842317,0.000551478355191648,9.788116585696116e-05,6.611322169192135e-05
57,0,1,1.5821442604064941,0.08316346257925034,0.03382750600576401,0.7252489328384399,0.11814271658658981,0.09364794194698334,0.02150566503405571,0.007627264130860567,0.02446044236421585,0.006192048545926809,0.003175014164298773
58,0,1,1.0720012187957764,0.01028588879853487,0.0013969969004392624,0.9536998867988586,0.02741077169775963,0.015499310567975044,0.0016276109963655472,0.0003654008614830673,0.0012070119846612215,0.00011751837155316025,7.246652239700779e-05
59,0,1,1.0752599239349365,0.010751417838037014,0.0006067950162105262,0.9415452480316162,0.045236267149448395,0.011124568060040474,0.0013311710208654404,0.0001558743679197505,0.0005192112294025719,5.1574850658653304e-05,3.6008965253131464e-05
60,0,1,2.4128894805908203,0.2018413543701172,0.11967796087265015,0.5735037922859192,0.06945732235908508,0.1259680986404419,0.0541318878531456,0.05726102367043495,0.0515374056994915,0.034614916890859604,0.03352563455700874
61,0,1,1.0000165700912476,2.367155957472278e-06,4.8323178791775945e-11,0.9999858140945435,1.1633710528258234e-05,2.4597732135589467e-06,2.2825460632702743e-08,1.1644003816702053e-10,4.624311697454253e-11,5.55266227962592e-13,1.5247927703451736e-12
62,0,1,1.0458109378814697,0.006544419564306736,6.450550426961854e-05,0.9590699672698975,0.036475323140621185,0.00417877035215497,0.00019671479822136462,1.4666729839518666e-05,5.9774352848762646e-05,2.6061395601573167e-06,2.125008904840797e-06
63,0,1,1.0333348512649536,0.0047621214762330055,0.0004892000579275191,0.9796246290206909,0.009730166755616665,0.009579386562108994,0.00038221103022806346,0.00019445628277026117,0.0004339258011896163,3.5064560506725684e-05,2.0209699869155884e-05
64,0,1,1.1519540548324585,0.021707722917199135,0.0036692111752927303,0.9238402247428894,0.02429148182272911,0.04007257521152496,0.004978527780622244,0.003148040734231472,0.002536341082304716,0.0006222616648301482,0.000510608428157866
65,0,1,1.1847031116485596,0.026386158540844917,0.004125490784645081,0.8899263739585876,0.06006281077861786,0.03749662637710571,0.006022565066814423,0.002366039901971817,0.003122353460639715,0.0005184049950912595,0.0004847324453294277
66,0,1,1.7922139167785645,0.11317341774702072,0.04853787273168564,0.6788163185119629,0.10323052108287811,0.1122814193367958,0.03489982336759567,0.02223391644656658,0.028490906581282616,0.011997770518064499,0.008049197494983673
67,0,1,1.2824208736419678,0.04034584015607834,0.009399311617016792,0.8680826425552368,0.04158368706703186,0.06110995262861252,0.012201621197164059,0.007622868753969669,0.006482463795691729,0.0013094142777845263,0.00160743307787925
68,0,1,1.13933527469635,0.01990504004061222,0.0031820707954466343,0.9193061590194702,0.04012107476592064,0.031434886157512665,0.0044474415481090546,0.001508359331637621,0.002464798279106617,0.0003761555999517441,0.0003411170036997646
69,0,1,1.1963030099868774,0.028043286874890327,0.00267218379303813,0.8552781343460083,0.10808423906564713,0.028825920075178146,0.004229653626680374,0.0009098454611375928,0.002051801420748234,0.00036313020973466337,0.00025725216255523264
70,0,1,1.0407209396362305,0.005817276891320944,0.0003883417812176049,0.9748338460922241,0.012865831144154072,0.010256567038595676,0.0013263169676065445,0.0003290901950094849,0.0003156449820380658,4.0510894905310124e-05,3.218590063625015e-05
71,0,1,1.2428741455078125,0.0346963070333004,0.006885667331516743,0.8859186768531799,0.0311297494918108,0.05939094349741936,0.011615067720413208,0.005059926770627499,0.004440770018845797,0.0014405044494196773,0.0010043929796665907
72,0,1,1.2808713912963867,0.04012448340654373,0.010284706950187683,0.8704850077629089,0.04110519215464592,0.05812659114599228,0.015033725649118423,0.004964776802808046,0.00501113198697567,0.0034180188085883856,0.0018555561546236277
73,0,1,1.6815720796585083,0.09736744314432144,0.03263618424534798,0.7319886088371277,0.060488346964120865,0.11497027426958084,0.034510526806116104,0.02540596015751362,0.017015738412737846,0.008434015326201916,0.007186432834714651
74,0,1,1.4653217792510986,0.0664745420217514,0.015360760502517223,0.7892789840698242,0.06063090264797211,0.09714595228433609,0.0258715208619833,0.011711904779076576,0.008984163403511047,0.0036201702896505594,0.0027564268093556166
75,0,1,1.354810357093811,0.050687193870544434,0.010897907428443432,0.7627374529838562,0.17433710396289825,0.03527568280696869,0.015410475432872772,0.0013413032284006476,0.008013703860342503,0.0019326687324792147,0.0009515350684523582
76,0,1,1.2856167554855347,0.04080239310860634,0.01781163364648819,0.8729789853096008,0.04884857311844826,0.04552415758371353,0.010310199111700058,0.004526454955339432,0.012529430910944939,0.0029391769785434008,0.0023430257569998503
77,0,1,1.172699213027954,0.024671316146850586,0.0038399314507842064,0.9101932048797607,0.035754334181547165,0.038215272128582,0.008910591714084148,0.0030866924207657576,0.002306410577148199,0.00083092728164047,0.0007025935337878764
78,0,1,1.320744276046753,0.04582061246037483,0.012440643273293972,0.8645572662353516,0.029491648077964783,0.06845411658287048,0.015075139701366425,0.009981178678572178,0.007794319652020931,0.002301600528880954,0.0023447226267307997
79,0,1,1.1521735191345215,0.02173907496035099,0.004370181821286678,0.9168418645858765,0.03787567466497421,0.03405436873435974,0.004783385433256626,0.0020745459478348494,0.0031758174300193787,0.0006988164386712015,0.0004955477779731154
80,0,1,1.1547536849975586,0.022107670083642006,0.005999757908284664,0.9250646233558655,0.026918847113847733,0.03374316543340683,0.004976765718311071,0.003296878421679139,0.004482082556933165,0.0008033962221816182,0.0007142794202081859
81,0,1,1.275660753250122,0.03938010707497597,0.01796066015958786,0.8694072365760803,0.06113437935709953,0.040278125554323196,0.007558685261756182,0.0036609116941690445,0.013181028887629509,0.002712152199819684,0.002067478373646736
82,0,1,1.1204391717910767,0.01720559597015381,0.003480308223515749,0.9334436655044556,0.03393649309873581,0.021734444424510002,0.005587369669228792,0.00181765912566334,0.0023656864650547504,0.0006297059007920325,0.00048491600318811834
83,0,1,1.7945997714996338,0.1135142520070076,0.048109810799360275,0.6922155618667603,0.08795702457427979,0.10838153213262558,0.03697279095649719,0.026363316923379898,0.02634304389357567,0.010574527084827423,0.011192240752279758
84,0,1,1.2297791242599487,0.032825589179992676,0.0064444937743246555,0.8914111852645874,0.03242776542901993,0.05348902940750122,0.01026649959385395,0.005961029324680567,0.004112625494599342,0.0011564521118998528,0.0011754160514101386
85,0,1,1.926457166671753,0.13235102593898773,0.07248285412788391,0.6350628137588501,0.13397029042243958,0.11481384932994843,0.02573702298104763,0.0179331935942173,0.03471392020583153,0.024036798626184464,0.01373213343322277
86,0,1,1.2886468172073364,0.04123526066541672,0.01093833614140749,0.8654277920722961,0.04458663612604141,0.06080466881394386,0.010591738857328892,0.007650855928659439,0.007305383216589689,0.0018853654619306326,0.0017475876957178116
87,0,1,2.171245574951172,0.16732080280780792,0.08352294564247131,0.5634531378746033,0.13798929750919342,0.12749169766902924,0.04713812470436096,0.04040474072098732,0.04485165700316429,0.019717738032341003,0.01895354688167572
88,0,1,1.1050180196762085,0.01500257384032011,0.0016894442960619926,0.9405213594436646,0.0261016096919775,0.026538541540503502,0.003813972929492593,0.0013351626694202423,0.001271093264222145,0.0002273125428473577,0.00019103848899248987
89,0,1,1.2959191799163818,0.042274169623851776,0.005207925569266081,0.7877749800682068,0.1576012372970581,0.03988794609904289,0.007754284888505936,0.0017736966256052256,0.0036842140834778547,0.000902739295270294,0.0006209722487255931
90,0,1,1.1882646083831787,0.02689494378864765,0.003899191040545702,0.9027087688446045,0.03660258278250694,0.04381353780627251,0.009362457320094109,0.003613454522565007,0.0025327401235699654,0.0007351785316132009,0.000631272210739553
91,0,1,1.5076470375061035,0.07252100855112076,0.013375664129853249,0.6627321839332581,0.24132554233074188,0.059187568724155426,0.01931009814143181,0.004068892914801836,0.008604852482676506,0.0026793761644512415,0.0020914357155561447
92,0,1,1.462143898010254,0.06602055579423904,0.011236882768571377,0.7066680192947388,0.19324709475040436,0.06434763967990875,0.019824210554361343,0.004676274489611387,0.007137879729270935,0.0023588172625750303,0.001740185311064124
93,0,1,1.318373203277588,0.045481886714696884,0.015146245248615742,0.8356736302375793,0.08228243887424469,0.0510324165225029,0.011372375302016735,0.004492847714573145,0.010709630325436592,0.0026670482475310564,0.0017695672577247024
94,0,1,1.312824010848999,0.04468914493918419,0.01597665064036846,0.843399703502655,0.07443621754646301,0.05055350065231323,0.011310571804642677,0.004323422908782959,0.011564772576093674,0.0026517699006944895,0.0017601080471649766
95,0,1,1.3019052743911743,0.0431293249130249,0.011538004502654076,0.8569994568824768,0.054508693516254425,0.056426987051963806,0.012519420124590397,0.008007355965673923,0.006600058637559414,0.0026110298931598663,0.0023269157391041517
96,0,1,1.4369654655456543,0.06242363899946213,0.025122635066509247,0.8270555734634399,0.04809243232011795,0.06570140272378922,0.020669566467404366,0.013358410447835922,0.014008922502398491,0.005812758579850197,0.005300954915583134
97,0,1,1.180016040802002,0.025716576725244522,0.005621360149234533,0.9121870398521423,0.029238084331154823,0.042843129485845566,0.006115545518696308,0.003994844388216734,0.0038320086896419525,0.0009198416373692453,0.0008695097058080137
98,0,1,1.0657947063446045,0.009399243630468845,0.0008371165604330599,0.9575388431549072,0.024917734786868095,0.014273982495069504,0.0018768477020785213,0.0005555284442380071,0.0006372998468577862,0.00010892666614381596,9.089004015550017e-05
99,0,1,1.4541447162628174,0.06487781554460526,0.03315870836377144,0.8112771511077881,0.06537780165672302,0.07142306119203568,0.012097219005227089,0.006666023749858141,0.020117396488785744,0.008911156095564365,0.004130156245082617
100,0,1,1.1154766082763672,0.016496658325195312,0.004254101309925318,0.945572018623352,0.017590356990695,0.02550383284687996,0.004436629358679056,0.002643110230565071,0.003100011730566621,0.0005825140979140997,0.0005715755978599191
101,0,1,1.9799036979675293,0.13998624682426453,0.07166644930839539,0.6282827854156494,0.11231006681919098,0.12620562314987183,0.036251019686460495,0.0252840593457222,0.038023434579372406,0.020325100049376488,0.013317912817001343
102,0,1,1.5839807987213135,0.08342582732439041,0.029865121468901634,0.7207466959953308,0.13167180120944977,0.08087083697319031,0.024194655939936638,0.012650885619223118,0.016995150595903397,0.007685702759772539,0.005184268578886986
103,0,1,1.4124250411987305,0.05891786143183708,0.008514992892742157,0.7188425064086914,0.204091876745224,0.04916287958621979,0.014321735128760338,0.005066030193120241,0.005671996623277664,0.0014829477295279503,0.0013600490055978298
104,0,1,1.6636656522750854,0.09480937570333481,0.039167620241642,0.6903846263885498,0.14156551659107208,0.09354937076568604,0.019976116716861725,0.015356848016381264,0.026475945487618446,0.007575929164886475,0.0051157474517822266
105,0,1,1.6794359683990479,0.09706228226423264,0.04313204064965248,0.7139647006988525,0.11017324775457382,0.08851683139801025,0.026364419609308243,0.017848819494247437,0.02508402056992054,0.01001574657857418,0.008032274432480335
106,0,1,1.5025779008865356,0.07179684191942215,0.029115259647369385,0.7903468608856201,0.07202049344778061,0.07201500236988068,0.022894833236932755,0.013607502914965153,0.016951831057667732,0.00649021053686738,0.005673219449818134
107,0,1,1.3643604516983032,0.05205149203538895,0.012309733778238297,0.8422064781188965,0.029593931511044502,0.09183094650506973,0.01316877268254757,0.010890072211623192,0.007872550748288631,0.00238495459780097,0.002052228432148695
108,0,1,1.1204676628112793,0.017209665849804878,0.0021599261090159416,0.9329533576965332,0.03004562482237816,0.027247734367847443,0.006419286131858826,0.0011738779721781611,0.001300075906328857,0.0005459349486045539,0.0003139152831863612
109,0,1,1.1944506168365479,0.027778659015893936,0.00523237232118845,0.899802029132843,0.040390122681856155,0.04285791888833046,0.007633199915289879,0.004084317944943905,0.0032024795655161142,0.0011138650588691235,0.0009160272311419249
110,0,1,1.213840126991272,0.030548589304089546,0.007475055754184723,0.8978171348571777,0.03585943952202797,0.044906120747327805,0.009111132472753525,0.004831166937947273,0.004688725806772709,0.0014376090839505196,0.0013487209798768163
111,0,1,1.1367182731628418,0.01953118108212948,0.0037678787484765053,0.9311991333961487,0.024384083226323128,0.032794270664453506,0.005459529347717762,0.002395107178017497,0.002447695704177022,0.000693063426297158,0.0006271196180023253
