P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,393,657,342,59,34,41,4
2,0,436,523,299,89,77,59,46
3,0,321,564,391,121,46,65,22
4,0,317,604,351,120,80,44,13
5,0,334,649,270,101,76,79,20
