P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,526,605,298,33,6,46,16
2,0,533,571,216,68,37,47,57
3,0,447,596,252,99,45,54,37
4,0,494,549,203,115,53,51,64
5,0,417,579,294,59,51,78,51
