P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,356,564,238,33,62,44,24
2,0,453,448,200,63,29,55,73
3,0,418,411,232,84,74,69,32
4,0,417,414,227,79,52,76,56
5,0,343,442,278,77,64,87,29
