rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,1002,3100,3685,1.0,1.0,6.327733039855957,5,7,35
2,1001,3100,3771,1.0,1.0,6.327733039855957,5,7,35
3,999,3100,3684,1.0,1.0,6.327733039855957,5,7,35
4,1069,3100,3698,1.0,1.0,6.327733039855957,5,7,35
5,1082,3100,4381,1.0,1.0,6.327733039855957,5,7,35
6,2930,3244,3300,1.0,1.0,6.53693962097168,5,7,35
7,3297,3208,3873,1.0,1.0,6.948851585388184,5,7,35
8,2115,3116,3335,1.0,1.0,6.870456218719482,5,7,35
9,5170,3300,4627,1.0,1.0,6.53693962097168,5,7,35
10,1288,3475,3491,1.0,1.0,6.6502509117126465,5,7,35
11,3636,3335,3804,1.0,1.0,6.870456218719482,5,7,35
12,237,3487,3488,1.0,1.0,6.321279525756836,5,7,35
13,4647,3100,4199,1.0,1.0,6.327733039855957,5,7,35
14,3173,3335,3861,1.0,1.0,6.870456218719482,5,7,35
15,2148,3208,3862,1.0,1.0,6.948851585388184,5,7,35
16,2174,3335,3866,1.0,1.0,6.870456218719482,5,7,35
17,2177,3335,4325,1.0,1.0,6.870456218719482,5,7,35
18,3726,3448,4028,0.9819337129592896,1.0,6.4216413497924805,5,7,35
19,3724,3448,4271,0.9819337129592896,1.0,6.4216413497924805,5,7,35
20,2872,3347,3448,0.9819337129592896,1.0,6.4216413497924805,5,7,35
