P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,821,423,153,82,10,36,4
2,2,692,360,208,129,54,84,0
3,1,598,438,260,114,59,54,6
4,2,614,365,279,125,96,37,11
5,3,631,439,210,88,90,63,5
