P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,9,768,422,164,82,3,73,9
2,12,808,350,79,85,30,158,7
3,7,766,355,137,87,27,140,11
4,8,737,344,111,104,44,100,81
5,14,667,478,127,47,31,146,19
