node_id,label,pred_label,S_i,S_i_norm,P_high,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8
0,0,1,2.742931284941733,0.2489901835631047,0.12836352502927184,0.3796045109629631,0.15209805592894554,0.20779740065336227,0.09326825849711895,0.03886821586638689,0.05662796273827553,0.04532792791724205,0.026407634373754263
1,0,1,3.1706072227098048,0.3100867461014007,0.1820161691866815,0.28557897359132767,0.13454475067555904,0.2447221800684929,0.10069847665727139,0.05243944330140948,0.09020720236003399,0.0589338643476367,0.03287510247901082
2,0,1,2.994282627478242,0.2848975182111774,0.16237176209688187,0.33670690283179283,0.19890214130282402,0.1046892274171114,0.13179813884198666,0.0655318908393383,0.07627322152256966,0.0555759035050869,0.03052263706922531
3,0,1,2.3455859627574682,0.19222656610820973,0.10162569303065538,0.5493527203798294,0.11160957626998425,0.1028862539678812,0.08629202470183372,0.048233634792268276,0.052283456549048424,0.030419575981795788,0.018922660499811172
4,0,1,1.9706254757475108,0.1386607822496444,0.03845472959801555,0.5765478014945984,0.0939435213804245,0.242633368819952,0.030402962118387222,0.018017674330621958,0.015315366676077247,0.01041679852642119,0.01272256439551711
5,0,1,2.074371153721586,0.153481593388798,0.0557195310248062,0.5654996633529663,0.11635340377688408,0.1822802945971489,0.04101390903815627,0.039133209735155106,0.03002775926142931,0.016098615480586886,0.009593156282790005
6,0,1,2.089831278193742,0.155690182599106,0.0519396064337343,0.5512918680906296,0.10179411619901657,0.2163102701306343,0.05533106531947851,0.02333310153335333,0.02768329856917262,0.012119655963033438,0.01213665190152824
7,0,1,2.6177771538496017,0.23111102197851455,0.14261820213869214,0.4976094961166382,0.10117808543145657,0.13224629685282707,0.07262372504919767,0.05372417997568846,0.0697853583842516,0.039418104104697704,0.03341473964974284
8,0,1,2.3376025734469295,0.19108608192098991,0.09732971788616851,0.5122121907770634,0.16898185014724731,0.11136582493782043,0.06462076585739851,0.045489623211324215,0.04435045551508665,0.022538803983479738,0.03044045838760212
9,0,1,1.5181735388830475,0.07402479126900678,0.0403630704911393,0.8370951563119888,0.0203960330618429,0.0649125308409566,0.01960969639912946,0.017623517571337288,0.01670573395676911,0.010500745544277379,0.013156590990092809
10,0,1,1.8999879988841712,0.1285697141263102,0.055911892268341035,0.6470038071274757,0.0973819512873888,0.1421197298914194,0.03176631638780236,0.0258162091486156,0.02847164962440729,0.014637050684541464,0.01280319195939228
11,0,1,1.8507608189247549,0.12153725984639355,0.050509927910752594,0.6876028925180435,0.06767198909074068,0.09296327270567417,0.09052273817360401,0.01072925329208374,0.032614934258162975,0.005662643816322088,0.012232349836267531
12,0,1,1.8641716692363843,0.12345309560519777,0.050628268072614446,0.6654955223202705,0.06374349631369114,0.1534270253032446,0.050516761373728514,0.0161889303708449,0.035882739117369056,0.0053642853163182735,0.009381243638927117
13,0,1,2.3904796910937876,0.1986399558705411,0.11661150655709207,0.5471067354083061,0.08271251991391182,0.12659834697842598,0.09841716848313808,0.028553820215165615,0.07741387002170086,0.016349212499335408,0.022848424036055803
14,0,1,2.4147048266604543,0.20210068952292204,0.13779422116931528,0.5724871419370174,0.09251410700380802,0.0675278389826417,0.09341290965676308,0.036263806046918035,0.09129532426595688,0.020127835916355252,0.026371060987003148
15,0,1,2.2534660855308175,0.17906658364725964,0.11113774450495839,0.5927582085132599,0.058950935024768114,0.1706405133008957,0.03579537943005562,0.030717198736965656,0.06273427978157997,0.02951644081622362,0.0188870239071548
16,0,1,3.017916578799486,0.2882737969713552,0.21368501987308264,0.3982831835746765,0.13203813508152962,0.1416860595345497,0.06836147326976061,0.04594619199633598,0.09467825666069984,0.09280155226588249,0.0262052109465003
17,0,1,1.8182384534738958,0.11689120763912797,0.038086016895249486,0.6551297307014465,0.059486561454832554,0.21244726702570915,0.019249779172241688,0.015600671875290573,0.022311372682452202,0.008274067076854408,0.007500577135942876
18,0,1,2.2273406451568007,0.17533437787954295,0.0693071496207267,0.48996954038739204,0.21136681735515594,0.13486015424132347,0.03579109697602689,0.05870534386485815,0.03248024033382535,0.01613081619143486,0.020696093095466495
19,0,1,1.3991474060365476,0.057021058005221094,0.013022201191290605,0.7478587180376053,0.17462464109121356,0.05175269686151296,0.006623786761338124,0.006117999432717625,0.006026619094996022,0.002428200317297069,0.004567381778997515
20,0,3,3.1984548959881067,0.3140649851411581,0.16785825695842505,0.2618699185550213,0.1437629573047161,0.2683090493083,0.08422785811126232,0.07397192716598511,0.08113453071564436,0.0432361476123333,0.04348757863044739
