P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,300,651,217,48,47,45,13
2,0,304,497,298,51,42,62,67
3,0,227,523,319,121,63,39,28
4,0,224,596,274,90,56,62,19
5,0,242,588,256,94,47,69,24
