P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,716,323,112,70,9,74,17
2,0,680,286,114,61,19,80,81
3,0,601,301,170,102,59,49,38
4,0,594,304,171,78,57,91,26
5,0,603,328,137,66,51,92,43
